,,,,,,,,,,,,,,,
Name,Team,Salary,Position,MIN,G,A,S,SOG,INT,CR,CC,TKLW,FC,FS,P
David Silva,MCI,$6400,M,1017,0.27,0.53,2.30,0.71,0.53,1.86,2.21,0.71,1.06,0.88,65.75
Pedro Neto,WLV,$4400,F,198,0.00,0.91,2.27,0.45,0.91,5.00,1.82,0.00,0.91,0.45,39.09
Divock Origi,LIV,$7700,F,386,0.70,0.23,2.10,0.70,0.47,2.80,1.17,1.87,0.93,2.10,21.92
Xherdan Shaqiri,LIV,$6600,M/F,174,0.52,0.00,2.07,0.52,0.00,2.07,1.03,0.00,0.52,1.55,45.52
Ilkay Gundogan,MCI,$5400,M,1081,0.17,0.00,2.00,0.33,1.50,1.67,1.91,0.50,0.83,0.58,79.34
Reiss Nelson,ARS,$5200,M/F,325,0.00,0.00,1.94,0.83,0.28,4.43,1.38,1.11,1.11,0.55,34.34
Ruben Neves,WLV,$3900,M,1501,0.12,0.06,1.86,0.36,1.38,1.32,0.96,0.66,0.96,0.48,58.10
Callum Robinson,SHU,$4500,M/F,582,0.15,0.15,1.86,0.62,0.93,1.86,0.31,0.15,1.39,0.62,18.09
Shkodran Mustafi,ARS,$3000,D,103,0.00,0.00,1.75,0.87,2.62,0.00,0.00,0.00,0.87,0.00,72.52
James Milner,LIV,$6200,M,569,0.32,0.32,1.74,0.47,0.47,1.11,1.11,0.63,0.95,0.79,68.17
Gabriel Martinelli,ARS,$7200,M/F,366,0.25,0.00,1.72,0.74,0.25,3.69,0.25,2.21,1.72,1.72,16.48
Lucas Torreira,ARS,$4600,M,899,0.10,0.00,1.60,0.40,1.80,0.90,0.90,1.10,1.30,3.00,50.96
Naby Keita,LIV,$5000,M,174,0.52,0.52,1.55,1.03,2.07,0.52,2.07,1.03,0.52,2.07,86.90
John Lundstram,SHU,$3900,M,1679,0.16,0.11,1.50,0.38,1.23,1.93,0.86,1.07,1.02,0.43,43.58
Morgan Gibbs-White,WLV,$3500,M,120,0.00,0.00,1.50,0.00,1.50,1.50,2.25,0.00,1.50,0.75,51.00
Adama Traore,WLV,$7100,M/F,1460,0.25,0.25,1.48,0.43,0.62,5.92,1.54,1.17,1.23,2.59,26.32
Olivier Giroud,CHE,$5500,F,191,0.00,0.00,1.41,0.94,0.00,0.94,1.88,0.00,1.88,0.94,24.03
Joao Cancelo,MCI,$4800,D,397,0.00,0.00,1.36,0.45,1.13,3.17,1.13,2.27,0.91,0.91,71.64
Georginio Wijnaldum,LIV,$3700,M,1414,0.13,0.00,1.34,0.57,0.76,0.06,0.32,0.57,0.51,0.95,47.29
John Fleck,SHU,$4900,M,1379,0.26,0.07,1.31,0.65,0.85,5.42,1.70,0.91,0.85,0.33,37.59
Adam Lallana,LIV,$4800,M,215,0.42,0.00,1.26,0.42,0.42,0.42,1.26,2.51,1.26,2.51,61.53
Oleksandr Zinchenko,MCI,$4300,D,590,0.00,0.00,1.22,0.31,0.92,3.36,1.68,1.53,1.22,0.15,79.78
Dani Ceballos,ARS,$5100,M,664,0.00,0.27,1.22,0.41,0.14,4.34,1.49,1.63,0.68,2.30,63.30
Matt Doherty,WLV,$4200,D,1340,0.20,0.00,1.21,0.60,1.48,1.68,0.54,0.60,0.74,0.40,46.28
Trent Alexander-Arnold,LIV,$7500,D,1573,0.11,0.46,1.20,0.40,1.54,11.33,3.15,1.09,0.74,0.23,64.20
Joe Willock,ARS,$3800,M,533,0.00,0.00,1.18,0.51,0.34,0.68,1.35,1.52,1.18,1.52,38.84
Nicolas Otamendi,MCI,$3800,D,995,0.18,0.00,1.18,0.45,1.18,0.00,0.18,0.72,1.27,0.18,75.44
Emerson Palmieri,CHE,$4900,D,884,0.00,0.00,1.12,0.71,1.63,3.97,1.43,1.12,0.20,1.53,64.55
Marcos Alonso,CHE,$5400,D,589,0.15,0.31,1.07,0.46,1.83,4.13,1.38,1.53,1.07,0.92,60.66
Billy Sharp,SHU,$3800,F,253,0.36,0.00,1.07,0.71,0.36,1.07,3.20,0.71,3.20,2.49,28.10
Angelino,MCI,$5100,D,422,0.00,0.00,1.07,0.00,1.92,9.17,1.92,0.43,0.43,0.43,72.09
N'Golo Kante,CHE,$4500,M,944,0.29,0.00,0.95,0.29,2.57,1.62,1.62,0.86,2.29,0.48,60.44
Romain Saiss,WLV,$3600,M,1144,0.16,0.00,0.94,0.55,1.34,0.47,0.47,0.79,1.81,0.87,50.90
Calum Chambers,ARS,$3300,D,1080,0.08,0.00,0.92,0.17,1.25,2.83,0.50,0.83,1.50,0.33,64.17
Jonny,WLV,$3400,D,1523,0.06,0.06,0.89,0.24,1.89,1.83,0.89,1.42,1.30,0.65,34.51
Antonio Rudiger,CHE,$3300,D,315,0.00,0.00,0.86,0.00,0.29,1.14,0.00,1.43,0.86,0.29,82.29
Reece James,CHE,$4700,D,422,0.00,0.21,0.85,0.00,1.07,5.55,0.64,1.28,1.49,2.13,55.24
David Luiz,ARS,$3100,D,1440,0.13,0.00,0.81,0.31,1.19,0.25,0.13,0.63,0.88,0.44,53.44
Mateo Kovacic,CHE,$4700,M,1244,0.07,0.22,0.80,0.29,1.01,0.43,1.30,1.66,0.43,2.17,84.50
Oliver Norwood,SHU,$4300,M,1584,0.06,0.00,0.74,0.28,1.53,5.00,1.48,1.31,1.14,0.68,63.07
Kyle Walker,MCI,$4200,D,1358,0.07,0.13,0.73,0.13,0.86,2.05,0.66,0.53,1.26,0.60,69.85
Kurt Zouma,CHE,$3700,D,1488,0.00,0.00,0.73,0.24,2.18,0.00,0.00,0.67,1.15,0.73,75.85
Mesut Ozil,ARS,$6000,M,744,0.00,0.12,0.73,0.24,0.24,6.65,2.78,0.36,0.36,1.21,54.80
Virgil van Dijk,LIV,$4300,D,1620,0.17,0.00,0.72,0.28,0.94,0.00,0.11,0.44,0.50,0.72,76.72
Andrew Robertson,LIV,$6000,D,1547,0.06,0.29,0.70,0.23,1.40,5.29,1.40,1.11,0.64,0.47,66.85
Matteo Guendouzi,ARS,$3600,M,1315,0.00,0.07,0.68,0.34,1.57,0.27,0.82,0.96,0.82,2.40,66.32
Joao Moutinho,WLV,$5800,M,1620,0.06,0.28,0.67,0.22,1.56,6.94,2.39,1.72,1.50,0.61,54.67
John Stones,MCI,$3400,D,700,0.00,0.00,0.64,0.13,0.77,0.00,0.13,0.90,0.13,0.13,71.74
Enda Stevens,SHU,$3900,D,1710,0.05,0.11,0.63,0.11,1.21,3.21,1.11,1.42,1.11,0.42,41.42
Bukayo Saka,ARS,$4800,M/F,586,0.00,0.15,0.61,0.15,0.61,3.53,0.92,1.84,2.00,1.23,32.56
Jordan Henderson,LIV,$5200,M,1173,0.08,0.15,0.61,0.23,1.15,3.15,0.92,1.69,1.00,0.61,66.52
Kieran Tierney,ARS,$4400,D,299,0.00,0.00,0.60,0.00,0.60,6.32,1.20,1.20,1.20,0.60,39.73
Rodri,MCI,$4400,M,1255,0.14,0.07,0.57,0.43,1.00,0.22,1.36,1.29,1.43,0.93,81.90
Luke Freeman,SHU,$3600,M,324,0.00,0.00,0.56,0.00,2.50,4.17,0.83,1.11,1.67,1.39,32.22
Dejan Lovren,LIV,$3300,D,670,0.00,0.13,0.54,0.13,1.07,0.00,0.13,0.94,0.27,0.94,73.34
Fabinho,LIV,$4300,M,1006,0.09,0.09,0.54,0.18,1.43,0.45,1.16,1.61,1.25,0.98,64.86
Granit Xhaka,ARS,$3400,M,1188,0.00,0.08,0.53,0.15,0.68,0.30,0.91,0.83,2.35,1.21,70.15
Jack O'Connell,SHU,$3300,D,1710,0.00,0.05,0.53,0.11,1.37,1.37,0.47,0.68,0.63,0.47,47.21
Leander Dendoncker,WLV,$3700,M,1581,0.06,0.00,0.51,0.11,1.42,0.23,0.11,0.80,0.85,0.11,42.58
John Egan,SHU,$3100,D,1609,0.00,0.00,0.50,0.11,1.73,0.11,0.00,0.84,1.01,0.50,36.58
Jorginho,CHE,$4100,M,1282,0.07,0.14,0.49,0.07,2.25,0.28,1.05,1.90,1.19,0.98,84.66
Fernandinho,MCI,$4000,M,1305,0.00,0.00,0.48,0.07,0.97,0.14,0.21,1.52,0.69,0.48,75.66
Cesar Azpilicueta,CHE,$4500,D,1520,0.00,0.12,0.47,0.06,1.54,3.38,1.36,1.36,0.95,0.18,60.69
Fikayo Tomori,CHE,$3500,D,1170,0.08,0.00,0.46,0.23,1.62,0.15,0.31,1.15,0.38,0.38,79.31
Ruben Vinagre,WLV,$3200,D,208,0.00,0.00,0.43,0.00,0.43,3.89,0.43,3.03,2.16,1.30,30.72
Joel Matip,LIV,$3000,D,630,0.14,0.00,0.43,0.14,1.71,0.14,0.14,1.29,0.86,0.71,70.14
George Baldock,SHU,$4100,D,1710,0.11,0.16,0.42,0.21,0.68,3.74,0.58,1.11,1.05,1.37,29.95
Benjamin Mendy,MCI,$4600,D,653,0.00,0.14,0.41,0.00,1.52,3.86,0.96,0.69,0.96,0.00,62.16
Andreas Christensen,CHE,$3100,D,672,0.00,0.00,0.40,0.13,1.47,0.00,0.13,0.67,0.80,0.80,57.72
Hector Bellerin,ARS,$3500,D,263,0.00,0.00,0.34,0.00,1.37,4.45,0.34,1.37,0.68,0.34,45.17
Ainsley Maitland-Niles,ARS,$3800,D,851,0.00,0.21,0.32,0.00,1.69,1.48,0.95,0.95,0.85,0.95,54.47
Sokratis Papastathopoulos,ARS,$2900,D,1427,0.06,0.00,0.32,0.06,0.95,0.00,0.13,0.88,0.76,0.57,52.28
Aymeric Laporte,MCI,$3600,D,307,0.00,0.00,0.29,0.29,2.35,0.00,0.59,0.29,1.17,0.88,94.98
Sead Kolasinac,ARS,$5200,D,930,0.00,0.19,0.29,0.00,0.77,2.13,0.87,1.16,0.68,0.87,44.32
Ryan Bennett,WLV,$3000,D,462,0.00,0.00,0.19,0.00,1.56,0.78,0.39,0.39,0.78,0.19,32.73
Chris Basham,SHU,$3400,D,1656,0.00,0.00,0.16,0.00,1.90,1.03,0.22,1.41,0.82,1.14,36.25
Phil Jagielka,SHU,$3000,D,128,0.00,0.00,0.00,0.00,0.70,0.70,0.00,2.11,0.70,0.70,28.13
Conor Coady,WLV,$2900,D,1710,0.00,0.00,0.00,0.00,0.53,0.00,0.11,0.74,0.42,0.11,46.42
Jesus Vallejo,WLV,$2700,D,162,0.00,0.00,0.00,0.00,1.11,0.56,0.00,0.56,1.11,0.56,65.56
Willy Boly,WLV,$3100,D,719,0.00,0.13,0.00,0.00,1.88,0.25,0.63,1.50,1.25,0.50,42.68
Max Kilman,WLV,$2700,D,90,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,2.00,0.00,68.00
Emile Smith-Rowe,ARS,$5600,M,97,0.00,0.00,0.00,0.00,0.93,0.93,0.00,0.93,0.00,0.93,32.47
Joe Gomez,LIV,$4000,D,377,0.00,0.00,0.00,0.00,1.67,1.19,0.95,0.95,1.67,0.72,82.84
