,,,,,,,,,,,,,,,
Name,Team,Salary,Position,MIN,G,A,S,SOG,INT,CR,CC,TKLW,FC,FS,P
Christian Eriksen,TOT,$6500,M,691,0.13,0.13,1.95,0.78,0.78,5.08,1.82,0.39,0.91,0.65,47.54
Oliver McBurnie,SHU,$7200,F,480,0.19,0.00,1.88,0.38,0.75,0.19,0.56,0.56,1.69,0.56,22.31
Ayoze Perez,LEI,$7700,M/F,650,0.42,0.14,1.80,1.11,1.11,1.80,0.83,1.25,1.11,0.83,36.28
Jonjo Shelvey,NEW,$7000,M,402,0.45,0.00,1.79,0.67,0.90,3.13,1.57,0.22,0.22,0.67,38.96
Erik Lamela,TOT,$6700,M/F,607,0.30,0.15,1.78,0.59,0.59,6.08,2.08,1.63,1.63,1.48,40.18
Miguel Almiron,NEW,$5900,M/F,913,0.00,0.00,1.77,0.49,0.69,0.99,0.49,0.99,0.59,2.07,23.26
Johann Berg Gudmundsson,BUR,$6700,M/F,312,0.29,0.00,1.73,0.58,1.44,5.77,2.02,0.00,0.29,0.29,16.15
Callum Wilson,BOU,$4700,F,952,0.47,0.00,1.70,1.04,0.28,1.04,1.42,0.47,1.89,1.04,15.03
Robert Snodgrass,WHU,$6300,M,320,0.56,0.00,1.69,1.13,0.28,12.66,2.53,0.84,1.41,2.53,35.16
Manuel Lanzini,WHU,$6100,M,698,0.00,0.26,1.68,0.39,0.64,3.35,2.58,0.52,0.13,1.55,55.96
James Ward-Prowse,SOU,$8000,M,990,0.18,0.00,1.64,0.64,1.27,4.82,1.36,1.00,1.00,0.91,33.00
Robbie Brady,BUR,$4400,M,110,0.00,1.64,1.64,0.00,0.82,4.09,4.09,1.64,1.64,0.00,31.91
Joelinton,NEW,$5700,F,891,0.10,0.10,1.62,0.30,0.30,0.00,1.11,0.61,0.91,0.81,27.17
Stuart Armstrong,SOU,$3600,M,175,0.00,0.00,1.54,1.54,1.03,1.54,0.00,0.00,1.03,1.03,25.71
John Fleck,SHU,$6500,M,749,0.12,0.00,1.44,0.48,0.72,5.41,1.92,0.96,0.60,0.00,34.61
Jeff Hendrick,BUR,$3300,M,568,0.32,0.00,1.43,0.48,0.95,1.11,0.32,0.32,0.63,0.16,29.47
John Lundstram,SHU,$4800,M,960,0.28,0.09,1.41,0.47,1.59,1.69,1.03,0.75,0.94,0.19,41.44
Ryan Fraser,BOU,$5200,M,717,0.13,0.13,1.38,0.63,0.75,7.91,1.63,0.50,0.75,1.51,31.26
Dwight McNeil,BUR,$7300,M/F,938,0.10,0.29,1.34,0.19,0.67,6.24,1.06,0.96,0.67,0.96,21.88
Pierre-Emile Hojbjerg,SOU,$4500,M,917,0.00,0.00,1.28,0.29,1.08,0.69,1.18,0.98,1.96,0.79,57.61
Fabian Schar,NEW,$3400,D,795,0.11,0.00,1.25,0.23,2.49,0.11,0.00,1.25,1.58,0.79,36.45
Philip Billing,BOU,$3200,M,944,0.00,0.10,1.24,0.19,2.67,0.38,0.38,1.24,1.24,0.67,45.19
Calum Chambers,ARS,$3700,D,585,0.15,0.00,1.23,0.15,1.23,4.46,0.77,0.77,1.69,0.31,54.31
Dani Ceballos,ARS,$5700,M,664,0.00,0.27,1.22,0.41,0.14,4.34,1.49,1.63,0.68,2.30,63.30
Dele Alli,TOT,$7500,M,300,0.60,0.00,1.20,0.90,0.90,0.90,0.90,0.60,0.30,0.60,39.90
Lucas Digne,EVE,$5700,D,973,0.00,0.28,1.11,0.18,1.11,9.16,2.50,1.57,1.39,0.83,46.34
Demarai Gray,LEI,$3900,M,163,0.00,0.55,1.10,0.00,1.66,3.87,2.76,1.10,0.55,1.66,40.31
Yerry Mina,EVE,$2500,D,899,0.00,0.00,1.10,0.70,1.50,0.20,0.00,0.90,0.60,0.40,52.86
Joshua King,BOU,$4500,F,916,0.29,0.20,1.08,0.69,0.59,0.69,1.47,0.29,1.57,1.18,22.21
Bukayo Saka,ARS,$6100,M/F,344,0.00,0.26,1.05,0.26,0.00,2.35,1.57,1.57,1.83,1.31,26.16
Sean Longstaff,NEW,$4100,M,615,0.00,0.15,1.02,0.44,1.32,2.49,1.61,1.02,1.32,1.17,42.00
Tanguy Ndombele,TOT,$5200,M,531,0.34,0.17,1.02,0.51,1.19,0.51,1.02,2.20,1.19,2.03,47.12
Aaron Cresswell,WHU,$4700,D,534,0.34,0.00,1.01,0.51,0.84,3.88,0.00,1.01,0.67,1.18,46.18
Billy Sharp,SHU,$5100,F,178,0.51,0.00,1.01,1.01,0.51,0.51,3.03,1.01,4.04,2.02,29.33
Matt Ritchie,NEW,$6900,M,270,0.00,0.00,1.00,0.33,1.67,7.67,2.33,1.33,1.67,1.33,34.33
Andy Carroll,NEW,$5000,F,90,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,27.00
Dennis Praet,LEI,$4600,M,274,0.00,0.00,0.99,0.00,0.99,1.31,0.66,2.63,1.97,0.99,45.00
Jefferson Lerma,BOU,$3600,M,823,0.00,0.00,0.98,0.00,2.08,0.22,0.33,1.09,0.87,1.31,44.18
Christian Fuchs,LEI,$4500,D,184,0.00,0.00,0.98,0.00,0.00,1.96,0.98,1.47,0.49,0.00,55.27
Jetro Willems,NEW,$4800,D,655,0.14,0.27,0.96,0.27,0.82,2.06,1.37,1.79,0.41,1.10,26.93
Nathan Ake,BOU,$3300,D,990,0.09,0.09,0.91,0.18,1.82,0.18,0.36,1.00,0.27,0.64,44.73
Yoshinori Muto,NEW,$4100,F,101,0.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.89,0.89,15.15
Eric Dier,TOT,$3000,M,102,0.00,0.00,0.88,0.88,0.88,0.88,0.88,1.76,0.00,0.00,48.53
Mark Noble,WHU,$4300,M,716,0.13,0.00,0.88,0.38,0.38,0.63,0.63,1.01,1.38,1.13,52.79
Jannik Vestergaard,SOU,$2700,D,844,0.11,0.00,0.85,0.43,1.49,0.11,0.53,0.96,0.43,0.43,40.73
Hamza Choudhury,LEI,$3100,M,321,0.00,0.28,0.84,0.28,2.52,0.28,0.84,1.12,0.84,0.84,50.75
Maya Yoshida,SOU,$2900,D,553,0.00,0.00,0.81,0.49,0.65,0.00,0.00,0.81,0.49,0.81,42.97
Isaac Hayden,NEW,$3500,M,673,0.00,0.13,0.80,0.13,2.01,0.67,0.67,1.87,0.80,0.80,27.82
Wilfred Ndidi,LEI,$4100,M,900,0.20,0.00,0.80,0.20,3.20,0.10,0.50,2.60,1.70,0.60,51.00
Bernard,EVE,$4100,M,450,0.40,0.00,0.80,0.40,0.20,2.20,1.20,1.40,1.20,1.20,31.80
Ben Chilwell,LEI,$5300,D,810,0.11,0.33,0.78,0.22,1.00,3.44,1.33,0.67,0.89,1.00,74.11
Joe Willock,ARS,$3200,M,353,0.00,0.00,0.76,0.00,0.51,0.25,1.78,0.76,1.27,1.27,40.28
Diego Rico,BOU,$4900,D,719,0.00,0.25,0.75,0.13,3.38,7.01,1.75,1.25,0.75,1.00,42.81
Harry Winks,TOT,$3500,M,724,0.00,0.00,0.75,0.12,1.37,0.87,0.87,0.99,0.87,1.37,77.07
Granit Xhaka,ARS,$4000,M,742,0.00,0.12,0.73,0.24,0.49,0.24,0.85,1.09,2.67,1.33,67.56
Luke Freeman,SHU,$4400,M,254,0.00,0.00,0.71,0.00,2.83,4.25,0.71,1.42,1.42,1.77,32.60
David Luiz,ARS,$3200,D,900,0.20,0.00,0.70,0.40,1.40,0.30,0.00,0.40,0.80,0.50,49.00
Matthew Longstaff,NEW,$3300,M,269,0.33,0.00,0.67,0.33,0.67,0.33,0.67,0.00,1.00,0.00,39.81
Chris Mepham,BOU,$3200,D,271,0.33,0.00,0.66,0.33,2.32,0.66,0.00,1.33,1.00,1.00,41.18
Matteo Guendouzi,ARS,$3600,M,963,0.00,0.09,0.65,0.37,1.40,0.19,0.84,1.03,0.93,2.06,65.61
Moussa Sissoko,TOT,$4300,M,967,0.00,0.09,0.65,0.00,0.37,1.49,0.47,0.56,1.86,0.65,52.77
Emil Krafth,NEW,$3100,D,416,0.00,0.00,0.65,0.00,0.87,1.95,0.00,0.87,0.65,0.65,24.01
Enda Stevens,SHU,$5000,D,990,0.00,0.18,0.64,0.00,1.00,2.91,1.00,1.36,1.18,0.45,39.91
Jack O'Connell,SHU,$4000,D,990,0.00,0.09,0.64,0.09,1.45,0.73,0.45,0.73,0.45,0.73,42.45
Jonny Evans,LEI,$4400,D,990,0.00,0.09,0.64,0.09,0.91,0.09,0.09,1.09,0.36,0.45,62.09
Declan Rice,WHU,$3400,M,990,0.00,0.00,0.64,0.18,2.09,0.00,0.27,1.73,1.00,0.27,49.27
Jack Cork,BUR,$3600,M,753,0.00,0.00,0.60,0.24,1.20,0.24,0.60,0.96,0.84,0.84,32.39
Christian Atsu,NEW,$4700,M,453,0.00,0.40,0.60,0.20,0.60,2.78,1.99,0.79,0.79,0.79,28.21
Serge Aurier,TOT,$5200,D,473,0.00,0.19,0.57,0.00,2.28,5.33,1.33,2.28,1.33,0.76,45.10
Kieran Tierney,ARS,$4500,D,162,0.00,0.00,0.56,0.00,0.56,4.44,0.56,0.56,0.56,0.00,40.56
Ainsley Maitland-Niles,ARS,$3900,D,491,0.00,0.37,0.55,0.00,2.02,1.28,1.28,1.10,1.10,0.92,49.31
Ashley Westwood,BUR,$4000,M,990,0.00,0.18,0.55,0.00,0.55,3.55,1.64,1.18,1.64,0.91,48.82
James Tarkowski,BUR,$3500,D,990,0.00,0.00,0.55,0.09,1.73,0.09,0.36,1.18,1.00,1.18,33.36
Ricardo Pereira,LEI,$5600,D,990,0.18,0.00,0.55,0.18,1.82,2.55,0.91,2.55,1.36,1.27,59.64
George Baldock,SHU,$5400,D,990,0.00,0.09,0.55,0.18,0.91,3.73,0.36,1.09,1.27,1.00,27.82
Issa Diop,WHU,$2700,D,990,0.00,0.00,0.55,0.27,1.55,0.09,0.09,0.73,1.36,0.55,39.82
Seamus Coleman,EVE,$3600,D,667,0.00,0.13,0.54,0.27,1.08,3.10,0.67,0.81,0.94,0.94,47.90
Ciaran Clark,NEW,$3700,D,360,0.25,0.00,0.50,0.25,1.00,0.00,0.25,1.25,1.50,0.50,22.75
Erik Pieters,BUR,$3800,D,910,0.00,0.30,0.49,0.10,1.88,2.08,0.89,2.27,0.69,0.89,36.20
Oliver Norwood,SHU,$5600,M,919,0.00,0.00,0.49,0.20,1.66,5.19,1.76,1.27,0.98,0.98,57.49
Ben Davies,TOT,$3400,D,196,0.00,0.00,0.46,0.00,1.84,1.84,0.46,0.46,1.84,1.38,53.27
Toby Alderweireld,TOT,$3000,D,990,0.00,0.09,0.45,0.09,1.09,0.55,0.45,0.91,0.27,0.27,71.73
Caglar Soyuncu,LEI,$3900,D,990,0.09,0.09,0.45,0.09,1.64,0.09,0.09,1.82,1.00,0.27,68.18
Ben Mee,BUR,$3200,D,990,0.00,0.00,0.45,0.18,1.64,0.00,0.36,0.64,0.36,0.91,36.82
Federico Fernandez,NEW,$3900,D,203,0.44,0.44,0.44,0.44,0.44,1.77,0.44,2.66,0.89,0.00,34.14
Arthur Masuaku,WHU,$3600,D,427,0.00,0.21,0.42,0.00,1.90,1.48,1.05,2.53,1.26,1.05,50.59
Michael Keane,EVE,$3000,D,900,0.00,0.00,0.40,0.10,1.80,0.00,0.10,0.70,0.90,0.40,53.70
Morgan Schneiderlin,EVE,$3200,M,476,0.00,0.00,0.38,0.00,1.51,0.76,0.38,1.13,2.08,0.19,57.10
Aaron Lennon,BUR,$3800,M,239,0.00,0.00,0.38,0.00,0.75,1.13,0.00,1.13,1.51,1.51,23.35
Oriol Romeu,SOU,$3900,M,956,0.00,0.00,0.38,0.00,1.41,0.28,0.66,2.45,1.60,0.56,49.52
Angelo Ogbonna,WHU,$3200,D,720,0.00,0.00,0.38,0.25,0.25,0.13,0.13,1.00,0.75,0.38,33.75
Kyle Walker-Peters,TOT,$4300,D,242,0.00,0.00,0.37,0.00,1.12,2.98,0.74,1.86,0.37,1.86,68.80
Jamaal Lascelles,NEW,$2600,D,982,0.09,0.00,0.37,0.09,1.47,0.00,0.09,0.09,0.92,0.46,26.76
Ryan Bertrand,SOU,$5100,D,494,0.00,0.00,0.36,0.00,1.28,4.55,1.46,0.55,0.55,1.09,37.89
Steve Cook,BOU,$3000,D,990,0.00,0.00,0.36,0.00,1.91,0.00,0.18,0.36,0.64,0.73,44.00
Cedric Soares,SOU,$4100,D,270,0.00,0.00,0.33,0.00,1.33,4.33,1.00,2.33,0.00,0.00,39.33
Yan Valery,SOU,$3500,D,544,0.00,0.00,0.33,0.17,1.16,1.49,0.33,0.33,0.50,0.99,25.97
Kevin Danso,SOU,$3200,D,276,0.00,0.33,0.33,0.00,0.65,1.30,0.65,0.98,1.30,0.65,42.72
Tom Davies,EVE,$3500,M,283,0.00,0.00,0.32,0.32,1.91,0.64,0.00,0.95,1.27,3.18,38.16
Sead Kolasinac,ARS,$3600,D,577,0.00,0.16,0.31,0.00,0.62,2.18,1.09,1.09,0.78,0.94,44.61
Adam Smith,BOU,$3600,D,582,0.00,0.15,0.31,0.15,0.77,1.55,0.46,1.24,1.39,2.16,40.67
Andre Gomes,EVE,$3000,M,585,0.00,0.00,0.31,0.00,0.31,0.46,0.92,0.92,2.77,1.23,51.23
Davinson Sanchez,TOT,$2500,D,585,0.00,0.00,0.31,0.15,1.08,0.00,0.15,1.38,1.23,0.46,62.15
Paul Dummett,NEW,$3600,D,633,0.00,0.00,0.28,0.28,1.56,0.57,0.14,1.56,0.28,0.43,33.55
Chris Basham,SHU,$3800,D,958,0.00,0.00,0.28,0.00,1.69,0.66,0.19,1.50,0.56,1.32,33.54
Sokratis Papastathopoulos,ARS,$2800,D,990,0.09,0.00,0.27,0.09,0.91,0.00,0.18,0.82,0.73,0.82,49.36
Jack Stacey,BOU,$3700,D,348,0.00,0.00,0.26,0.26,1.29,1.55,0.26,1.55,0.26,0.78,35.69
Danny Rose,TOT,$4100,D,794,0.00,0.00,0.23,0.00,0.91,4.19,1.25,1.25,1.59,1.81,48.74
John Egan,SHU,$3500,D,979,0.00,0.00,0.18,0.00,2.02,0.18,0.00,1.01,0.83,0.55,33.37
Fabian Delph,EVE,$3200,M,558,0.00,0.00,0.16,0.00,1.13,0.48,0.48,1.29,1.45,0.65,58.06
Jan Bednarek,SOU,$2500,D,988,0.00,0.00,0.09,0.00,2.37,0.00,0.09,1.28,0.82,0.36,40.63
Matthew Lowton,BUR,$3700,D,990,0.00,0.09,0.09,0.00,2.00,3.18,1.00,1.18,0.91,0.64,33.64
Djibril Sidibe,EVE,$3800,D,301,0.00,0.00,0.00,0.00,1.50,2.99,0.60,1.79,0.90,0.30,46.64
Mason Holgate,EVE,$3100,D,198,0.00,0.45,0.00,0.00,0.91,0.00,0.45,0.91,1.36,0.91,44.55
Mesut Ozil,ARS,$6800,M,161,0.00,0.00,0.00,0.00,0.00,3.35,2.24,0.00,0.56,1.68,77.70
Charlie Daniels,BOU,$3800,D,127,0.00,0.00,0.00,0.00,0.71,3.54,1.42,0.71,0.00,0.00,26.22
Lewis Cook,BOU,$3400,M,185,0.00,0.00,0.00,0.00,2.43,0.00,0.00,0.00,0.97,0.97,43.30
Shane Long,SOU,$6300,F,104,0.00,0.00,0.00,0.00,0.00,1.73,0.00,0.00,3.46,3.46,25.10
DeAndre Yedlin,NEW,$4300,D,376,0.00,0.00,0.00,0.00,0.72,3.11,0.24,1.44,0.72,1.20,24.18
Javier Manquillo,NEW,$4600,D,215,0.00,0.00,0.00,0.00,1.26,2.09,0.42,2.93,2.09,0.00,20.51
Jean-Philippe Gbamin,EVE,$3000,M,135,0.00,0.00,0.00,0.00,0.67,0.00,0.00,2.00,1.33,1.33,46.67
Ki Sung-yueng,NEW,$3700,M,136,0.00,0.00,0.00,0.00,1.99,3.31,1.32,0.66,0.66,1.99,43.68
Jan Vertonghen,TOT,$3900,D,540,0.00,0.00,0.00,0.00,1.50,0.33,0.00,0.67,0.33,0.83,65.33
Jack Stephens,SOU,$2900,D,208,0.00,0.00,0.00,0.00,2.60,0.00,0.00,0.87,0.00,0.43,31.59
Jack Wilshere,WHU,$4000,M,175,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.57,32.91
Ryan Fredericks,WHU,$3900,D,818,0.00,0.11,0.00,0.00,0.99,1.98,0.99,1.76,1.10,0.66,37.30
Pablo Zabaleta,WHU,$3400,D,199,0.00,0.00,0.00,0.00,1.81,4.07,0.45,1.36,0.90,1.81,52.91
