,,,,,,,,,,,,,,,
Name,Team,Salary,Position,MIN,G,A,S,SOG,INT,CR,CC,TKLW,FC,FS,P
Sofiane Boufal,SOU,$6600,M,433,0.00,0.42,2.91,1.25,0.21,2.70,1.87,1.25,3.53,2.08,31.80
Mason Mount,CHE,$8300,M,1056,0.34,0.09,2.90,1.11,0.51,4.69,1.96,0.77,1.19,0.77,34.86
Moussa Djenepo,SOU,$5800,M,234,0.77,0.00,2.69,1.54,0.38,0.77,0.38,2.31,2.31,4.23,23.46
Harry Kane,TOT,$8700,F,1075,0.59,0.08,2.68,1.00,0.25,0.75,0.75,0.17,1.26,1.42,17.50
Sadio Mane,LIV,$10000,M/F,1058,0.68,0.17,2.64,1.28,0.85,1.45,2.13,1.19,1.96,1.53,33.18
Christian Pulisic,CHE,$9200,M/F,656,0.69,0.27,2.61,1.65,0.41,2.33,1.78,0.41,0.55,0.82,38.00
Dominic Solanke,BOU,$3800,F,484,0.00,0.00,2.60,0.93,0.74,0.19,0.74,0.19,0.37,1.49,27.33
Harry Wilson,BOU,$4900,M,764,0.47,0.00,2.59,0.94,0.47,1.18,0.82,0.59,0.35,2.36,29.33
Christian Benteke,CRY,$4900,F,282,0.00,0.00,2.55,1.60,0.32,0.00,1.91,1.60,1.91,1.60,26.49
Che Adams,SOU,$5600,F,469,0.00,0.00,2.49,0.38,0.19,1.15,1.15,0.00,1.34,0.38,16.50
Sebastien Haller,WHU,$5500,F,1080,0.33,0.08,2.42,1.17,0.50,0.25,0.92,0.67,1.67,1.75,30.17
Ismaila Sarr,WAT,$5700,M/F,190,0.00,0.00,2.37,0.00,0.00,2.84,0.95,0.00,1.42,1.42,25.58
Adam Lallana,LIV,$4900,M,114,0.79,0.00,2.37,0.79,0.79,0.79,2.37,3.16,0.79,3.16,82.11
Chris Wood,BUR,$6600,F,921,0.59,0.00,2.35,1.37,0.00,0.39,0.59,0.29,0.68,0.98,15.73
Callum Hudson-Odoi,CHE,$8200,F,231,0.00,1.17,2.34,0.78,0.78,3.90,3.90,0.39,1.17,0.78,47.14
Andre Gray,WAT,$4800,F,637,0.28,0.00,2.26,0.71,0.14,0.42,1.27,0.42,0.71,0.14,17.24
James Milner,LIV,$5900,M,279,0.32,0.65,2.26,0.65,0.65,0.65,1.29,0.65,1.29,0.65,58.71
Danny Welbeck,WAT,$5200,F,210,0.00,0.00,2.14,0.86,0.00,0.00,0.86,1.29,0.86,0.86,19.29
Nathan Redmond,SOU,$5500,M/F,970,0.09,0.00,2.13,0.56,0.28,1.11,1.11,0.84,0.74,1.02,30.06
Andriy Yarmolenko,WHU,$5200,F,764,0.35,0.12,2.12,1.06,0.47,1.65,1.77,0.82,1.41,0.94,33.81
Tom Cleverley,WAT,$5100,M,647,0.14,0.00,2.09,0.56,0.97,2.36,1.81,1.25,0.97,0.42,40.76
Jay Rodriguez,BUR,$5200,M/F,436,0.41,0.00,2.06,1.03,0.21,0.21,0.21,0.83,1.65,0.41,16.51
Wilfried Zaha,CRY,$7500,M/F,1105,0.08,0.08,2.04,0.49,0.90,1.47,0.98,0.81,1.63,3.18,26.80
Jordan Ayew,CRY,$5500,F,959,0.38,0.00,1.97,0.84,0.28,0.00,0.66,0.75,2.06,2.16,22.34
Christian Eriksen,TOT,$6500,M,702,0.13,0.13,1.92,0.77,0.77,5.00,1.79,0.38,1.03,0.64,47.18
Pablo Fornals,WHU,$4500,M,516,0.00,0.00,1.92,0.35,0.35,3.84,1.05,1.05,0.52,1.05,33.84
Pascal Gross,BHA,$8000,M/F,782,0.12,0.23,1.84,0.35,0.35,6.21,3.22,0.81,0.81,0.46,50.18
Abdoulaye Doucoure,WAT,$3600,M,1151,0.08,0.00,1.80,0.31,1.17,0.63,1.25,1.17,1.09,0.39,56.06
Felipe Anderson,WHU,$5000,M,853,0.00,0.32,1.79,0.74,1.16,2.64,1.58,2.22,0.63,1.69,59.40
Leandro Trossard,BHA,$7500,F,453,0.40,0.20,1.79,0.79,0.20,4.17,2.98,0.40,0.60,0.20,29.21
Erik Lamela,TOT,$6700,M/F,607,0.30,0.15,1.78,0.59,0.59,6.08,2.08,1.63,1.63,1.48,40.18
James Ward-Prowse,SOU,$8000,M,1170,0.23,0.00,1.77,0.85,1.23,5.23,1.54,0.85,1.23,1.00,33.92
Giovani Lo Celso,TOT,$5900,M,153,0.00,0.00,1.76,0.00,0.59,1.76,2.35,1.18,1.76,3.53,56.47
Johann Berg Gudmundsson,BUR,$6700,M/F,312,0.29,0.00,1.73,0.58,1.44,5.77,2.02,0.00,0.29,0.29,16.15
Manuel Lanzini,WHU,$6100,M,731,0.00,0.25,1.72,0.37,0.62,3.20,2.59,0.49,0.12,1.72,55.65
Glenn Murray,BHA,$4800,F,331,0.00,0.00,1.63,0.27,0.00,0.82,0.54,0.00,2.45,1.90,19.31
Divock Origi,LIV,$8000,F,277,0.32,0.00,1.62,0.32,0.65,3.90,1.30,2.27,0.97,1.95,25.99
Robbie Brady,BUR,$4400,M,111,0.00,1.62,1.62,0.00,0.81,4.05,4.05,1.62,1.62,0.00,33.24
Callum Wilson,BOU,$4700,F,1132,0.40,0.00,1.59,0.87,0.24,1.03,1.27,0.40,1.75,0.87,15.03
Roberto Pereyra,WAT,$4500,M,739,0.12,0.00,1.58,0.49,0.61,1.71,1.46,0.37,0.85,2.07,39.82
Max Meyer,CRY,$3900,M,172,0.00,0.00,1.57,0.52,0.52,1.57,0.00,1.57,1.05,0.52,23.02
Ryan Fraser,BOU,$5200,M,897,0.10,0.30,1.51,0.60,0.60,7.83,1.61,0.40,0.70,1.71,32.21
Phil Bardsley,BUR,$4000,D,180,0.00,0.00,1.50,0.50,2.50,0.00,0.50,1.00,2.00,3.00,24.50
Fabian Balbuena,WHU,$3100,D,361,0.25,0.00,1.50,0.50,1.00,0.00,0.00,1.25,1.25,0.25,55.60
Jeffrey Schlupp,CRY,$4400,M,732,0.00,0.12,1.48,0.74,0.86,0.86,0.86,0.98,1.60,1.35,25.57
Jeff Hendrick,BUR,$3300,M,748,0.24,0.00,1.44,0.72,0.96,1.08,0.36,0.24,0.84,0.24,26.23
Pierre-Emile Hojbjerg,SOU,$4500,M,1007,0.00,0.00,1.43,0.27,1.52,0.63,1.25,1.16,2.06,0.80,56.04
Georginio Wijnaldum,LIV,$4300,M,1085,0.08,0.00,1.41,0.66,0.66,0.00,0.25,0.66,0.41,1.08,45.71
N'Golo Kante,CHE,$5500,M,467,0.58,0.00,1.35,0.58,2.89,0.96,0.96,0.58,2.12,0.77,49.53
Philip Billing,BOU,$3200,M,1079,0.00,0.08,1.33,0.25,2.59,0.50,0.42,1.42,1.33,0.58,48.04
Will Hughes,WAT,$4300,M,690,0.13,0.13,1.30,0.26,1.43,0.78,1.17,1.57,2.48,2.74,30.65
Cheikhou Kouyate,CRY,$3400,M,906,0.00,0.00,1.29,0.10,1.29,0.99,0.60,0.89,0.99,1.19,30.10
Stuart Armstrong,SOU,$3600,M,350,0.00,0.00,1.29,0.77,0.77,1.03,0.00,0.26,1.54,1.29,25.71
Troy Deeney,WAT,$5300,F,214,0.00,0.00,1.26,0.84,0.00,0.00,0.84,0.84,1.26,0.84,21.87
Robert Snodgrass,WHU,$6300,M,500,0.36,0.18,1.26,0.72,0.54,10.80,2.70,0.54,1.44,2.88,35.28
Dwight McNeil,BUR,$7300,M/F,1118,0.08,0.32,1.21,0.24,0.64,6.60,1.37,0.81,0.72,0.97,22.06
Dele Alli,TOT,$7500,M,451,0.40,0.20,1.20,0.60,0.80,0.60,1.40,1.60,0.40,1.20,40.71
Davy Propper,BHA,$4200,M,990,0.00,0.09,1.18,0.27,1.09,1.36,1.09,1.64,1.64,0.55,56.00
Emerson Palmieri,CHE,$5500,D,614,0.00,0.00,1.17,0.73,1.76,2.64,1.32,1.47,0.29,1.32,66.11
Joshua King,BOU,$4500,F,1006,0.27,0.18,1.16,0.63,0.54,0.72,1.43,0.36,1.43,1.25,22.46
Trent Alexander-Arnold,LIV,$7300,D,1170,0.08,0.23,1.15,0.38,1.62,11.77,3.54,0.92,0.77,0.23,64.23
Steven Alzate,BHA,,,547,0.00,0.00,1.15,0.33,0.66,0.00,0.99,1.81,1.15,1.81,38.83
Etienne Capoue,WAT,$4100,M,713,0.00,0.00,1.14,0.13,2.90,0.25,0.50,1.01,1.64,1.39,57.43
Aaron Cresswell,WHU,$4700,D,714,0.25,0.00,1.13,0.50,0.88,3.78,0.25,1.13,0.63,1.01,48.28
James McCarthy,CRY,$3600,M,161,0.00,0.00,1.12,1.12,1.68,1.12,1.12,2.80,2.24,2.24,49.19
Luka Milivojevic,CRY,$6600,M,1066,0.17,0.00,1.10,0.59,2.11,6.25,1.35,1.35,2.36,0.84,47.36
Tanguy Ndombele,TOT,$5200,M,576,0.31,0.16,1.09,0.47,1.09,0.78,1.25,2.03,1.09,1.88,48.28
Solomon March,BHA,$5300,M,599,0.00,0.15,1.05,0.45,1.50,4.66,1.20,0.90,0.45,0.60,41.32
Eric Dier,TOT,$3000,M,282,0.00,0.00,0.96,0.32,0.96,0.32,0.64,0.96,1.28,0.00,62.55
Jefferson Lerma,BOU,$3600,M,868,0.00,0.00,0.93,0.00,1.97,0.21,0.31,1.04,0.83,1.24,45.52
Nathan Ake,BOU,$3300,D,1170,0.08,0.08,0.92,0.23,1.62,0.23,0.38,1.08,0.23,0.62,45.92
Patrick van Aanholt,CRY,$4500,D,1170,0.15,0.00,0.92,0.23,1.62,2.31,0.69,0.77,0.15,0.23,38.00
Marcos Alonso,CHE,$5700,D,499,0.18,0.36,0.90,0.36,1.62,4.33,1.44,1.44,1.26,0.54,59.34
Adam Masina,WAT,$3600,D,210,0.00,0.00,0.86,0.00,0.86,2.14,0.86,0.86,1.71,0.86,39.43
Andrew Robertson,LIV,$5500,D,1170,0.08,0.38,0.85,0.31,1.54,5.38,1.46,0.92,0.62,0.62,69.15
Virgil van Dijk,LIV,$4100,D,1170,0.08,0.00,0.85,0.23,1.00,0.00,0.15,0.46,0.46,0.62,74.77
Maya Yoshida,SOU,$2900,D,553,0.00,0.00,0.81,0.49,0.65,0.00,0.00,0.81,0.49,0.81,42.97
Dejan Lovren,LIV,$3700,D,450,0.00,0.00,0.80,0.20,1.00,0.00,0.00,0.80,0.40,0.60,70.40
Dale Stephens,BHA,$4600,M,1144,0.00,0.00,0.79,0.16,1.81,0.16,0.47,1.73,1.89,0.47,64.67
Nathaniel Chalobah,WAT,$3200,M,233,0.00,0.00,0.77,0.00,0.77,0.00,0.77,0.00,0.39,0.00,40.94
Jannik Vestergaard,SOU,$2700,D,934,0.10,0.00,0.77,0.39,1.35,0.10,0.48,0.87,0.48,0.48,40.37
Mark Noble,WHU,$4300,M,826,0.11,0.11,0.76,0.33,0.33,0.54,0.76,0.98,1.53,0.98,52.52
Craig Dawson,WAT,$2500,D,1068,0.00,0.00,0.76,0.17,1.18,0.00,0.08,0.51,1.01,0.17,40.79
Andros Townsend,CRY,$5700,M/F,595,0.15,0.15,0.76,0.61,1.06,3.78,1.06,2.27,0.61,1.66,26.32
Olivier Giroud,CHE,$7600,F,120,0.00,0.00,0.75,0.75,0.00,0.75,3.00,0.00,3.00,1.50,30.00
Aaron Mooy,BHA,$5200,M,365,0.00,0.00,0.74,0.00,0.99,4.93,1.23,1.97,0.74,0.49,49.07
Harry Winks,TOT,$3500,M,859,0.00,0.00,0.73,0.21,1.15,1.36,0.94,1.05,0.84,1.26,75.96
Shane Duffy,BHA,$2500,D,614,0.15,0.00,0.73,0.15,2.20,0.00,0.00,0.59,1.03,0.73,47.20
Kurt Zouma,CHE,$3700,D,993,0.00,0.00,0.73,0.18,1.99,0.00,0.00,0.45,1.00,0.73,70.79
Michael Obafemi,SOU,$5300,F,125,0.00,0.00,0.72,0.00,1.44,0.00,1.44,0.00,2.16,1.44,17.28
Mateo Kovacic,CHE,$4600,M,881,0.00,0.20,0.72,0.10,0.92,0.20,1.02,2.04,0.20,2.35,83.16
Serge Aurier,TOT,$5200,D,649,0.00,0.28,0.69,0.00,2.08,4.71,1.53,2.36,1.11,0.55,46.59
James Tarkowski,BUR,$3500,D,1170,0.08,0.08,0.69,0.23,1.62,0.15,0.38,1.00,1.23,1.15,32.77
Adrian Mariappa,WAT,$3100,D,270,0.00,0.00,0.67,0.00,0.67,0.33,0.00,0.33,0.67,1.00,32.67
Chris Mepham,BOU,$3200,D,271,0.33,0.00,0.66,0.33,2.32,0.66,0.00,1.33,1.00,1.00,41.18
Gary Cahill,CRY,$2700,D,990,0.00,0.00,0.64,0.09,0.55,0.00,0.18,0.18,0.45,0.45,38.36
Diego Rico,BOU,$4900,D,875,0.00,0.21,0.62,0.10,3.39,6.89,1.54,1.23,0.72,1.03,42.58
James McArthur,CRY,$4600,M,1022,0.00,0.09,0.62,0.09,1.59,0.79,1.14,1.85,1.85,1.06,34.87
Jose Holebas,WAT,$5100,D,886,0.00,0.00,0.61,0.30,0.30,5.89,0.91,1.42,1.63,0.51,37.99
Reece James,CHE,$5200,D,150,0.00,0.00,0.60,0.00,1.80,3.60,0.00,1.20,1.20,3.00,43.80
Daryl Janmaat,WAT,$4400,D,608,0.00,0.15,0.59,0.00,1.04,3.55,0.89,1.48,0.74,0.15,39.52
Moussa Sissoko,TOT,$4300,M,1065,0.00,0.08,0.59,0.00,0.34,1.52,0.51,0.51,1.69,0.59,53.41
Toby Alderweireld,TOT,$3000,D,1080,0.00,0.08,0.58,0.08,1.25,0.50,0.42,0.83,0.33,0.33,69.83
Jack Cork,BUR,$3600,M,933,0.00,0.00,0.58,0.29,1.06,0.29,0.68,0.77,0.77,0.77,31.25
Ben Mee,BUR,$3200,D,1170,0.00,0.00,0.54,0.31,1.62,0.00,0.38,0.62,0.54,0.85,35.46
Steve Cook,BOU,$3000,D,1170,0.08,0.00,0.54,0.08,1.77,0.08,0.23,0.46,0.77,0.62,47.77
Declan Rice,WHU,$3400,M,1170,0.00,0.00,0.54,0.15,2.23,0.23,0.31,1.54,0.92,0.23,49.69
Fabinho,LIV,$4500,M,1006,0.09,0.09,0.54,0.18,1.43,0.45,1.16,1.61,1.25,0.98,64.86
Jorginho,CHE,$4300,M,1028,0.09,0.18,0.53,0.09,2.01,0.35,1.05,1.75,1.31,0.96,82.73
Lewis Cook,BOU,$3400,M,351,0.00,0.00,0.51,0.00,2.82,0.26,0.26,0.26,1.03,0.77,60.51
Erik Pieters,BUR,$3800,D,910,0.00,0.30,0.49,0.10,1.88,2.08,0.89,2.27,0.69,0.89,36.20
Scott Dann,CRY,$3300,D,187,0.00,0.00,0.48,0.00,1.44,0.00,0.00,0.00,0.00,0.00,52.94
Adam Webster,BHA,,,756,0.12,0.00,0.48,0.12,1.79,0.36,0.60,0.71,0.71,0.48,67.98
Issa Diop,WHU,$2700,D,1144,0.00,0.00,0.47,0.24,1.73,0.08,0.08,0.79,1.34,0.63,39.57
Dan Burn,BHA,,,1170,0.00,0.00,0.46,0.00,1.46,1.62,0.85,1.31,1.08,0.38,51.69
Ashley Westwood,BUR,$4000,M,1170,0.00,0.15,0.46,0.00,0.69,3.92,1.46,1.00,1.62,0.92,47.08
Martin Montoya,BHA,$4700,D,977,0.00,0.09,0.46,0.09,1.38,1.84,0.74,1.66,1.20,1.01,48.18
Jordan Henderson,LIV,$5100,M,803,0.11,0.11,0.45,0.22,1.23,3.92,0.78,1.91,1.01,0.78,55.14
Cedric Soares,SOU,$4100,D,405,0.00,0.00,0.44,0.00,1.33,3.33,0.67,1.78,0.22,0.00,36.22
Angelo Ogbonna,WHU,$3200,D,810,0.11,0.00,0.44,0.33,0.22,0.11,0.11,0.89,0.78,0.44,34.89
Joel Matip,LIV,$3600,D,630,0.14,0.00,0.43,0.14,1.71,0.14,0.14,1.29,0.86,0.71,70.14
Arthur Masuaku,WHU,$3600,D,427,0.00,0.21,0.42,0.00,1.90,1.48,1.05,2.53,1.26,1.05,50.59
Lewis Dunk,BHA,$4600,D,1080,0.08,0.17,0.42,0.17,2.17,0.00,0.42,0.83,0.75,0.75,67.08
Kiko Femenia,WAT,$3800,D,664,0.00,0.00,0.41,0.00,0.81,2.85,1.22,1.63,0.95,0.54,41.88
Fikayo Tomori,CHE,$3500,D,900,0.10,0.00,0.40,0.10,1.70,0.00,0.40,1.40,0.50,0.50,78.60
Aaron Lennon,BUR,$3800,M,239,0.00,0.00,0.38,0.00,0.75,1.13,0.00,1.13,1.51,1.51,23.35
Kyle Walker-Peters,TOT,$4300,D,242,0.00,0.00,0.37,0.00,1.12,2.98,0.74,1.86,0.37,1.86,68.80
Davinson Sanchez,TOT,$2500,D,765,0.00,0.00,0.35,0.24,1.18,0.00,0.12,1.18,1.18,0.35,62.35
Oriol Romeu,SOU,$3900,M,1046,0.00,0.00,0.34,0.00,1.38,0.26,0.60,2.24,1.46,0.52,48.79
Yan Valery,SOU,$3500,D,544,0.00,0.00,0.33,0.17,1.16,1.49,0.33,0.33,0.50,0.99,25.97
Kevin Danso,SOU,$3200,D,276,0.00,0.33,0.33,0.00,0.65,1.30,0.65,0.98,1.30,0.65,42.72
Ryan Bertrand,SOU,$5100,D,584,0.00,0.15,0.31,0.00,1.39,4.16,1.54,0.77,0.46,1.39,36.68
Jack Stacey,BOU,$3700,D,348,0.00,0.00,0.26,0.26,1.29,1.55,0.26,1.55,0.26,0.78,35.69
Ben Davies,TOT,$3400,D,361,0.00,0.00,0.25,0.00,1.25,1.75,0.50,0.25,1.50,0.75,54.35
Joel Ward,CRY,$4300,D,1104,0.00,0.00,0.24,0.08,1.79,1.14,0.16,1.55,0.73,1.47,37.74
Adam Smith,BOU,$3600,D,750,0.00,0.12,0.24,0.12,0.60,1.32,0.48,1.20,1.20,2.04,41.40
Danny Rose,TOT,$4100,D,809,0.00,0.00,0.22,0.00,0.89,4.12,1.22,1.22,1.56,1.78,48.06
James Tomkins,CRY,$2900,D,443,0.00,0.00,0.20,0.00,1.22,0.00,0.20,1.63,0.81,0.41,33.52
Andreas Christensen,CHE,$3400,D,492,0.00,0.00,0.18,0.18,1.28,0.00,0.18,0.55,0.73,0.55,51.59
Cesar Azpilicueta,CHE,$4300,D,1080,0.00,0.17,0.17,0.00,1.50,2.67,1.17,1.58,0.92,0.25,63.17
Christian Kabasele,WAT,$2500,D,605,0.00,0.00,0.15,0.00,2.38,0.00,0.00,1.49,0.89,0.45,29.16
Craig Cathcart,WAT,$2700,D,920,0.00,0.00,0.10,0.00,0.49,0.10,0.00,1.08,0.49,0.10,41.87
Matthew Lowton,BUR,$3700,D,990,0.00,0.09,0.09,0.00,2.00,3.18,1.00,1.18,0.91,0.64,33.64
Jan Bednarek,SOU,$2500,D,1168,0.00,0.00,0.08,0.00,2.39,0.00,0.08,1.16,0.77,0.31,39.84
Jack Stephens,SOU,$2900,D,388,0.00,0.00,0.00,0.00,1.86,0.00,0.00,0.46,0.46,0.46,35.49
Joe Gomez,LIV,$3400,D,100,0.00,0.00,0.00,0.00,0.90,0.00,0.90,1.80,3.60,0.00,53.10
Shane Long,SOU,$6300,F,121,0.00,0.00,0.00,0.00,0.00,1.49,1.49,0.00,2.98,2.98,29.01
Mamadou Sakho,CRY,$2500,D,191,0.00,0.00,0.00,0.00,2.36,0.00,0.47,0.00,0.00,0.00,48.53
Martin Kelly,CRY,$3700,D,595,0.00,0.15,0.00,0.00,0.30,0.76,0.30,0.30,0.61,0.00,34.34
Charlie Taylor,BUR,$3300,D,260,0.00,0.00,0.00,0.00,1.04,3.12,0.69,1.04,0.69,1.73,31.85
Charlie Daniels,BOU,$3800,D,127,0.00,0.00,0.00,0.00,0.71,3.54,1.42,0.71,0.00,0.00,26.22
Jan Vertonghen,TOT,$3900,D,540,0.00,0.00,0.00,0.00,1.50,0.33,0.00,0.67,0.33,0.83,65.33
Pablo Zabaleta,WHU,$3400,D,199,0.00,0.00,0.00,0.00,1.81,4.07,0.45,1.36,0.90,1.81,52.91
Albian Ajeti,WHU,$4800,F,91,0.00,0.00,0.00,0.00,0.00,0.00,1.98,0.00,3.96,0.00,8.90
Ryan Fredericks,WHU,$3900,D,998,0.00,0.09,0.00,0.00,0.81,2.25,0.99,1.71,1.08,0.90,38.69
Jack Wilshere,WHU,$4000,M,175,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.57,32.91
