,,,,,,,,,,,,,,,
Name,Team,Salary,Position,MIN,G,A,S,SOG,INT,CR,CC,TKLW,FC,FS,P
Harry Kane,TOT,$8700,F,1255,0.50,0.07,2.65,0.93,0.29,0.65,0.79,0.14,1.22,1.43,18.57
Sadio Mane,LIV,$10000,M/F,1238,0.65,0.29,2.62,1.31,0.73,1.31,2.18,1.02,1.96,1.60,31.70
Christian Benteke,CRY,$4900,F,290,0.00,0.00,2.48,1.55,0.31,0.00,1.86,1.55,2.17,1.86,26.69
Andre Gray,WAT,$4800,F,663,0.27,0.00,2.31,0.68,0.14,0.41,1.22,0.41,0.95,0.14,17.10
Arnaut Danjuma Groeneveld,BOU,$3700,F,317,0.00,0.00,2.27,1.14,1.99,1.70,0.57,0.00,0.00,1.14,38.90
Chris Wood,BUR,$6600,F,1070,0.50,0.00,2.27,1.35,0.08,0.34,0.67,0.25,0.67,1.01,16.07
David Silva,MCI,$6300,M,927,0.29,0.58,2.23,0.58,0.58,1.65,2.04,0.68,0.97,0.87,66.50
Ismaila Sarr,WAT,$5700,M/F,370,0.24,0.00,2.19,0.73,0.24,3.41,0.73,0.00,0.97,1.70,21.16
Dominic Solanke,BOU,$3800,F,664,0.00,0.00,2.17,0.68,0.54,0.27,1.22,0.27,0.68,1.22,27.38
Danny Welbeck,WAT,$5200,F,210,0.00,0.00,2.14,0.86,0.00,0.00,0.86,1.29,0.86,0.86,19.29
Andreas Pereira,MUN,$5100,M,969,0.09,0.09,2.14,0.84,0.56,4.46,1.58,0.74,1.86,1.21,35.94
Tom Cleverley,WAT,$5100,M,647,0.14,0.00,2.09,0.56,0.97,2.36,1.81,1.25,0.97,0.42,40.76
Jay Rodriguez,BUR,$5200,M/F,495,0.36,0.00,2.00,0.91,0.36,0.18,0.36,0.73,1.45,0.36,16.55
Ilkay Gundogan,MCI,$5500,M,905,0.10,0.00,1.99,0.30,1.39,1.89,1.99,0.60,0.80,0.60,78.96
Divock Origi,LIV,$8000,F,364,0.74,0.00,1.98,0.74,0.49,2.97,0.99,1.73,0.74,2.23,22.25
Fred,MUN,$3900,M,778,0.00,0.00,1.97,0.46,1.85,1.39,1.27,1.27,1.62,1.62,60.04
James Milner,LIV,$5900,M,369,0.24,0.49,1.95,0.49,0.49,0.49,0.98,0.73,1.22,0.73,55.85
Jordan Ayew,CRY,$5500,F,1131,0.32,0.00,1.91,0.72,0.32,0.08,0.56,0.95,1.91,2.55,22.20
Wilfried Zaha,CRY,$7500,M/F,1285,0.14,0.07,1.89,0.49,0.77,1.47,1.05,0.91,1.47,3.29,28.16
Dele Alli,TOT,$7500,M,630,0.71,0.14,1.86,1.14,0.71,0.71,1.43,1.14,0.29,1.29,41.29
Christian Eriksen,TOT,$6500,M,728,0.12,0.12,1.85,0.74,0.74,5.19,1.85,0.49,0.99,0.62,47.72
Simon Francis,BOU,$3500,D,99,0.00,0.00,1.82,0.00,2.73,7.27,0.91,1.82,0.91,0.00,86.36
Paul Pogba,MUN,$6500,M,450,0.00,0.40,1.80,0.20,0.20,0.40,2.60,1.00,1.60,1.40,73.60
Erik Lamela,TOT,$6700,M/F,607,0.30,0.15,1.78,0.59,0.59,6.08,2.08,1.63,1.63,1.48,40.18
Johann Berg Gudmundsson,BUR,$6700,M/F,312,0.29,0.00,1.73,0.58,1.44,5.77,2.02,0.00,0.29,0.29,16.15
Abdoulaye Doucoure,WAT,$3600,M,1331,0.07,0.00,1.69,0.27,1.08,0.61,1.15,1.08,1.15,0.41,55.79
Giovani Lo Celso,TOT,$5900,M,160,0.00,0.00,1.69,0.00,1.13,1.69,2.25,1.13,1.69,4.50,57.38
Nemanja Matic,MUN,$3400,M,160,0.00,0.00,1.69,0.56,0.56,0.00,0.00,1.69,0.56,1.13,67.50
Jesse Lingard,MUN,$4200,M,548,0.00,0.00,1.64,0.16,0.33,0.66,2.46,0.99,2.30,0.99,37.77
Roberto Pereyra,WAT,$4500,M,739,0.12,0.00,1.58,0.49,0.61,1.71,1.46,0.37,0.85,2.07,39.82
Daniel James,MUN,$6700,M,1254,0.22,0.22,1.58,0.79,0.29,4.38,1.00,0.57,0.57,2.37,26.41
Callum Wilson,BOU,$4700,F,1312,0.34,0.00,1.58,0.75,0.21,0.96,1.23,0.34,1.85,0.75,14.27
Max Meyer,CRY,$3900,M,172,0.00,0.00,1.57,0.52,0.52,1.57,0.00,1.57,1.05,0.52,23.02
Scott McTominay,MUN,$4600,M,1156,0.16,0.08,1.56,0.47,1.40,0.70,0.70,1.09,1.63,2.49,50.53
Jeffrey Schlupp,CRY,$4400,M,814,0.22,0.11,1.55,0.88,1.00,0.77,0.77,0.88,1.55,1.22,25.54
Georginio Wijnaldum,LIV,$4300,M,1265,0.14,0.00,1.42,0.64,0.78,0.00,0.36,0.57,0.50,1.07,45.60
Dwight McNeil,BUR,$7300,M/F,1283,0.07,0.28,1.40,0.42,0.63,6.87,1.33,0.84,0.70,1.05,22.17
Ryan Fraser,BOU,$5200,M,986,0.09,0.27,1.37,0.55,0.55,8.31,1.64,0.37,0.73,1.83,33.13
Joao Cancelo,MCI,$4700,D,397,0.00,0.00,1.36,0.45,1.13,3.17,1.13,2.27,0.91,0.91,71.64
Robbie Brady,BUR,$4400,M,203,0.44,0.89,1.33,0.44,0.89,3.55,3.10,1.77,1.77,0.44,26.16
Philip Billing,BOU,$3200,M,1161,0.00,0.08,1.32,0.31,2.48,0.54,0.39,1.55,1.55,0.54,49.15
Adam Lallana,LIV,$4900,M,207,0.43,0.00,1.30,0.43,0.43,0.43,1.30,2.61,1.30,2.61,60.00
Cheikhou Kouyate,CRY,$3400,M,1086,0.00,0.00,1.24,0.08,1.41,0.91,0.50,0.91,0.99,1.08,29.25
Oleksandr Zinchenko,MCI,$4500,D,585,0.00,0.00,1.23,0.31,0.77,3.38,1.69,1.38,1.08,0.15,78.92
Tanguy Ndombele,TOT,$5200,M,670,0.27,0.13,1.21,0.54,1.21,1.07,1.07,2.01,1.34,2.15,51.45
Troy Deeney,WAT,$5300,F,301,0.00,0.00,1.20,0.60,0.90,0.00,0.60,0.90,1.20,0.90,20.33
Will Hughes,WAT,$4300,M,847,0.11,0.11,1.17,0.21,1.49,1.06,0.96,1.70,2.23,2.23,28.26
Nicolas Otamendi,MCI,$3400,D,694,0.13,0.00,1.17,0.52,1.17,0.00,0.26,0.52,1.17,0.26,79.63
Jeff Hendrick,BUR,$3300,M,928,0.19,0.10,1.16,0.58,0.87,1.45,0.68,0.19,0.87,0.39,25.99
Joshua King,BOU,$4500,F,1006,0.27,0.18,1.16,0.63,0.54,0.72,1.43,0.36,1.43,1.25,22.46
Luka Milivojevic,CRY,$6600,M,1246,0.14,0.00,1.08,0.51,1.95,6.36,1.23,1.16,2.17,0.87,47.31
Trent Alexander-Arnold,LIV,$7300,D,1343,0.07,0.40,1.07,0.34,1.61,10.99,3.28,1.14,0.67,0.27,63.80
Jefferson Lerma,BOU,$3600,M,1048,0.00,0.00,1.03,0.09,1.98,0.34,0.34,0.94,1.03,1.20,49.29
Kyle Walker,MCI,$4000,D,998,0.09,0.18,0.99,0.18,0.54,2.07,0.63,0.54,0.90,0.54,72.87
Juan Mata,MUN,$3400,M,377,0.00,0.00,0.95,0.24,0.00,0.72,1.43,0.48,0.72,1.19,44.88
Harry Maguire,MUN,$3100,D,1350,0.00,0.00,0.93,0.27,1.60,0.13,0.73,0.40,0.73,0.33,62.13
Nathan Ake,BOU,$3300,D,1350,0.07,0.07,0.93,0.20,1.47,0.20,0.33,0.93,0.33,0.60,50.47
Etienne Capoue,WAT,$4100,M,893,0.00,0.00,0.91,0.10,2.92,0.50,0.50,1.01,1.61,1.41,56.14
James McCarthy,CRY,$3600,M,206,0.00,0.00,0.87,0.87,1.75,0.87,0.87,2.18,2.18,1.75,41.07
Virgil van Dijk,LIV,$4100,D,1350,0.20,0.00,0.87,0.33,1.00,0.00,0.13,0.53,0.47,0.80,73.13
Patrick van Aanholt,CRY,$4500,D,1289,0.14,0.00,0.84,0.21,1.54,2.16,0.63,0.77,0.14,0.28,38.82
Angelino,MCI,$5000,D,332,0.00,0.00,0.81,0.00,1.90,9.76,2.44,0.27,0.27,0.54,69.94
Andrew Robertson,LIV,$5500,D,1350,0.07,0.33,0.80,0.27,1.40,5.07,1.40,0.93,0.73,0.53,67.80
James Tarkowski,BUR,$3500,D,1350,0.07,0.07,0.80,0.20,2.00,0.13,0.33,1.20,1.27,1.00,33.73
Luke Shaw,MUN,$3800,D,228,0.00,0.00,0.79,0.00,1.18,1.58,1.97,1.18,1.18,0.39,63.16
Serge Aurier,TOT,$5200,D,829,0.00,0.22,0.76,0.22,2.39,5.32,1.41,2.61,1.19,0.65,44.62
Craig Dawson,WAT,$2500,D,1068,0.00,0.00,0.76,0.17,1.18,0.00,0.08,0.51,1.01,0.17,40.79
Phil Bardsley,BUR,$4000,D,360,0.00,0.00,0.75,0.25,1.50,1.00,0.25,1.75,2.00,1.50,27.50
James McArthur,CRY,$4600,M,1202,0.00,0.15,0.75,0.15,1.42,0.82,1.20,1.80,1.80,0.97,36.16
Chris Mepham,BOU,$3200,D,361,0.25,0.00,0.75,0.50,2.74,0.50,0.00,1.00,1.25,0.75,49.36
Marcos Rojo,MUN,$2600,D,121,0.00,0.00,0.74,0.00,0.00,2.23,0.00,0.74,1.49,0.74,34.21
Moussa Sissoko,TOT,$4300,M,1240,0.07,0.07,0.73,0.07,0.51,1.45,0.51,0.73,1.89,0.51,52.55
Eric Dier,TOT,$3000,M,372,0.00,0.00,0.73,0.24,0.97,0.48,0.73,0.97,0.97,0.00,56.13
Nathaniel Chalobah,WAT,$3200,M,249,0.00,0.00,0.72,0.00,0.72,0.36,0.72,0.36,0.36,0.36,39.04
John Stones,MCI,$3100,D,641,0.00,0.00,0.70,0.14,0.84,0.00,0.14,0.98,0.14,0.14,71.05
Benjamin Mendy,MCI,$4200,D,388,0.00,0.00,0.70,0.00,0.93,5.10,0.23,0.46,0.46,0.00,69.36
Harry Winks,TOT,$3500,M,930,0.00,0.00,0.68,0.19,1.06,1.35,0.87,1.16,0.97,1.45,73.84
Brandon Williams,MUN,$3300,D,268,0.34,0.00,0.67,0.67,1.34,0.34,1.34,1.34,1.68,1.01,44.33
Fernandinho,MCI,$3700,M,945,0.00,0.00,0.67,0.10,0.86,0.19,0.19,1.52,0.76,0.48,78.57
Jack Cork,BUR,$3600,M,1113,0.00,0.00,0.65,0.24,0.97,0.32,0.57,0.89,0.65,0.81,30.16
Rodri,MCI,$4400,M,978,0.18,0.09,0.64,0.46,0.92,0.18,1.47,1.56,1.38,1.01,82.27
Gary Cahill,CRY,$2700,D,990,0.00,0.00,0.64,0.09,0.55,0.00,0.18,0.18,0.45,0.45,38.36
Andros Townsend,CRY,$5700,M/F,709,0.13,0.13,0.63,0.51,1.27,4.06,1.02,1.90,0.51,1.52,26.78
Lewis Cook,BOU,$3400,M,433,0.00,0.00,0.62,0.21,2.29,0.21,1.04,0.62,1.04,1.04,61.11
Diego Rico,BOU,$4900,D,1029,0.00,0.17,0.61,0.17,3.32,7.43,1.57,1.31,0.70,0.87,45.74
Erik Pieters,BUR,$3800,D,1054,0.00,0.26,0.60,0.09,1.71,1.96,0.77,1.96,0.94,0.85,35.09
Daryl Janmaat,WAT,$4400,D,608,0.00,0.15,0.59,0.00,1.04,3.55,0.89,1.48,0.74,0.15,39.52
Steve Cook,BOU,$3000,D,1260,0.07,0.00,0.57,0.07,1.71,0.07,0.21,0.57,0.71,0.71,47.43
Dejan Lovren,LIV,$3700,D,630,0.00,0.14,0.57,0.14,1.14,0.00,0.14,1.00,0.29,0.86,70.71
Jose Holebas,WAT,$5100,D,976,0.00,0.00,0.55,0.28,0.28,6.09,1.01,1.29,1.57,0.46,36.98
Fabinho,LIV,$4500,M,1006,0.09,0.09,0.54,0.18,1.43,0.45,1.16,1.61,1.25,0.98,64.86
Ben Mee,BUR,$3200,D,1350,0.00,0.00,0.53,0.27,1.73,0.07,0.33,0.73,0.53,0.80,36.47
Toby Alderweireld,TOT,$3000,D,1260,0.00,0.14,0.50,0.07,1.21,0.50,0.50,0.79,0.29,0.29,70.64
Ashley Westwood,BUR,$4000,M,1170,0.00,0.15,0.46,0.00,0.69,3.92,1.46,1.00,1.62,0.92,47.08
Adam Masina,WAT,$3600,D,390,0.00,0.00,0.46,0.00,0.92,1.85,0.69,1.15,1.85,1.15,33.23
Joel Matip,LIV,$3600,D,630,0.14,0.00,0.43,0.14,1.71,0.14,0.14,1.29,0.86,0.71,70.14
Jack Stacey,BOU,$3700,D,438,0.00,0.00,0.41,0.21,1.23,1.44,0.21,1.23,0.21,0.62,38.01
Adrian Mariappa,WAT,$3100,D,450,0.00,0.00,0.40,0.00,1.20,0.20,0.00,0.60,0.80,0.60,27.40
Jordan Henderson,LIV,$5100,M,911,0.10,0.10,0.40,0.20,1.19,3.46,0.89,1.78,1.09,0.69,55.03
Kyle Walker-Peters,TOT,$4300,D,242,0.00,0.00,0.37,0.00,1.12,2.98,0.74,1.86,0.37,1.86,68.80
Scott Dann,CRY,$3300,D,246,0.00,0.37,0.37,0.00,1.10,0.00,0.37,0.00,0.00,0.00,55.24
Kiko Femenia,WAT,$3800,D,836,0.00,0.00,0.32,0.00,1.18,2.80,1.08,1.94,1.08,0.54,39.94
Ashley Young,MUN,$4600,D,862,0.00,0.00,0.31,0.00,1.04,6.47,1.98,0.63,1.46,1.25,54.19
Aymeric Laporte,MCI,$3700,D,307,0.00,0.00,0.29,0.29,2.35,0.00,0.59,0.29,1.17,0.88,94.98
Davinson Sanchez,TOT,$2500,D,945,0.00,0.00,0.29,0.19,1.24,0.00,0.10,1.05,1.14,0.38,64.76
Aaron Lennon,BUR,$3800,M,342,0.00,0.00,0.26,0.00,1.32,1.32,0.53,1.32,1.32,1.32,20.79
Ben Davies,TOT,$3400,D,361,0.00,0.00,0.25,0.00,1.25,1.75,0.50,0.25,1.50,0.75,54.35
Joel Ward,CRY,$4300,D,1104,0.00,0.00,0.24,0.08,1.79,1.14,0.16,1.55,0.73,1.47,37.74
Aaron Wan-Bissaka,MUN,$4300,D,1161,0.00,0.00,0.23,0.08,2.02,2.64,0.54,2.95,0.39,0.70,49.92
Danny Rose,TOT,$4100,D,809,0.00,0.00,0.22,0.00,0.89,4.12,1.22,1.22,1.56,1.78,48.06
Adam Smith,BOU,$3600,D,840,0.00,0.11,0.21,0.11,0.64,1.29,0.43,1.39,1.18,2.14,42.11
Christian Kabasele,WAT,$2500,D,605,0.00,0.00,0.15,0.00,2.38,0.00,0.00,1.49,0.89,0.45,29.16
James Tomkins,CRY,$2900,D,623,0.00,0.00,0.14,0.00,1.30,0.00,0.14,1.30,0.58,0.43,31.93
Matthew Lowton,BUR,$3700,D,990,0.00,0.09,0.09,0.00,2.00,3.18,1.00,1.18,0.91,0.64,33.64
Craig Cathcart,WAT,$2700,D,1100,0.00,0.00,0.08,0.00,0.65,0.08,0.00,1.06,0.41,0.08,38.62
Victor Lindelof,MUN,$2900,D,1260,0.07,0.00,0.07,0.07,0.79,0.07,0.14,0.21,0.29,0.14,59.14
Axel Tuanzebe,MUN,$2500,D,186,0.00,0.00,0.00,0.00,2.42,0.48,0.00,0.97,1.45,1.45,65.81
Jan Vertonghen,TOT,$3900,D,720,0.00,0.00,0.00,0.00,1.88,0.75,0.00,0.75,0.25,0.75,61.13
Charlie Taylor,BUR,$3300,D,296,0.00,0.00,0.00,0.00,1.22,2.74,0.61,0.91,0.61,1.52,31.93
Charlie Daniels,BOU,$3800,D,127,0.00,0.00,0.00,0.00,0.71,3.54,1.42,0.71,0.00,0.00,26.22
Mamadou Sakho,CRY,$2500,D,241,0.00,0.00,0.00,0.00,2.24,0.00,0.37,0.00,0.37,0.37,48.17
Martin Kelly,CRY,$3700,D,775,0.00,0.12,0.00,0.00,0.81,0.93,0.23,0.46,0.58,0.00,33.33
Joe Gomez,LIV,$3400,D,107,0.00,0.00,0.00,0.00,0.84,0.84,0.84,1.68,3.36,0.00,57.20
