,,,,,,,,,,,,,,,
Name,Team,Salary,Position,MIN,G,A,S,SOG,INT,CR,CC,TKLW,FC,FS,P
Christian Benteke,CRY,$4900,F,268,0.00,0.00,2.35,1.68,0.34,0.00,2.01,1.68,1.68,1.68,25.52
Youri Tielemans,LEI,$7200,M,1073,0.25,0.25,2.35,0.50,0.67,2.60,1.76,0.59,0.84,1.59,55.44
Josip Drmic,NOR,$4200,F,115,0.78,0.00,2.35,0.78,0.00,0.78,0.00,0.00,0.00,1.57,19.57
Lucas Torreira,ARS,$3700,M,355,0.25,0.00,2.28,1.01,1.01,2.03,1.01,1.27,1.52,3.30,39.30
Gylfi Sigurdsson,EVE,$5800,M/F,789,0.11,0.11,2.28,1.03,0.46,4.79,2.85,0.80,0.68,0.68,30.68
Leandro Trossard,BHA,$7500,F,363,0.50,0.25,2.23,0.99,0.25,4.21,3.47,0.50,0.74,0.25,28.26
Alex Iwobi,EVE,$4900,M/F,652,0.14,0.00,2.21,1.10,0.55,1.79,1.38,1.24,0.00,0.55,33.68
Ismaila Sarr,WAT,$5700,M/F,167,0.00,0.00,2.16,0.00,0.00,2.16,1.08,0.00,1.62,1.62,26.41
Danny Welbeck,WAT,$5200,F,210,0.00,0.00,2.14,0.86,0.00,0.00,0.86,1.29,0.86,0.86,19.29
Tom Cleverley,WAT,$5100,M,647,0.14,0.00,2.09,0.56,0.97,2.36,1.81,1.25,0.97,0.42,40.76
Jamie Vardy,LEI,$10800,F,1080,0.92,0.17,2.08,1.33,0.08,0.75,0.58,0.33,0.83,0.42,12.17
Dominic Calvert-Lewin,EVE,$4500,F,521,0.52,0.00,2.07,0.86,0.17,0.69,0.17,0.17,2.07,1.38,17.10
Moussa Djenepo,SOU,$5800,M,220,0.82,0.00,2.05,1.23,0.41,0.82,0.41,2.05,2.45,4.50,21.27
Nathan Redmond,SOU,$5500,M/F,880,0.10,0.00,2.05,0.51,0.31,1.02,1.02,0.82,0.72,0.92,30.17
Jordan Ayew,CRY,$5500,F,883,0.41,0.00,2.04,0.92,0.20,0.00,0.61,0.82,1.94,2.24,22.63
Phil Bardsley,BUR,$4000,D,90,0.00,0.00,2.00,1.00,3.00,0.00,1.00,1.00,2.00,0.00,28.00
Marc Albrighton,LEI,$5100,M,183,0.00,0.49,1.97,0.49,0.98,6.39,3.93,1.97,1.97,1.48,57.54
Jay Rodriguez,BUR,$5200,M/F,421,0.43,0.00,1.92,1.07,0.00,0.21,0.21,0.86,1.71,0.43,16.25
Demarai Gray,LEI,$3900,M,193,0.00,0.47,1.87,0.93,1.40,3.73,2.80,0.93,0.47,1.40,41.97
Pascal Gross,BHA,$8000,M/F,782,0.12,0.23,1.84,0.35,0.35,6.21,3.22,0.81,0.81,0.46,50.18
Divock Origi,LIV,$8000,F,251,0.36,0.00,1.79,0.36,0.72,4.30,1.43,2.51,1.08,2.15,26.18
Abdoulaye Doucoure,WAT,$3600,M,1061,0.08,0.00,1.78,0.34,1.27,0.51,1.19,1.10,1.10,0.42,56.83
Ayoze Perez,LEI,$7700,M/F,710,0.38,0.13,1.77,1.01,1.01,1.90,0.76,1.27,1.27,0.89,35.62
Wilfried Zaha,CRY,$7500,M/F,1015,0.00,0.09,1.77,0.44,0.80,1.24,1.06,0.89,1.68,3.37,27.40
Ruben Neves,WLV,$3200,M,871,0.21,0.00,1.76,0.41,1.24,1.55,0.72,0.93,1.14,0.62,56.73
Johann Berg Gudmundsson,BUR,$6700,M/F,312,0.29,0.00,1.73,0.58,1.44,5.77,2.02,0.00,0.29,0.29,16.15
Glenn Murray,BHA,$4800,F,324,0.00,0.00,1.67,0.28,0.00,0.83,0.56,0.00,2.50,1.94,19.17
Callum Wilson,BOU,$4700,F,1042,0.43,0.00,1.64,0.95,0.26,1.12,1.30,0.43,1.90,0.95,14.94
Robbie Brady,BUR,$4400,M,111,0.00,1.62,1.62,0.00,0.81,4.05,4.05,1.62,1.62,0.00,33.24
Marco Stiepermann,NOR,$3900,M,788,0.00,0.00,1.60,0.46,0.57,0.46,1.03,0.69,1.60,1.26,30.95
Todd Cantwell,NOR,$4500,M,848,0.21,0.21,1.59,0.74,0.74,0.74,1.70,0.64,0.96,2.02,38.74
James Ward-Prowse,SOU,$8000,M,1080,0.17,0.00,1.58,0.67,1.25,5.00,1.42,0.92,1.00,1.00,32.92
Roberto Pereyra,WAT,$4500,M,739,0.12,0.00,1.58,0.49,0.61,1.71,1.46,0.37,0.85,2.07,39.82
Max Meyer,CRY,$3900,M,172,0.00,0.00,1.57,0.52,0.52,1.57,0.00,1.57,1.05,0.52,23.02
Ryan Fraser,BOU,$5200,M,807,0.11,0.22,1.56,0.67,0.67,7.92,1.67,0.45,0.67,1.56,33.01
Jeff Hendrick,BUR,$3300,M,658,0.27,0.00,1.50,0.68,1.09,1.23,0.27,0.27,0.82,0.14,27.63
Morgan Gibbs-White,WLV,$3000,M,120,0.00,0.00,1.50,0.00,1.50,1.50,2.25,0.00,1.50,0.75,51.00
Troy Deeney,WAT,$5300,F,180,0.00,0.00,1.50,1.00,0.00,0.00,1.00,1.00,1.50,1.00,24.00
Georginio Wijnaldum,LIV,$4300,M,995,0.09,0.00,1.45,0.63,0.72,0.00,0.18,0.63,0.45,1.18,47.49
Matt Doherty,WLV,$4000,D,710,0.13,0.00,1.39,0.51,1.77,1.39,0.51,0.76,1.01,0.51,41.83
Philip Billing,BOU,$3200,M,1034,0.00,0.09,1.39,0.26,2.61,0.52,0.44,1.39,1.22,0.61,47.61
Jeffrey Schlupp,CRY,$4400,M,714,0.00,0.13,1.39,0.63,0.88,0.88,0.88,1.01,1.64,1.39,25.34
Yerry Mina,EVE,$2500,D,989,0.00,0.00,1.37,0.64,1.37,0.18,0.00,0.91,0.55,0.36,50.96
Dwight McNeil,BUR,$7300,M/F,1028,0.09,0.35,1.31,0.26,0.70,6.74,1.31,0.88,0.61,0.96,22.41
Will Hughes,WAT,$4300,M,623,0.14,0.14,1.30,0.29,1.59,0.87,1.30,1.59,2.02,2.60,30.34
Cheikhou Kouyate,CRY,$3400,M,834,0.00,0.00,1.29,0.11,1.19,0.86,0.43,0.86,1.08,1.08,30.11
Pierre-Emile Hojbjerg,SOU,$4500,M,917,0.00,0.00,1.28,0.29,1.08,0.69,1.18,0.98,1.96,0.79,57.61
Trent Alexander-Arnold,LIV,$7300,D,1080,0.08,0.25,1.25,0.42,1.67,11.25,3.50,1.00,0.75,0.25,66.00
Dennis Praet,LEI,$4600,M,290,0.00,0.00,1.24,0.00,1.24,1.55,0.62,2.48,1.86,0.93,45.31
Solomon March,BHA,$5300,M,516,0.00,0.17,1.22,0.52,1.74,4.19,1.40,1.05,0.52,0.70,40.47
Dani Ceballos,ARS,$5700,M,664,0.00,0.27,1.22,0.41,0.14,4.34,1.49,1.63,0.68,2.30,63.30
Emiliano Buendia,NOR,$6200,M,1045,0.00,0.34,1.21,0.34,0.43,5.86,2.41,1.03,1.12,1.55,50.47
Joshua King,BOU,$4500,F,1006,0.27,0.18,1.16,0.63,0.54,0.72,1.43,0.36,1.43,1.25,22.46
Tom Trybull,NOR,$3400,M,542,0.00,0.00,1.16,0.00,1.16,0.00,0.17,2.16,2.16,0.66,56.29
Steven Alzate,BHA,,,547,0.00,0.00,1.15,0.33,0.66,0.00,0.99,1.81,1.15,1.81,38.83
James McCarthy,CRY,$3600,M,161,0.00,0.00,1.12,1.12,1.68,1.12,1.12,2.80,2.24,2.24,49.19
Lucas Digne,EVE,$5700,D,1063,0.00,0.25,1.10,0.17,1.27,9.57,2.62,1.44,1.27,0.85,45.97
Davy Propper,BHA,$4200,M,900,0.00,0.10,1.10,0.30,1.10,1.50,1.20,1.80,1.70,0.60,56.70
Adam Masina,WAT,$3600,D,165,0.00,0.00,1.09,0.00,1.09,2.73,0.55,0.55,2.18,1.09,34.91
Adama Traore,WLV,$6600,M/F,832,0.22,0.22,1.08,0.22,0.65,5.19,1.30,1.19,0.97,2.38,25.64
Calum Chambers,ARS,$3700,D,675,0.13,0.00,1.07,0.13,1.07,4.00,0.67,0.80,1.60,0.27,54.00
Moritz Leitner,NOR,$3600,M,684,0.00,0.00,1.05,0.00,1.18,0.66,0.92,1.18,1.05,1.32,74.08
Bukayo Saka,ARS,$6100,M/F,344,0.00,0.26,1.05,0.26,0.00,2.35,1.57,1.57,1.83,1.31,26.16
Stuart Armstrong,SOU,$3600,M,264,0.00,0.00,1.02,1.02,1.02,1.36,0.00,0.34,1.02,1.02,25.57
Dejan Lovren,LIV,$3700,D,360,0.00,0.00,1.00,0.25,1.25,0.00,0.00,0.75,0.50,0.50,67.00
Hector Bellerin,ARS,$3500,D,90,0.00,0.00,1.00,0.00,0.00,5.00,1.00,2.00,0.00,0.00,45.00
Jefferson Lerma,BOU,$3600,M,823,0.00,0.00,0.98,0.00,2.08,0.22,0.33,1.09,0.87,1.31,44.18
Aaron Mooy,BHA,$5200,M,275,0.00,0.00,0.98,0.00,1.31,4.58,0.65,2.29,0.98,0.33,52.04
Christian Fuchs,LEI,$4500,D,184,0.00,0.00,0.98,0.00,0.00,1.96,0.98,1.47,0.49,0.00,55.27
Kenny McLean,NOR,$4200,M,831,0.11,0.00,0.97,0.32,1.52,1.08,0.65,1.19,0.97,1.95,53.29
Tom Davies,EVE,$3500,M,373,0.24,0.00,0.97,0.48,2.17,0.72,0.00,0.97,0.97,2.90,38.36
Patrick van Aanholt,CRY,$4500,D,1080,0.17,0.00,0.92,0.25,1.67,2.25,0.67,0.75,0.08,0.17,38.25
Andrew Robertson,LIV,$5500,D,1080,0.08,0.33,0.92,0.33,1.50,5.67,1.42,0.83,0.67,0.58,70.75
Wilfred Ndidi,LEI,$4100,M,990,0.18,0.00,0.91,0.18,3.27,0.09,0.55,2.64,1.64,0.55,49.00
Jonny,WLV,$3900,D,910,0.10,0.00,0.89,0.30,2.08,2.08,0.69,1.58,1.48,0.49,33.63
Etienne Capoue,WAT,$4100,M,623,0.00,0.00,0.87,0.14,3.32,0.00,0.29,1.01,1.73,1.44,58.22
Dale Stephens,BHA,$4600,M,1067,0.00,0.00,0.84,0.17,1.94,0.17,0.51,1.86,1.86,0.51,65.45
Hamza Choudhury,LEI,$3100,M,321,0.00,0.28,0.84,0.28,2.52,0.28,0.84,1.12,0.84,0.84,50.75
Nathan Ake,BOU,$3300,D,1080,0.08,0.08,0.83,0.17,1.67,0.25,0.42,1.17,0.25,0.67,46.17
Luka Milivojevic,CRY,$6600,M,976,0.18,0.00,0.83,0.37,2.21,6.09,1.38,1.20,2.49,0.92,47.67
Maya Yoshida,SOU,$2900,D,553,0.00,0.00,0.81,0.49,0.65,0.00,0.00,0.81,0.49,0.81,42.97
Bernard,EVE,$4100,M,450,0.40,0.00,0.80,0.40,0.20,2.20,1.20,1.40,1.20,1.20,31.80
Nathaniel Chalobah,WAT,$3200,M,233,0.00,0.00,0.77,0.00,0.77,0.00,0.77,0.00,0.39,0.00,40.94
Jannik Vestergaard,SOU,$2700,D,934,0.10,0.00,0.77,0.39,1.35,0.10,0.48,0.87,0.48,0.48,40.37
Joe Willock,ARS,$3200,M,363,0.00,0.00,0.74,0.00,0.50,0.25,1.74,1.49,1.24,1.24,43.14
Granit Xhaka,ARS,$4000,M,742,0.00,0.12,0.73,0.24,0.49,0.24,0.85,1.09,2.67,1.33,67.56
David Luiz,ARS,$3200,D,990,0.18,0.00,0.73,0.36,1.36,0.27,0.09,0.45,0.82,0.45,48.73
Craig Dawson,WAT,$2500,D,1023,0.00,0.00,0.70,0.18,1.14,0.00,0.00,0.53,1.06,0.18,40.56
Ben Chilwell,LEI,$5300,D,900,0.10,0.30,0.70,0.20,1.00,3.50,1.40,0.60,0.90,1.00,70.10
Gary Cahill,CRY,$2700,D,900,0.00,0.00,0.70,0.10,0.60,0.00,0.20,0.10,0.50,0.50,39.10
Diego Rico,BOU,$4900,D,785,0.00,0.23,0.69,0.11,3.21,6.99,1.61,1.15,0.69,1.03,42.99
James McArthur,CRY,$4600,M,932,0.00,0.10,0.68,0.10,1.64,0.77,1.06,2.03,1.93,1.16,36.12
Virgil van Dijk,LIV,$4100,D,1080,0.08,0.00,0.67,0.25,1.00,0.00,0.17,0.50,0.42,0.58,75.17
Grant Hanley,NOR,$3000,D,270,0.00,0.00,0.67,0.33,1.00,0.00,0.00,0.67,0.67,0.67,47.67
Chris Mepham,BOU,$3200,D,271,0.33,0.00,0.66,0.33,2.32,0.66,0.00,1.33,1.00,1.00,41.18
Jack Cork,BUR,$3600,M,843,0.00,0.00,0.64,0.32,1.07,0.21,0.75,0.85,0.85,0.85,32.03
Mason Holgate,EVE,$3100,D,288,0.00,0.63,0.63,0.00,0.63,0.00,0.63,1.56,1.25,0.63,45.00
Max Aarons,NOR,$3200,D,900,0.00,0.00,0.60,0.00,0.40,0.90,0.60,1.30,1.30,1.60,36.30
Matteo Guendouzi,ARS,$3600,M,1053,0.00,0.09,0.60,0.34,1.37,0.17,0.85,0.94,0.85,2.05,64.19
Daryl Janmaat,WAT,$4400,D,608,0.00,0.15,0.59,0.00,1.04,3.55,0.89,1.48,0.74,0.15,39.52
Fabinho,LIV,$4500,M,916,0.10,0.10,0.59,0.20,1.47,0.49,1.28,1.47,1.28,0.79,64.45
Jonny Evans,LEI,$4400,D,1080,0.00,0.08,0.58,0.08,1.17,0.08,0.17,1.00,0.33,0.50,63.08
Ben Mee,BUR,$3200,D,1080,0.00,0.00,0.58,0.33,1.58,0.00,0.42,0.58,0.50,0.92,36.25
Jose Holebas,WAT,$5100,D,796,0.00,0.00,0.57,0.23,0.34,5.20,1.02,1.58,1.24,0.23,37.76
Kieran Tierney,ARS,$4500,D,162,0.00,0.00,0.56,0.00,0.56,4.44,0.56,0.56,0.56,0.00,40.56
Ainsley Maitland-Niles,ARS,$3900,D,491,0.00,0.37,0.55,0.00,2.02,1.28,1.28,1.10,1.10,0.92,49.31
Adam Webster,BHA,,,666,0.14,0.00,0.54,0.14,1.76,0.41,0.54,0.81,0.54,0.54,69.46
Seamus Coleman,EVE,$3600,D,667,0.00,0.13,0.54,0.27,1.08,3.10,0.67,0.81,0.94,0.94,47.90
Andros Townsend,CRY,$5700,M/F,505,0.18,0.00,0.53,0.53,1.25,3.74,0.71,2.67,0.71,1.96,26.73
Shane Duffy,BHA,$2500,D,524,0.17,0.00,0.52,0.17,2.40,0.00,0.00,0.69,0.86,0.86,49.12
Dan Burn,BHA,,,1080,0.00,0.00,0.50,0.00,1.42,1.50,0.83,1.08,1.17,0.42,51.50
Ashley Westwood,BUR,$4000,M,1080,0.00,0.17,0.50,0.00,0.50,3.75,1.58,1.08,1.75,0.92,48.58
James Tarkowski,BUR,$3500,D,1080,0.00,0.08,0.50,0.08,1.58,0.17,0.42,1.08,1.00,1.17,33.25
Ricardo Pereira,LEI,$5600,D,1080,0.17,0.00,0.50,0.17,1.67,2.33,0.92,2.58,1.33,1.17,58.92
Adrian Mariappa,WAT,$3100,D,180,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.50,0.50,0.00,32.50
Jordan Henderson,LIV,$5100,M,724,0.12,0.12,0.50,0.25,1.37,4.23,0.75,1.49,1.12,0.87,54.57
Erik Pieters,BUR,$3800,D,910,0.00,0.30,0.49,0.10,1.88,2.08,0.89,2.27,0.69,0.89,36.20
Scott Dann,CRY,$3300,D,187,0.00,0.00,0.48,0.00,1.44,0.00,0.00,0.00,0.00,0.00,52.94
Morgan Schneiderlin,EVE,$3200,M,566,0.00,0.00,0.48,0.00,1.43,0.64,0.48,1.27,2.07,0.16,53.59
Ruben Vinagre,WLV,$3200,D,189,0.00,0.00,0.48,0.00,0.48,2.86,0.48,3.33,1.90,0.95,28.57
Leander Dendoncker,WLV,$3400,M,951,0.00,0.00,0.47,0.00,1.23,0.38,0.19,0.57,0.47,0.09,34.26
Kiko Femenia,WAT,$3800,D,574,0.00,0.00,0.47,0.00,0.94,2.82,1.41,1.57,1.10,0.47,41.39
Joao Moutinho,WLV,$6000,M,990,0.00,0.27,0.45,0.18,1.82,5.36,1.91,2.27,1.91,0.64,51.91
Romain Saiss,WLV,$3000,M,604,0.15,0.00,0.45,0.45,1.79,0.45,0.30,1.04,1.94,0.89,44.70
Sam Byram,NOR,$3500,D,205,0.00,0.00,0.44,0.00,3.07,0.88,0.00,1.76,0.88,1.32,44.34
Ben Godfrey,NOR,$2500,D,1040,0.00,0.00,0.43,0.09,1.38,0.09,0.00,0.87,0.35,0.17,57.63
Joel Matip,LIV,$3600,D,630,0.14,0.00,0.43,0.14,1.71,0.14,0.14,1.29,0.86,0.71,70.14
Caglar Soyuncu,LEI,$3900,D,1080,0.08,0.08,0.42,0.08,1.50,0.08,0.08,1.67,1.00,0.33,69.58
Steve Cook,BOU,$3000,D,1080,0.00,0.00,0.42,0.00,1.83,0.00,0.17,0.42,0.67,0.67,46.58
Lewis Dunk,BHA,$4600,D,1080,0.08,0.17,0.42,0.17,2.17,0.00,0.42,0.83,0.75,0.75,67.08
Sead Kolasinac,ARS,$3600,D,667,0.00,0.13,0.40,0.00,0.67,2.02,0.94,1.21,0.67,0.81,45.47
Martin Montoya,BHA,$4700,D,900,0.00,0.10,0.40,0.10,1.40,1.60,0.80,1.60,1.20,1.10,48.80
Michael Keane,EVE,$3000,D,901,0.00,0.00,0.40,0.10,1.90,0.00,0.10,0.70,1.00,0.40,53.74
Aaron Lennon,BUR,$3800,M,239,0.00,0.00,0.38,0.00,0.75,1.13,0.00,1.13,1.51,1.51,23.35
Ryan Bertrand,SOU,$5100,D,494,0.00,0.00,0.36,0.00,1.28,4.55,1.46,0.55,0.55,1.09,37.89
Oriol Romeu,SOU,$3900,M,1046,0.00,0.00,0.34,0.00,1.38,0.26,0.60,2.24,1.46,0.52,48.79
Jamal Lewis,NOR,$3400,D,1046,0.00,0.00,0.34,0.17,0.86,1.55,0.60,0.86,0.60,1.20,44.66
Yan Valery,SOU,$3500,D,544,0.00,0.00,0.33,0.17,1.16,1.49,0.33,0.33,0.50,0.99,25.97
Lewis Cook,BOU,$3400,M,275,0.00,0.00,0.33,0.00,2.62,0.33,0.33,0.33,0.65,0.65,60.22
Kevin Danso,SOU,$3200,D,276,0.00,0.33,0.33,0.00,0.65,1.30,0.65,0.98,1.30,0.65,42.72
Andre Gomes,EVE,$3000,M,585,0.00,0.00,0.31,0.00,0.31,0.46,0.92,0.92,2.77,1.23,51.23
Ibrahim Amadou,NOR,$3000,M,594,0.00,0.00,0.30,0.00,1.82,0.00,0.00,1.36,0.91,0.15,42.27
Cedric Soares,SOU,$4100,D,315,0.00,0.00,0.29,0.00,1.14,4.00,0.86,2.00,0.00,0.00,37.71
Adam Smith,BOU,$3600,D,660,0.00,0.14,0.27,0.14,0.68,1.36,0.55,1.23,1.23,2.05,42.82
Sokratis Papastathopoulos,ARS,$2800,D,990,0.09,0.00,0.27,0.09,0.91,0.00,0.18,0.82,0.73,0.82,49.36
Joel Ward,CRY,$4300,D,1034,0.00,0.00,0.26,0.09,1.91,1.13,0.17,1.48,0.78,1.57,38.30
Jack Stacey,BOU,$3700,D,348,0.00,0.00,0.26,0.26,1.29,1.55,0.26,1.55,0.26,0.78,35.69
James Tomkins,CRY,$2900,D,353,0.00,0.00,0.25,0.00,1.53,0.00,0.00,1.53,1.02,0.00,33.65
Djibril Sidibe,EVE,$3800,D,391,0.00,0.23,0.23,0.00,1.38,2.53,0.69,2.53,1.38,0.92,41.89
Alexander Tettey,NOR,$3800,M,460,0.00,0.00,0.20,0.00,1.76,0.20,0.00,0.98,0.20,0.20,48.33
Ryan Bennett,WLV,$2600,D,460,0.00,0.00,0.20,0.00,1.57,0.78,0.39,0.39,0.78,0.20,31.89
Fabian Delph,EVE,$3200,M,558,0.00,0.00,0.16,0.00,1.13,0.48,0.48,1.29,1.45,0.65,58.06
Christian Kabasele,WAT,$2500,D,605,0.00,0.00,0.15,0.00,2.38,0.00,0.00,1.49,0.89,0.45,29.16
Matthew Lowton,BUR,$3700,D,990,0.00,0.09,0.09,0.00,2.00,3.18,1.00,1.18,0.91,0.64,33.64
Jan Bednarek,SOU,$2500,D,1078,0.00,0.00,0.08,0.00,2.25,0.00,0.08,1.25,0.75,0.33,41.58
Craig Cathcart,WAT,$2700,D,830,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.98,0.54,0.11,42.18
Jack Stephens,SOU,$2900,D,298,0.00,0.00,0.00,0.00,2.42,0.00,0.00,0.60,0.60,0.60,39.87
Shane Long,SOU,$6300,F,104,0.00,0.00,0.00,0.00,0.00,1.73,0.00,0.00,3.46,3.46,25.10
Joe Gomez,LIV,$3400,D,99,0.00,0.00,0.00,0.00,0.91,0.00,0.91,0.91,3.64,0.00,51.82
Conor Coady,WLV,$2500,D,1080,0.00,0.00,0.00,0.00,0.50,0.00,0.17,0.75,0.50,0.08,43.67
Jesus Vallejo,WLV,$2500,D,162,0.00,0.00,0.00,0.00,1.11,0.56,0.00,0.56,1.11,0.56,65.56
Willy Boly,WLV,$2900,D,719,0.00,0.13,0.00,0.00,1.88,0.25,0.63,1.50,1.25,0.50,42.68
Charlie Daniels,BOU,$3800,D,127,0.00,0.00,0.00,0.00,0.71,3.54,1.42,0.71,0.00,0.00,26.22
Mesut Ozil,ARS,$6800,M,251,0.00,0.00,0.00,0.00,0.00,3.59,1.79,0.36,0.72,1.43,64.18
Mamadou Sakho,CRY,$2500,D,191,0.00,0.00,0.00,0.00,2.36,0.00,0.47,0.00,0.00,0.00,48.53
Martin Kelly,CRY,$3700,D,575,0.00,0.16,0.00,0.00,0.31,0.47,0.16,0.31,0.63,0.00,34.43
Charlie Taylor,BUR,$3300,D,170,0.00,0.00,0.00,0.00,1.59,2.65,1.06,0.53,1.06,2.12,30.71
Jean-Philippe Gbamin,EVE,$3000,M,135,0.00,0.00,0.00,0.00,0.67,0.00,0.00,2.00,1.33,1.33,46.67
