,,,,,,,,,,,,,,,
Name,Team,Salary,Position,MIN,G,A,S,SOG,INT,CR,CC,TKLW,FC,FS,P
Jay Rodriguez,BUR,$4800,M/F,605,0.45,0.00,2.38,1.04,0.30,0.15,0.30,1.04,1.19,0.45,17.11
Shane Long,SOU,$5000,F,495,0.00,0.18,2.36,0.91,0.00,0.73,1.45,0.18,1.45,1.45,26.73
Dominic Calvert-Lewin,EVE,$6400,F,953,0.47,0.00,2.36,0.94,0.38,0.85,0.38,0.28,1.98,1.70,18.89
Josip Drmic,NOR,$5100,F,115,0.78,0.00,2.35,0.78,0.00,0.78,0.00,0.00,0.00,1.57,19.57
Andre Gray,WAT,$4200,F,691,0.26,0.00,2.34,0.78,0.13,0.39,1.30,0.39,0.91,0.13,17.32
Sebastien Haller,WHU,$6300,F,1273,0.35,0.07,2.33,1.20,0.49,0.21,0.85,0.57,1.48,1.63,29.91
Max Meyer,CRY,$3900,M,199,0.00,0.00,2.26,0.45,0.90,1.81,0.00,1.36,1.36,0.90,23.97
John McGinn,AVL,$7100,M,1538,0.18,0.12,2.22,0.88,0.94,2.87,1.58,1.76,1.40,2.34,30.72
Arnaut Danjuma Groeneveld,BOU,$5000,F,407,0.00,0.00,2.21,0.88,1.55,1.33,0.44,0.00,0.00,0.88,34.72
Jack Grealish,AVL,$9500,M,1434,0.31,0.25,2.20,0.82,0.63,2.95,2.82,0.94,0.88,4.58,41.80
Andriy Yarmolenko,WHU,$5700,F,828,0.33,0.11,2.17,0.98,0.43,1.52,1.63,0.76,1.52,0.87,33.59
Douglas Luiz,AVL,$4500,M,963,0.19,0.00,2.15,0.56,0.75,0.93,0.37,0.65,1.50,1.59,42.15
Danny Welbeck,WAT,$5300,F,210,0.00,0.00,2.14,0.86,0.00,0.00,0.86,1.29,0.86,0.86,19.29
Chris Wood,BUR,$5500,F,1310,0.48,0.00,2.13,1.24,0.07,0.34,0.55,0.27,1.17,0.89,15.87
Dominic Solanke,BOU,$4600,F,773,0.00,0.00,2.10,0.58,0.47,0.23,1.05,0.35,0.82,1.40,25.61
Tom Cleverley,WAT,$4800,M,647,0.14,0.00,2.09,0.56,0.97,2.36,1.81,1.25,0.97,0.42,40.76
Nathan Redmond,SOU,$4900,M/F,1342,0.07,0.00,2.08,0.60,0.27,1.21,1.01,0.94,0.87,0.87,31.52
Oliver McBurnie,SHU,$6600,F,708,0.38,0.00,2.03,0.76,0.76,0.13,0.38,0.89,1.53,0.64,24.66
Shkodran Mustafi,ARS,$3000,D,90,0.00,0.00,2.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,76.00
Gylfi Sigurdsson,EVE,$6800,M/F,1239,0.07,0.07,1.96,0.80,0.87,4.50,2.11,1.09,0.87,0.80,29.35
Dan Gosling,BOU,$4000,M,236,0.38,0.00,1.91,0.38,2.67,0.00,1.14,0.76,3.43,1.53,33.18
Callum Robinson,SHU,$5800,M/F,582,0.15,0.15,1.86,0.62,0.93,1.86,0.31,0.15,1.39,0.62,18.09
Conor Hourihane,AVL,$6700,M,638,0.28,0.28,1.83,0.71,0.56,5.50,1.69,0.56,1.13,1.41,36.11
Wesley Moraes,AVL,$6200,F,1539,0.23,0.06,1.81,0.88,0.23,0.35,0.53,0.29,2.16,0.70,17.95
Onel Hernandez,NOR,$5300,M,604,0.15,0.15,1.79,0.60,1.34,2.68,1.64,1.04,0.60,1.04,20.71
James Ward-Prowse,SOU,$6600,M,1620,0.22,0.11,1.78,0.83,1.28,6.33,1.44,0.72,1.22,1.17,39.06
Moussa Djenepo,SOU,$5000,M,559,0.32,0.16,1.77,0.64,0.97,1.61,0.81,2.25,2.09,3.22,21.74
Jordan Ayew,CRY,$5900,F,1401,0.26,0.00,1.73,0.58,0.26,0.32,0.77,0.90,1.67,2.63,23.06
Johann Berg Gudmundsson,BUR,$5300,M/F,312,0.29,0.00,1.73,0.58,1.44,5.77,2.02,0.00,0.29,0.29,16.15
Manuel Lanzini,WHU,$6000,M,731,0.00,0.25,1.72,0.37,0.62,3.20,2.59,0.49,0.12,1.72,55.65
Gabriel Martinelli,ARS,$7400,M/F,366,0.25,0.00,1.72,0.74,0.25,3.69,0.25,2.21,1.72,1.72,16.48
Marco Stiepermann,NOR,$4100,M,837,0.00,0.00,1.72,0.54,0.54,0.43,1.08,0.65,1.61,1.40,31.51
Wilfried Zaha,CRY,$7900,M/F,1555,0.17,0.06,1.68,0.52,0.64,1.45,0.98,0.75,1.68,3.53,29.58
Lucas Torreira,ARS,$5000,M,809,0.11,0.00,1.67,0.44,1.78,1.00,0.89,1.11,1.22,3.34,48.06
Pierre-Emile Hojbjerg,SOU,$4300,M,1457,0.00,0.00,1.67,0.31,1.61,0.74,1.30,1.67,1.85,1.17,59.42
Abdoulaye Doucoure,WAT,$3200,M,1565,0.06,0.00,1.67,0.29,0.98,0.63,1.15,0.98,1.27,0.40,53.37
Pablo Fornals,WHU,$5400,M,869,0.00,0.31,1.66,0.41,0.52,3.21,1.14,1.35,0.83,0.62,35.63
Alex Iwobi,EVE,$5600,M/F,1045,0.09,0.00,1.64,0.78,0.43,2.41,1.38,1.21,0.43,0.34,31.44
Troy Deeney,WAT,$5600,F,556,0.16,0.00,1.62,0.49,0.81,0.00,0.65,0.49,1.29,1.62,22.66
Todd Cantwell,NOR,$5700,M,1283,0.35,0.14,1.61,0.84,0.84,0.70,1.47,0.91,1.26,1.96,37.81
Robbie Brady,BUR,$4500,M,282,0.32,0.64,1.60,0.32,0.64,3.19,2.55,1.28,1.28,0.32,24.89
John Lundstram,SHU,$5700,M,1589,0.17,0.11,1.53,0.40,1.30,2.04,0.91,1.13,0.96,0.40,43.78
Roberto Pereyra,WAT,$4600,M,829,0.11,0.00,1.52,0.43,0.76,1.52,1.52,0.43,0.76,2.06,38.76
Felipe Anderson,WHU,$5900,M,1084,0.00,0.25,1.49,0.58,1.41,2.16,1.58,2.08,0.91,1.41,58.04
Reiss Nelson,ARS,$6300,M/F,243,0.00,0.00,1.48,1.11,0.00,4.07,1.48,1.11,1.48,0.74,33.70
Jeffrey Schlupp,CRY,$4300,M,859,0.21,0.10,1.47,0.84,1.05,0.73,0.73,0.94,1.47,1.15,27.14
Callum Wilson,BOU,$5800,F,1421,0.32,0.00,1.46,0.70,0.19,0.95,1.14,0.32,1.84,0.82,14.50
Olivier Giroud,CHE,$6900,F,191,0.00,0.00,1.41,0.94,0.00,0.94,1.88,0.00,1.88,0.94,24.03
John Fleck,SHU,$7200,M,1289,0.28,0.07,1.26,0.63,0.84,5.10,1.75,0.98,0.84,0.35,37.15
Emerson Palmieri,CHE,$5700,D,794,0.00,0.00,1.25,0.79,1.81,3.63,1.36,1.25,0.23,1.47,63.70
Dwight McNeil,BUR,$6400,M/F,1545,0.06,0.23,1.22,0.41,0.70,6.93,1.34,0.93,0.82,1.11,22.89
Dani Ceballos,ARS,$5800,M,664,0.00,0.27,1.22,0.41,0.14,4.34,1.49,1.63,0.68,2.30,63.30
Ryan Fraser,BOU,$7300,M,1256,0.07,0.21,1.22,0.50,0.57,7.67,1.58,0.29,0.57,1.72,32.60
Emiliano Buendia,NOR,$7400,M,1338,0.00,0.34,1.21,0.27,0.81,6.52,3.36,1.08,1.01,1.88,53.00
Antonio Rudiger,CHE,$3600,D,225,0.00,0.00,1.20,0.00,0.40,1.20,0.00,0.80,0.40,0.40,82.00
Joshua King,BOU,$5500,F,1171,0.23,0.15,1.15,0.54,0.46,0.69,1.31,0.38,1.54,1.46,21.83
Will Hughes,WAT,$4300,M,1027,0.09,0.09,1.14,0.18,1.40,1.40,0.88,1.84,2.02,1.93,29.88
Philip Billing,BOU,$3300,M,1395,0.00,0.06,1.10,0.26,2.65,0.52,0.32,1.55,1.48,0.58,46.06
Cheikhou Kouyate,CRY,$3400,M,1326,0.00,0.00,1.09,0.07,1.29,0.75,0.41,0.95,0.88,1.02,29.66
Marcos Alonso,CHE,$6000,D,589,0.15,0.31,1.07,0.46,1.83,4.13,1.38,1.53,1.07,0.92,60.66
Luka Milivojevic,CRY,$6500,M,1516,0.12,0.00,1.07,0.42,1.78,5.76,1.25,1.19,1.96,0.77,48.09
Billy Sharp,SHU,$4700,F,253,0.36,0.00,1.07,0.71,0.36,1.07,3.20,0.71,3.20,2.49,28.10
Yerry Mina,EVE,$3300,D,1439,0.00,0.00,1.06,0.44,1.31,0.19,0.25,0.88,0.75,0.25,46.78
N'Golo Kante,CHE,$5300,M,854,0.32,0.00,1.05,0.32,2.74,1.48,1.69,0.63,2.32,0.53,58.81
Moritz Leitner,NOR,$3800,M,684,0.00,0.00,1.05,0.00,1.18,0.66,0.92,1.18,1.05,1.32,74.08
Kenny McLean,NOR,$4700,M,1369,0.07,0.07,1.05,0.46,1.05,2.24,0.85,1.12,0.85,1.97,50.49
Joe Willock,ARS,$4500,M,518,0.00,0.00,1.04,0.35,0.35,0.52,1.39,1.56,1.04,1.56,39.09
James McArthur,CRY,$4700,M,1468,0.00,0.12,1.04,0.25,1.53,0.80,1.04,1.66,1.66,0.92,37.28
Stuart Armstrong,SOU,$3200,M,432,0.00,0.00,1.04,0.63,1.04,1.88,0.00,0.42,1.67,1.46,26.25
James McCarthy,CRY,$4000,M,348,0.00,0.00,1.03,0.52,1.55,1.03,0.52,2.07,1.55,1.81,39.83
Jota,AVL,$4700,M/F,262,0.00,0.34,1.03,0.34,0.69,0.00,1.37,0.00,1.72,0.69,25.42
Robert Snodgrass,WHU,$6100,M,803,0.22,0.11,1.01,0.56,0.45,9.30,2.35,0.78,1.68,2.24,34.41
Tom Davies,EVE,$3900,M,824,0.11,0.00,0.98,0.55,2.08,0.66,0.11,0.66,1.20,1.97,36.37
Tom Trybull,NOR,$3400,M,939,0.00,0.00,0.96,0.10,1.15,0.00,0.19,2.01,2.11,0.86,49.74
Aaron Cresswell,WHU,$4500,D,1035,0.26,0.00,0.96,0.43,1.13,3.83,0.26,1.30,0.78,0.87,47.65
Jefferson Lerma,BOU,$3800,M,1318,0.00,0.07,0.96,0.07,1.98,0.27,0.41,0.96,1.16,1.30,48.55
Jeff Hendrick,BUR,$3100,M,1173,0.15,0.08,0.92,0.46,0.84,1.38,0.54,0.38,0.77,0.54,27.70
Calum Chambers,ARS,$3900,D,1080,0.08,0.00,0.92,0.17,1.25,2.83,0.50,0.83,1.50,0.33,64.17
Nathan Ake,BOU,$3000,D,1385,0.06,0.06,0.91,0.19,1.49,0.19,0.32,0.91,0.32,0.58,49.78
Lucas Digne,EVE,$6500,D,1530,0.00,0.18,0.88,0.18,1.47,9.06,2.53,1.47,1.18,0.65,42.06
Fabian Balbuena,WHU,$3100,D,721,0.12,0.00,0.87,0.37,1.75,0.12,0.12,0.87,0.75,0.12,42.57
Sam Byram,NOR,$3800,D,727,0.00,0.00,0.87,0.12,2.10,0.50,0.00,1.61,1.11,0.62,42.46
Etienne Capoue,WAT,$3800,M,1150,0.00,0.00,0.86,0.08,2.58,0.47,0.47,1.10,1.80,1.25,53.14
Reece James,CHE,$5500,D,422,0.00,0.21,0.85,0.00,1.07,5.55,0.64,1.28,1.49,2.13,55.24
Henri Lansbury,AVL,$4700,M,106,0.00,0.00,0.85,0.00,0.00,0.00,1.70,0.00,2.55,0.00,43.30
Patrick van Aanholt,CRY,$4900,D,1379,0.13,0.00,0.85,0.20,1.50,2.48,0.91,0.72,0.13,0.26,40.66
Alexander Tettey,NOR,$3600,M,862,0.10,0.10,0.84,0.21,1.77,0.21,0.10,0.73,0.63,0.21,50.12
Maya Yoshida,SOU,$2900,D,558,0.00,0.00,0.81,0.48,0.65,0.00,0.00,0.81,0.48,0.81,43.06
Mateo Kovacic,CHE,$5100,M,1244,0.07,0.22,0.80,0.29,1.01,0.43,1.30,1.66,0.43,2.17,84.50
Bernard,EVE,$4900,M,579,0.31,0.16,0.78,0.31,0.47,2.49,1.24,1.87,1.40,0.93,32.64
Mark Noble,WHU,$3900,M,1165,0.08,0.08,0.77,0.23,0.62,0.46,0.62,1.00,1.39,0.85,51.53
Jannik Vestergaard,SOU,$2800,D,934,0.10,0.00,0.77,0.39,1.35,0.10,0.48,0.87,0.48,0.48,40.37
Mason Holgate,EVE,$3800,D,828,0.00,0.22,0.76,0.11,1.20,0.22,0.22,1.63,0.54,1.52,34.57
Craig Dawson,WAT,$2700,D,1068,0.00,0.00,0.76,0.17,1.18,0.00,0.08,0.51,1.01,0.17,40.79
Cedric Soares,SOU,$4100,D,838,0.00,0.00,0.75,0.21,1.07,3.76,0.86,1.50,0.97,0.11,34.90
Grant Hanley,NOR,$3500,D,360,0.00,0.00,0.75,0.25,1.25,0.00,0.00,0.75,0.50,1.00,44.75
Kurt Zouma,CHE,$3900,D,1443,0.00,0.00,0.75,0.25,2.06,0.00,0.00,0.56,1.19,0.75,75.84
David Luiz,ARS,$3500,D,1350,0.13,0.00,0.73,0.33,1.27,0.27,0.07,0.67,0.93,0.47,51.27
Simon Francis,BOU,$3700,D,369,0.00,0.00,0.73,0.00,1.22,1.95,0.24,1.22,0.73,0.24,51.46
Bukayo Saka,ARS,$5600,M/F,496,0.00,0.18,0.73,0.18,0.36,2.72,1.09,1.81,2.36,1.45,31.57
James Tarkowski,BUR,$3400,D,1620,0.06,0.06,0.72,0.17,2.06,0.11,0.33,1.11,1.22,1.00,35.72
Chris Mepham,BOU,$3400,D,631,0.14,0.00,0.71,0.29,2.14,0.29,0.00,0.71,1.14,0.57,41.93
Matteo Guendouzi,ARS,$4200,M,1315,0.00,0.07,0.68,0.34,1.57,0.27,0.82,0.96,0.82,2.40,66.32
Mesut Ozil,ARS,$7000,M,669,0.00,0.13,0.67,0.27,0.13,7.00,2.56,0.40,0.40,1.35,55.29
Oliver Norwood,SHU,$5500,M,1494,0.00,0.00,0.66,0.24,1.57,4.70,1.45,1.33,1.14,0.72,61.51
Nathaniel Chalobah,WAT,$3400,M,282,0.00,0.00,0.64,0.00,1.28,0.64,0.64,0.32,0.32,0.64,35.74
Ahmed Elmohamady,AVL,$4800,D,431,0.00,0.21,0.63,0.00,1.67,6.06,2.30,0.63,0.84,0.42,45.10
Ibrahim Amadou,NOR,$3000,M,731,0.00,0.00,0.62,0.00,1.97,0.12,0.12,1.35,0.86,0.25,43.58
Enda Stevens,SHU,$5200,D,1620,0.06,0.11,0.61,0.11,1.28,3.22,1.06,1.44,1.17,0.44,40.39
Ryan Bertrand,SOU,$4200,D,1034,0.09,0.09,0.61,0.09,1.31,3.83,1.04,0.70,0.52,1.13,36.82
Morgan Schneiderlin,EVE,$3400,M,742,0.00,0.00,0.61,0.00,1.58,0.85,0.36,1.33,1.94,0.12,49.49
Kieran Tierney,ARS,$5100,D,299,0.00,0.00,0.60,0.00,0.60,6.32,1.20,1.20,1.20,0.60,39.73
Lewis Cook,BOU,$3600,M,600,0.00,0.00,0.60,0.15,1.65,0.45,0.90,0.45,1.20,0.75,53.40
Daryl Janmaat,WAT,$4100,D,608,0.00,0.15,0.59,0.00,1.04,3.55,0.89,1.48,0.74,0.15,39.52
Declan Rice,WHU,$3200,M,1530,0.00,0.00,0.59,0.24,2.29,0.35,0.29,1.76,0.88,0.18,48.71
Jack Cork,BUR,$3300,M,1383,0.00,0.00,0.59,0.26,0.85,0.33,0.46,0.91,1.11,0.72,31.24
Gary Cahill,CRY,$3500,D,1080,0.00,0.00,0.58,0.08,0.50,0.00,0.17,0.17,0.50,0.50,39.50
Andros Townsend,CRY,$6000,M/F,782,0.12,0.12,0.58,0.46,1.15,3.91,0.92,1.73,0.58,1.38,26.70
Granit Xhaka,ARS,$4300,M,1098,0.00,0.08,0.57,0.16,0.57,0.25,0.74,0.90,2.21,1.23,68.03
Steve Cook,BOU,$3200,D,1260,0.07,0.00,0.57,0.07,1.71,0.07,0.21,0.57,0.71,0.71,47.43
Michael Keane,EVE,$3500,D,1279,0.07,0.00,0.56,0.21,1.55,0.00,0.07,0.63,0.84,0.42,45.11
Max Aarons,NOR,$4000,D,1440,0.00,0.00,0.56,0.13,0.50,1.25,0.63,1.00,0.94,1.56,37.13
Luke Freeman,SHU,$4800,M,324,0.00,0.00,0.56,0.00,2.50,4.17,0.83,1.11,1.67,1.39,32.22
Jose Holebas,WAT,$4700,D,976,0.00,0.00,0.55,0.28,0.28,6.09,1.01,1.29,1.57,0.46,36.98
Jorginho,CHE,$4800,M,1192,0.08,0.15,0.53,0.08,2.27,0.30,1.06,1.89,1.21,0.98,83.20
Erik Pieters,BUR,$4000,D,1234,0.00,0.22,0.51,0.07,1.60,1.97,0.73,1.75,0.88,0.88,37.41
Kortney Hause,AVL,$3100,D,180,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.50,1.50,0.00,55.50
Phil Bardsley,BUR,$4000,D,540,0.00,0.00,0.50,0.17,1.17,1.17,0.17,1.33,1.83,1.17,28.17
Jack O'Connell,SHU,$3800,D,1620,0.00,0.06,0.50,0.11,1.39,1.28,0.39,0.67,0.61,0.50,45.44
Diego Rico,BOU,$5900,D,1299,0.00,0.14,0.48,0.14,3.12,6.93,1.39,1.39,0.55,0.90,43.30
Michael Obafemi,SOU,$4800,F,190,0.00,0.00,0.47,0.00,0.95,0.00,0.95,0.47,1.42,0.95,16.11
Issa Diop,WHU,$2600,D,1146,0.00,0.00,0.47,0.24,1.73,0.08,0.08,0.79,1.34,0.63,39.66
Angelo Ogbonna,WHU,$3300,D,1170,0.15,0.00,0.46,0.31,0.69,0.08,0.08,0.69,0.77,0.54,33.38
Seamus Coleman,EVE,$4300,D,781,0.00,0.12,0.46,0.23,1.15,3.00,0.81,1.15,0.81,0.81,44.71
Ben Mee,BUR,$3200,D,1620,0.00,0.00,0.44,0.22,1.61,0.11,0.28,0.72,0.50,0.83,38.22
George Baldock,SHU,$5600,D,1620,0.11,0.17,0.44,0.22,0.72,3.83,0.56,1.11,1.00,1.22,29.72
Neil Taylor,AVL,$4200,D,613,0.00,0.00,0.44,0.00,1.32,1.17,0.15,0.88,0.88,0.59,37.59
Ben Godfrey,NOR,$2700,D,1490,0.00,0.00,0.42,0.12,1.09,0.06,0.00,0.66,0.36,0.12,55.21
Fikayo Tomori,CHE,$3500,D,1080,0.08,0.00,0.42,0.17,1.58,0.00,0.33,1.17,0.42,0.42,78.67
Andreas Christensen,CHE,$3300,D,672,0.00,0.00,0.40,0.13,1.47,0.00,0.13,0.67,0.80,0.80,57.72
Ashley Westwood,BUR,$4500,M,1350,0.00,0.27,0.40,0.00,0.73,3.87,1.47,0.93,1.60,1.00,46.13
Arthur Masuaku,WHU,$3700,D,473,0.00,0.19,0.38,0.00,1.90,2.09,1.14,2.47,1.33,0.95,51.95
Cesar Azpilicueta,CHE,$5400,D,1430,0.00,0.13,0.38,0.06,1.51,3.21,1.45,1.45,1.01,0.19,60.73
Adam Masina,WAT,$3700,D,480,0.00,0.00,0.38,0.00,1.13,2.06,0.75,1.13,1.69,1.13,34.13
Bjorn Engels,AVL,$3300,D,1222,0.00,0.00,0.37,0.00,1.62,0.07,0.00,0.44,0.29,0.22,39.03
Frederic Guilbert,AVL,$5300,D,1246,0.00,0.14,0.36,0.14,2.38,4.48,0.51,2.02,1.52,0.94,34.38
Marvelous Nakamba,AVL,$4200,M,1006,0.00,0.00,0.36,0.09,2.42,0.09,0.81,1.70,0.89,1.52,39.01
Ainsley Maitland-Niles,ARS,$4600,D,761,0.00,0.24,0.35,0.00,1.77,1.54,1.06,1.06,0.83,1.06,53.10
Hector Bellerin,ARS,$4100,D,263,0.00,0.00,0.34,0.00,1.37,4.45,0.34,1.37,0.68,0.34,45.17
Jamal Lewis,NOR,$3600,D,1064,0.00,0.00,0.34,0.17,0.93,1.61,0.59,0.85,0.68,1.18,44.66
Sokratis Papastathopoulos,ARS,$3400,D,1350,0.07,0.00,0.33,0.07,0.93,0.00,0.13,0.87,0.80,0.60,50.93
Kevin Danso,SOU,$3300,D,276,0.00,0.33,0.33,0.00,0.65,1.30,0.65,0.98,1.30,0.65,42.72
Kiko Femenia,WAT,$4400,D,1106,0.00,0.00,0.33,0.08,1.38,2.77,0.98,1.95,1.22,0.49,39.06
Yan Valery,SOU,$3500,D,558,0.00,0.00,0.32,0.16,1.13,1.45,0.32,0.65,0.48,0.97,26.61
Oriol Romeu,SOU,$3400,M,1123,0.00,0.00,0.32,0.00,1.52,0.32,0.56,2.16,1.52,0.64,50.41
Christoph Zimmermann,NOR,$3100,D,576,0.00,0.16,0.31,0.00,0.94,0.00,0.16,1.41,0.78,0.94,42.81
Andre Gomes,EVE,$3600,M,585,0.00,0.00,0.31,0.00,0.31,0.46,0.92,0.92,2.77,1.23,51.23
John Egan,SHU,$3500,D,1519,0.00,0.00,0.30,0.12,1.78,0.12,0.00,0.83,1.01,0.53,35.13
Jack Stacey,BOU,$3800,D,618,0.00,0.00,0.29,0.15,1.31,1.60,0.29,1.17,0.44,0.73,37.86
Sead Kolasinac,ARS,$4300,D,930,0.00,0.19,0.29,0.00,0.77,2.13,0.87,1.16,0.68,0.87,44.32
Adrian Mariappa,WAT,$3400,D,630,0.00,0.00,0.29,0.00,1.00,0.57,0.14,0.86,0.71,0.43,25.00
Scott Dann,CRY,$3600,D,336,0.00,0.27,0.27,0.00,1.07,0.00,0.27,0.00,0.00,0.00,47.14
Tyrone Mings,AVL,$3200,D,1373,0.07,0.07,0.26,0.13,0.85,0.33,0.33,0.33,0.52,0.20,43.85
Joel Ward,CRY,$4500,D,1104,0.00,0.00,0.24,0.08,1.79,1.14,0.16,1.55,0.73,1.47,37.74
Djibril Sidibe,EVE,$4600,D,762,0.00,0.35,0.24,0.00,2.48,3.19,0.83,2.60,1.89,0.71,37.91
Aaron Lennon,BUR,$3500,M,386,0.00,0.00,0.23,0.00,1.17,1.40,0.47,1.40,1.87,1.40,23.32
Jack Stephens,SOU,$3200,D,838,0.11,0.11,0.21,0.11,0.97,0.11,0.21,1.07,0.43,0.43,44.25
Adam Smith,BOU,$4400,D,840,0.00,0.11,0.21,0.11,0.64,1.29,0.43,1.39,1.18,2.14,42.11
Christian Kabasele,WAT,$3500,D,875,0.00,0.10,0.21,0.00,2.16,0.00,0.10,1.44,0.93,0.72,27.98
James Tomkins,CRY,$3700,D,893,0.00,0.10,0.20,0.00,1.11,0.10,0.20,1.21,0.81,0.60,34.27
Ezri Konsa,AVL,$3700,D,465,0.00,0.19,0.19,0.19,1.35,0.19,0.19,0.77,0.39,1.55,29.81
Matt Targett,AVL,$5000,D,995,0.09,0.18,0.18,0.09,2.17,2.71,1.54,0.99,0.99,0.63,39.35
Chris Basham,SHU,$4000,D,1566,0.00,0.00,0.17,0.00,2.01,1.03,0.17,1.38,0.86,1.09,35.63
Jan Bednarek,SOU,$2600,D,1618,0.00,0.00,0.17,0.00,1.95,0.00,0.06,1.17,0.78,0.50,41.50
Fabian Delph,EVE,$3200,M,630,0.00,0.00,0.14,0.00,1.29,0.57,0.43,1.14,1.29,0.57,56.71
Martin Kelly,CRY,$4400,D,1045,0.00,0.09,0.09,0.00,0.86,1.21,0.43,0.78,0.69,0.00,34.88
Matthew Lowton,BUR,$3800,D,1080,0.00,0.08,0.08,0.00,1.92,3.08,0.92,1.25,0.92,0.67,34.33
Craig Cathcart,WAT,$3200,D,1370,0.00,0.00,0.07,0.00,0.79,0.07,0.07,1.05,0.59,0.07,35.93
Pablo Zabaleta,WHU,$3500,D,199,0.00,0.00,0.00,0.00,1.81,4.07,0.45,1.36,0.90,1.81,52.91
Albian Ajeti,WHU,$4700,F,101,0.00,0.00,0.00,0.00,0.00,0.00,1.78,0.00,4.46,0.00,10.69
Ryan Fredericks,WHU,$4000,D,1358,0.00,0.07,0.00,0.00,0.99,2.12,0.86,2.05,1.13,0.86,35.92
