,,,,,,,,,,,,,,,
Name,Team,Salary,Position,MIN,G,A,S,SOG,INT,CR,CC,TKLW,FC,FS,P
Jonjo Shelvey,NEW,$7000,M,234,0.38,0.00,1.92,0.38,0.38,1.92,1.15,0.38,0.00,0.77,40.38
Daryl Janmaat,WAT,$4400,D,102,0.00,0.00,1.76,0.00,0.88,4.41,0.00,0.00,1.76,0.00,42.35
Glenn Murray,BHA,$4800,F,257,0.00,0.00,1.75,0.35,0.00,0.70,0.70,0.00,2.80,2.10,19.61
Nicolas Otamendi,MCI,$3400,D,360,0.00,0.00,1.75,0.75,1.00,0.00,0.25,0.00,1.25,0.00,83.00
Dominic Calvert-Lewin,EVE,$4500,F,316,0.28,0.00,1.71,0.57,0.28,0.28,0.28,0.28,2.28,1.14,16.80
Lucas Digne,EVE,$5700,D,433,0.00,0.42,1.66,0.21,1.04,7.69,2.49,1.25,1.87,0.83,45.94
Dwight McNeil,BUR,$7300,M/F,440,0.00,0.20,1.64,0.00,0.82,6.95,0.82,1.02,0.61,1.23,17.39
Marco Stiepermann,NOR,$3900,M,389,0.00,0.00,1.62,0.69,0.93,0.23,0.46,0.69,1.62,1.39,33.55
Oliver McBurnie,SHU,$7200,F,225,0.40,0.00,1.60,0.40,0.80,0.40,0.80,1.20,2.00,0.40,23.60
Davy Propper,BHA,$4200,M,450,0.00,0.20,1.60,0.40,1.00,1.20,0.60,1.80,1.20,0.60,49.80
Troy Deeney,WAT,$5300,F,180,0.00,0.00,1.50,1.00,0.00,0.00,1.00,1.00,1.50,1.00,24.00
Will Hughes,WAT,$4300,M,365,0.25,0.25,1.48,0.25,1.73,1.23,1.23,1.48,1.73,2.71,32.30
David Silva,MCI,$6300,M,317,0.00,1.14,1.42,0.57,0.57,1.70,1.99,0.85,0.85,0.57,63.88
Chris Wood,BUR,$6600,F,397,0.00,0.00,1.36,0.45,0.00,0.45,0.68,0.00,0.45,0.45,15.87
Miguel Almiron,NEW,$5900,M/F,427,0.00,0.00,1.26,0.00,0.63,1.26,0.42,0.42,0.63,1.90,23.40
Fabian Schar,NEW,$3400,D,435,0.21,0.00,1.24,0.41,2.90,0.00,0.00,1.45,1.03,1.24,39.93
Craig Dawson,WAT,$2500,D,450,0.00,0.00,1.20,0.20,1.00,0.00,0.00,0.80,1.60,0.20,43.60
Oleksandr Zinchenko,MCI,$4500,D,450,0.00,0.00,1.20,0.40,0.60,2.80,1.40,1.20,1.00,0.20,78.60
Johann Berg Gudmundsson,BUR,$6700,M/F,228,0.39,0.00,1.18,0.39,1.58,5.92,2.76,0.00,0.39,0.39,15.39
Ilkay Gundogan,MCI,$5500,M,237,0.00,0.00,1.14,0.00,2.28,2.28,1.90,1.52,0.38,0.38,64.18
John Lundstram,SHU,$4800,M,420,0.21,0.00,1.07,0.43,1.93,2.14,0.86,0.64,0.86,0.21,47.79
Solomon March,BHA,$5300,M,426,0.00,0.21,1.06,0.63,1.48,4.23,1.48,1.06,0.42,0.42,39.30
Todd Cantwell,NOR,$4500,M,438,0.41,0.41,1.03,0.62,0.82,0.00,1.85,0.62,0.82,1.85,35.96
Sean Longstaff,NEW,$4100,M,263,0.00,0.34,1.03,0.68,0.68,1.37,1.37,1.37,1.03,0.68,40.38
Etienne Capoue,WAT,$4100,M,353,0.00,0.00,1.02,0.25,3.57,0.00,0.25,1.27,2.29,2.04,59.92
Emiliano Buendia,NOR,$6200,M,443,0.00,0.81,1.02,0.61,0.41,5.28,2.64,0.81,1.02,1.02,47.54
Isaac Hayden,NEW,$3500,M,450,0.00,0.20,1.00,0.20,1.80,0.80,0.60,1.80,0.60,1.00,28.40
Matt Ritchie,NEW,$6900,M,270,0.00,0.00,1.00,0.33,1.67,7.67,2.33,1.33,1.67,1.33,34.33
Jack O'Connell,SHU,$4000,D,450,0.00,0.00,1.00,0.20,1.60,0.60,0.20,0.60,0.40,0.80,46.60
James Tarkowski,BUR,$3500,D,450,0.00,0.00,1.00,0.20,1.40,0.20,0.20,1.40,1.20,1.20,31.80
Yerry Mina,EVE,$2500,D,450,0.00,0.00,1.00,0.40,1.80,0.40,0.00,0.80,0.40,0.20,56.00
Sam Byram,NOR,$3500,D,91,0.00,0.00,0.99,0.00,4.95,0.00,0.00,1.98,0.99,1.98,28.68
Bernard,EVE,$4100,M,275,0.33,0.00,0.98,0.33,0.33,1.96,1.31,1.64,1.96,0.98,31.09
Pascal Gross,BHA,$8000,M/F,275,0.00,0.00,0.98,0.00,0.00,6.22,3.93,0.98,0.98,0.98,50.07
Rodri,MCI,$4400,M,380,0.24,0.00,0.95,0.71,0.95,0.00,1.42,1.66,1.66,0.95,73.89
Jetro Willems,NEW,$4800,D,216,0.42,0.00,0.83,0.42,0.42,2.08,0.83,1.67,0.00,1.25,35.00
Emil Krafth,NEW,$3100,D,325,0.00,0.00,0.83,0.00,0.83,2.22,0.00,0.83,0.28,0.28,20.77
Luke Freeman,SHU,$4400,M,242,0.00,0.00,0.74,0.00,2.98,4.46,0.74,1.49,1.49,1.86,33.47
Grant Hanley,NOR,$3000,D,270,0.00,0.00,0.67,0.33,1.00,0.00,0.00,0.67,0.67,0.67,47.67
Dale Stephens,BHA,$4600,M,438,0.00,0.00,0.62,0.21,1.44,0.21,0.21,2.05,1.44,0.62,55.07
Jack Cork,BUR,$3600,M,438,0.00,0.00,0.62,0.21,1.23,0.00,0.41,1.23,0.62,0.82,27.33
Ashley Westwood,BUR,$4000,M,450,0.00,0.00,0.60,0.00,0.40,2.80,1.80,0.80,1.40,1.20,38.80
Erik Pieters,BUR,$3800,D,450,0.00,0.40,0.60,0.00,1.80,1.40,0.80,3.20,0.60,1.40,36.60
Ben Mee,BUR,$3200,D,450,0.00,0.00,0.60,0.20,1.60,0.00,0.40,0.60,0.20,1.00,33.80
Dan Burn,BHA,,,450,0.00,0.00,0.60,0.00,2.00,1.40,0.80,1.00,1.20,0.80,51.60
Seamus Coleman,EVE,$3600,D,450,0.00,0.00,0.60,0.20,1.40,3.00,0.60,0.60,1.00,0.80,48.20
Enda Stevens,SHU,$5000,D,450,0.00,0.20,0.60,0.00,0.60,2.60,0.80,1.80,1.80,0.00,41.00
Oliver Norwood,SHU,$5600,M,450,0.00,0.00,0.60,0.20,1.80,6.40,2.60,1.40,1.40,1.20,60.20
George Baldock,SHU,$5400,D,450,0.00,0.20,0.60,0.20,1.00,3.80,0.60,1.40,1.60,1.20,31.00
Kiko Femenia,WAT,$3800,D,450,0.00,0.00,0.60,0.00,1.20,3.20,1.60,1.20,0.60,0.20,43.60
Tom Trybull,NOR,$3400,M,328,0.00,0.00,0.55,0.00,1.10,0.00,0.27,2.74,2.74,0.82,58.17
Jose Holebas,WAT,$5100,D,348,0.00,0.00,0.52,0.26,0.26,8.28,1.29,1.81,1.81,0.26,43.97
Christian Kabasele,WAT,$2500,D,180,0.00,0.00,0.50,0.00,2.50,0.00,0.00,1.00,0.50,0.00,26.00
Max Aarons,NOR,$3200,D,360,0.00,0.00,0.50,0.00,0.50,0.75,0.50,1.50,1.00,1.25,36.25
Aaron Lennon,BUR,$3800,M,197,0.00,0.00,0.46,0.00,0.91,0.91,0.00,1.37,1.83,1.37,16.45
Kenny McLean,NOR,$4200,M,201,0.45,0.00,0.45,0.45,1.79,1.34,0.90,1.34,0.45,1.79,42.09
Chris Basham,SHU,$3800,D,418,0.00,0.00,0.43,0.00,1.51,0.86,0.43,1.08,0.65,0.65,37.03
Jamaal Lascelles,NEW,$2600,D,442,0.00,0.00,0.41,0.00,2.24,0.00,0.20,0.00,0.61,0.41,29.32
Kyle Walker,MCI,$4000,D,449,0.00,0.20,0.40,0.00,0.20,1.20,0.80,0.80,1.20,0.40,70.76
Paul Dummett,NEW,$3600,D,450,0.00,0.00,0.40,0.40,1.60,0.20,0.00,1.60,0.40,0.40,33.40
Ben Godfrey,NOR,$2500,D,450,0.00,0.00,0.40,0.20,1.40,0.00,0.00,0.20,0.20,0.00,52.00
Christian Atsu,NEW,$4700,M,245,0.00,0.73,0.37,0.37,0.73,3.31,3.31,1.10,1.10,0.73,28.29
Morgan Schneiderlin,EVE,$3200,M,256,0.00,0.00,0.35,0.00,1.76,0.70,0.35,2.11,2.46,0.35,66.45
Moritz Leitner,NOR,$3600,M,293,0.00,0.00,0.31,0.00,1.23,0.31,0.61,0.92,1.23,0.92,84.47
Aymeric Laporte,MCI,$3700,D,307,0.00,0.00,0.29,0.29,2.35,0.00,0.59,0.29,1.17,0.88,94.98
Andre Gomes,EVE,$3000,M,315,0.00,0.00,0.29,0.00,0.00,0.57,1.14,1.43,2.29,1.43,58.86
Shane Duffy,BHA,$2500,D,360,0.00,0.00,0.25,0.00,2.25,0.00,0.00,1.00,1.00,1.25,49.75
Martin Montoya,BHA,$4700,D,360,0.00,0.00,0.25,0.00,1.00,2.00,0.75,1.25,0.75,1.75,45.25
Lewis Dunk,BHA,$4600,D,450,0.00,0.20,0.20,0.00,2.20,0.00,0.20,1.00,0.60,1.00,62.60
Matthew Lowton,BUR,$3700,D,450,0.00,0.00,0.20,0.00,1.60,3.60,1.00,1.40,1.20,0.80,29.20
Michael Keane,EVE,$3000,D,450,0.00,0.00,0.20,0.00,1.60,0.00,0.20,0.60,0.80,0.40,54.20
Fabian Delph,EVE,$3200,M,180,0.00,0.00,0.00,0.00,1.00,0.00,0.50,1.50,2.00,1.50,61.50
Jean-Philippe Gbamin,EVE,$3000,M,135,0.00,0.00,0.00,0.00,0.67,0.00,0.00,2.00,1.33,1.33,46.67
John Stones,MCI,$3100,D,180,0.00,0.00,0.00,0.00,0.50,0.00,0.50,2.00,0.00,0.50,71.00
Adam Webster,BHA,,,180,0.00,0.00,0.00,0.00,1.50,1.50,0.00,1.00,0.50,0.50,64.50
Ibrahim Amadou,NOR,$3000,M,144,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.63,0.00,29.38
Jamal Lewis,NOR,$3400,D,449,0.00,0.00,0.00,0.00,0.80,1.40,0.60,0.80,0.40,1.40,39.69
Alexander Tettey,NOR,$3800,M,93,0.00,0.00,0.00,0.00,1.94,0.97,0.00,0.00,0.00,0.00,24.19
Javier Manquillo,NEW,$4600,D,125,0.00,0.00,0.00,0.00,1.44,2.88,0.72,1.44,2.16,0.00,24.48
John Egan,SHU,$3500,D,450,0.00,0.00,0.00,0.00,2.20,0.40,0.00,0.60,1.00,0.40,37.60
Craig Cathcart,WAT,$2700,D,360,0.00,0.00,0.00,0.00,0.50,0.00,0.00,1.50,0.75,0.25,47.75
