,,,,,,,,,,,,,,,
Name,Team,Salary,Position,MIN,G,A,S,SOG,INT,CR,CC,TKLW,FC,FS,P
Sadio Mane,LIV,$10000,M/F,788,0.57,0.11,2.40,1.14,0.91,0.91,2.06,1.26,1.71,1.71,33.69
Reiss Nelson,ARS,$5400,M/F,151,0.00,0.00,2.38,1.79,0.00,2.98,1.79,1.19,2.38,1.19,38.15
Pablo Fornals,WHU,$4500,M,418,0.00,0.00,2.37,0.43,0.43,4.31,1.29,1.29,0.65,1.08,35.31
Allan Saint-Maximin,NEW,$5400,M,314,0.00,0.00,2.29,0.57,0.00,3.15,2.01,0.00,0.57,2.01,17.77
Diogo Jota,WLV,$7000,M/F,552,0.16,0.00,2.28,0.65,0.49,1.14,0.82,0.49,1.47,2.61,32.61
Andriy Yarmolenko,WHU,$5200,F,593,0.46,0.15,2.28,1.06,0.46,1.37,2.12,0.91,1.37,0.91,36.27
Raul Jimenez,WLV,$7800,F,855,0.32,0.21,2.21,0.84,0.53,0.84,1.37,0.21,0.95,0.63,27.58
David Silva,MCI,$6300,M,655,0.41,0.55,2.20,0.82,0.69,1.65,1.79,0.41,1.10,0.69,64.58
Felipe Anderson,WHU,$5000,M,662,0.00,0.41,2.18,0.95,1.36,2.31,1.63,2.58,0.82,1.90,57.51
Jay Rodriguez,BUR,$5200,M/F,334,0.54,0.00,2.16,1.35,0.00,0.27,0.27,1.08,1.08,0.54,15.63
Chris Wood,BUR,$6600,F,757,0.48,0.00,2.14,1.07,0.00,0.36,0.59,0.36,0.59,1.07,16.88
Wesley Moraes,AVL,$4900,F,844,0.43,0.11,2.13,1.28,0.32,0.21,0.53,0.43,2.35,0.96,15.14
Sebastien Haller,WHU,$5500,F,810,0.44,0.11,2.11,1.11,0.67,0.22,1.11,0.78,1.67,1.67,30.44
Callum Robinson,SHU,$6100,M/F,543,0.17,0.00,1.99,0.66,0.99,1.66,0.17,0.17,1.16,0.50,17.24
Oliver McBurnie,SHU,$7200,F,465,0.19,0.00,1.94,0.39,0.77,0.19,0.58,0.58,1.74,0.58,21.68
Glenn Murray,BHA,$4800,F,279,0.00,0.00,1.94,0.32,0.00,0.97,0.65,0.00,2.90,1.94,20.32
Douglas Luiz,AVL,$3800,M,384,0.47,0.00,1.88,0.70,0.70,0.47,0.70,0.70,1.17,1.88,44.06
Pascal Gross,BHA,$8000,M/F,692,0.13,0.13,1.82,0.26,0.39,5.85,3.25,0.78,0.78,0.52,48.90
Jack Grealish,AVL,$8700,M,894,0.20,0.30,1.81,0.60,0.70,2.01,2.62,1.01,1.01,4.13,42.58
Marco Stiepermann,NOR,$3900,M,651,0.00,0.00,1.80,0.55,0.55,0.41,0.83,0.69,1.66,1.24,31.38
Johann Berg Gudmundsson,BUR,$6700,M/F,312,0.29,0.00,1.73,0.58,1.44,5.77,2.02,0.00,0.29,0.29,16.15
Jonjo Shelvey,NEW,$7000,M,312,0.29,0.00,1.73,0.58,0.58,2.88,2.02,0.29,0.00,0.87,40.38
James Ward-Prowse,SOU,$8000,M,900,0.10,0.00,1.70,0.60,1.10,5.20,1.50,0.90,0.90,0.80,34.30
Joelinton,NEW,$5700,F,802,0.11,0.00,1.68,0.34,0.34,0.00,1.12,0.56,1.01,0.79,27.04
Todd Cantwell,NOR,$4500,M,814,0.22,0.22,1.66,0.77,0.77,0.11,1.66,0.66,1.00,1.99,36.27
Ilkay Gundogan,MCI,$5500,M,597,0.15,0.00,1.66,0.45,1.51,2.26,1.81,0.75,0.60,0.45,77.04
Divock Origi,LIV,$8000,F,226,0.40,0.00,1.59,0.40,0.80,4.38,1.19,2.39,1.19,1.99,26.68
Robert Snodgrass,WHU,$6300,M,230,0.39,0.00,1.57,1.17,0.39,12.13,1.57,0.78,1.57,2.35,34.83
Miguel Almiron,NEW,$5900,M/F,823,0.00,0.00,1.53,0.22,0.55,0.87,0.55,1.09,0.66,2.08,23.29
Manuel Lanzini,WHU,$6100,M,653,0.00,0.14,1.52,0.28,0.69,3.45,2.48,0.55,0.14,1.65,52.37
Jeff Hendrick,BUR,$3300,M,478,0.38,0.00,1.51,0.56,1.13,0.94,0.38,0.19,0.75,0.19,29.56
John Fleck,SHU,$6500,M,659,0.00,0.00,1.50,0.41,0.68,5.33,2.05,0.96,0.68,0.00,34.69
Morgan Gibbs-White,WLV,$3000,M,120,0.00,0.00,1.50,0.00,1.50,1.50,2.25,0.00,1.50,0.75,51.00
Joao Cancelo,MCI,$4700,D,307,0.00,0.00,1.47,0.59,1.17,3.81,1.47,2.93,1.17,0.88,75.64
Dwight McNeil,BUR,$7300,M/F,879,0.10,0.31,1.43,0.20,0.72,6.14,1.13,1.02,0.61,1.02,21.60
Ruben Neves,WLV,$3200,M,696,0.13,0.00,1.42,0.26,1.42,1.55,0.39,1.03,1.16,0.65,57.93
Pierre-Emile Hojbjerg,SOU,$4500,M,827,0.00,0.00,1.41,0.33,1.20,0.65,1.31,0.87,1.96,0.76,61.05
Georginio Wijnaldum,LIV,$4300,M,840,0.11,0.00,1.39,0.64,0.64,0.00,0.11,0.54,0.54,1.29,47.68
Nicolas Otamendi,MCI,$3400,D,603,0.15,0.00,1.34,0.60,1.04,0.00,0.30,0.60,1.19,0.30,79.40
Solomon March,BHA,$5300,M,471,0.00,0.19,1.34,0.57,1.72,4.01,1.53,0.96,0.57,0.76,39.17
Pedro Neto,WLV,$5600,F,135,0.00,0.67,1.33,0.67,0.67,4.00,1.33,0.00,0.67,0.00,40.00
Calum Chambers,ARS,$3700,D,495,0.18,0.00,1.27,0.18,1.27,4.55,0.91,0.91,1.64,0.00,52.91
Dani Ceballos,ARS,$5700,M,574,0.00,0.31,1.25,0.47,0.00,4.55,1.57,1.41,0.78,2.51,63.66
Fabian Schar,NEW,$3400,D,795,0.11,0.00,1.25,0.23,2.49,0.11,0.00,1.25,1.58,0.79,36.45
Adama Traore,WLV,$6600,M/F,652,0.28,0.14,1.24,0.28,0.55,4.69,1.24,1.38,0.69,2.62,25.67
Oleksandr Zinchenko,MCI,$4500,D,585,0.00,0.00,1.23,0.31,0.77,3.38,1.69,1.38,1.08,0.15,78.92
Aaron Cresswell,WHU,$4700,D,444,0.41,0.00,1.22,0.61,1.01,3.04,0.00,1.01,0.61,1.22,41.35
Trent Alexander-Arnold,LIV,$7300,D,900,0.10,0.20,1.20,0.50,1.50,10.90,3.70,1.00,0.80,0.20,67.20
Matt Doherty,WLV,$4000,D,549,0.16,0.00,1.15,0.49,1.80,1.15,0.33,0.66,1.15,0.66,41.64
Davy Propper,BHA,$4200,M,720,0.00,0.13,1.13,0.25,1.13,1.13,1.25,1.88,1.88,0.50,56.63
Jetro Willems,NEW,$4800,D,568,0.16,0.16,1.11,0.32,0.63,2.22,0.95,1.74,0.48,0.95,26.94
Emiliano Buendia,NOR,$6200,M,893,0.00,0.40,1.11,0.40,0.40,5.95,2.62,0.91,1.31,1.51,51.50
Bukayo Saka,ARS,$6100,M/F,327,0.00,0.28,1.10,0.28,0.00,1.93,1.65,1.38,1.65,1.38,24.77
Moritz Leitner,NOR,$3600,M,684,0.00,0.00,1.05,0.00,1.18,0.66,0.92,1.18,1.05,1.32,74.08
John Lundstram,SHU,$4800,M,870,0.10,0.10,1.03,0.21,1.76,1.76,1.03,0.62,1.03,0.21,41.90
Sean Longstaff,NEW,$4100,M,615,0.00,0.15,1.02,0.44,1.32,2.49,1.61,1.02,1.32,1.17,42.00
Matt Ritchie,NEW,$6900,M,270,0.00,0.00,1.00,0.33,1.67,7.67,2.33,1.33,1.67,1.33,34.33
Andrew Robertson,LIV,$5500,D,900,0.00,0.30,1.00,0.30,1.70,6.10,1.40,0.90,0.60,0.70,74.70
Dejan Lovren,LIV,$3700,D,180,0.00,0.00,1.00,0.50,2.00,0.00,0.00,1.00,1.00,0.50,72.50
Aaron Mooy,BHA,$5200,M,275,0.00,0.00,0.98,0.00,1.31,4.58,0.65,2.29,0.98,0.33,52.04
Steven Alzate,BHA,,,367,0.00,0.00,0.98,0.25,0.49,0.00,0.49,1.47,0.98,1.47,39.97
Kenny McLean,NOR,$4200,M,651,0.14,0.00,0.97,0.14,1.66,0.69,0.55,1.24,0.83,1.94,51.84
Jannik Vestergaard,SOU,$2700,D,754,0.12,0.00,0.95,0.48,1.55,0.12,0.60,0.84,0.48,0.36,43.81
Mark Noble,WHU,$4300,M,671,0.13,0.00,0.94,0.40,0.40,0.67,0.67,1.07,1.48,1.21,52.98
Isaac Hayden,NEW,$3500,M,583,0.00,0.15,0.93,0.15,2.01,0.77,0.62,1.70,0.77,0.77,28.87
Dale Stephens,BHA,$4600,M,887,0.00,0.00,0.91,0.20,2.23,0.20,0.51,1.72,1.62,0.61,66.87
Yoshinori Muto,NEW,$4100,F,101,0.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.89,0.89,15.15
Benjamin Mendy,MCI,$4200,D,208,0.00,0.00,0.87,0.00,0.00,5.19,0.00,0.43,0.87,0.00,72.26
Jonny,WLV,$3900,D,730,0.12,0.00,0.86,0.37,1.85,2.10,0.49,1.73,1.36,0.62,32.92
Maya Yoshida,SOU,$2900,D,553,0.00,0.00,0.81,0.49,0.65,0.00,0.00,0.81,0.49,0.81,42.97
Virgil van Dijk,LIV,$4100,D,900,0.10,0.00,0.80,0.30,1.20,0.00,0.10,0.50,0.40,0.50,76.90
David Luiz,ARS,$3200,D,810,0.22,0.00,0.78,0.44,1.56,0.22,0.00,0.44,0.78,0.44,49.78
Joe Willock,ARS,$3200,M,353,0.00,0.00,0.76,0.00,0.51,0.25,1.78,0.76,1.27,1.27,40.28
Tom Trybull,NOR,$3400,M,368,0.00,0.00,0.73,0.00,0.98,0.00,0.24,2.69,2.69,0.73,58.45
Rodri,MCI,$4400,M,740,0.12,0.00,0.73,0.49,0.73,0.00,1.82,1.34,1.46,1.09,80.88
Granit Xhaka,ARS,$4000,M,742,0.00,0.12,0.73,0.24,0.49,0.24,0.85,1.09,2.67,1.33,67.56
Jota,AVL,$4600,M/F,248,0.00,0.36,0.73,0.36,0.73,0.00,1.45,0.00,1.81,0.73,24.31
Matteo Guendouzi,ARS,$3600,M,873,0.00,0.10,0.72,0.41,1.34,0.10,0.93,0.93,1.03,1.86,64.02
Fernandinho,MCI,$3700,M,500,0.00,0.00,0.72,0.18,1.44,0.00,0.18,0.72,0.90,0.54,80.28
Luke Freeman,SHU,$4400,M,254,0.00,0.00,0.71,0.00,2.83,4.25,0.71,1.42,1.42,1.77,32.60
Jack O'Connell,SHU,$4000,D,900,0.00,0.10,0.70,0.10,1.50,0.80,0.40,0.60,0.40,0.70,43.10
Jack Cork,BUR,$3600,M,663,0.00,0.00,0.68,0.27,1.36,0.27,0.68,1.09,0.95,0.95,31.09
Matthew Longstaff,NEW,$3300,M,269,0.33,0.00,0.67,0.33,0.67,0.33,0.67,0.00,1.00,0.00,39.81
Grant Hanley,NOR,$3000,D,270,0.00,0.00,0.67,0.33,1.00,0.00,0.00,0.67,0.67,0.67,47.67
Emil Krafth,NEW,$3100,D,416,0.00,0.00,0.65,0.00,0.87,1.95,0.00,0.87,0.65,0.65,24.01
Romain Saiss,WLV,$3000,M,424,0.21,0.00,0.64,0.64,1.49,0.64,0.42,1.06,1.70,1.06,49.67
Jordan Henderson,LIV,$5100,M,573,0.16,0.00,0.63,0.31,1.26,3.77,0.47,1.57,1.41,0.94,51.20
Max Aarons,NOR,$3200,D,720,0.00,0.00,0.63,0.00,0.50,0.88,0.75,1.50,1.25,1.25,36.13
Christian Atsu,NEW,$4700,M,440,0.00,0.41,0.61,0.20,0.61,2.86,2.05,0.61,0.82,0.61,27.00
James Tarkowski,BUR,$3500,D,900,0.00,0.00,0.60,0.10,1.80,0.10,0.40,1.30,1.00,1.20,31.30
Ashley Westwood,BUR,$4000,M,900,0.00,0.20,0.60,0.00,0.60,3.50,1.70,1.30,1.70,0.80,46.00
Dan Burn,BHA,,,900,0.00,0.00,0.60,0.00,1.70,1.40,0.90,1.10,1.20,0.50,50.90
Enda Stevens,SHU,$5000,D,900,0.00,0.20,0.60,0.00,1.10,3.00,0.90,1.50,1.30,0.50,41.00
George Baldock,SHU,$5400,D,900,0.00,0.10,0.60,0.20,0.90,3.40,0.40,1.10,1.30,0.80,27.30
Declan Rice,WHU,$3400,M,900,0.00,0.00,0.60,0.20,2.20,0.00,0.30,1.90,1.00,0.30,48.10
Billy Sharp,SHU,$5100,F,153,0.59,0.00,0.59,0.59,0.59,0.59,2.94,1.18,3.53,2.35,28.82
Adam Webster,BHA,,,630,0.14,0.00,0.57,0.14,1.86,0.43,0.57,0.71,0.57,0.57,68.43
Kyle Walker,MCI,$4000,D,638,0.00,0.14,0.56,0.14,0.56,1.13,0.71,0.56,0.99,0.28,71.94
Ainsley Maitland-Niles,ARS,$3900,D,491,0.00,0.37,0.55,0.00,2.02,1.28,1.28,1.10,1.10,0.92,49.31
Oliver Norwood,SHU,$5600,M,829,0.00,0.00,0.54,0.22,1.74,5.32,1.95,1.30,0.98,0.87,57.65
Matt Targett,AVL,$4100,D,332,0.27,0.27,0.54,0.27,1.90,2.98,2.17,0.54,0.54,0.81,45.81
Ruben Vinagre,WLV,$3200,D,170,0.00,0.00,0.53,0.00,0.53,2.65,0.53,2.12,2.12,1.06,26.47
Erik Pieters,BUR,$3800,D,865,0.00,0.31,0.52,0.10,1.98,2.18,0.83,2.39,0.73,0.94,35.38
Frederic Guilbert,AVL,$4500,D,715,0.00,0.25,0.50,0.13,2.77,4.91,0.76,0.88,1.76,1.01,32.35
Ben Mee,BUR,$3200,D,900,0.00,0.00,0.50,0.20,1.60,0.00,0.40,0.60,0.30,0.90,33.70
Issa Diop,WHU,$2700,D,900,0.00,0.00,0.50,0.30,1.60,0.10,0.10,0.70,1.40,0.60,37.70
Fabian Balbuena,WHU,$3100,D,181,0.00,0.00,0.50,0.00,0.99,0.00,0.00,0.99,1.49,0.50,51.22
Martin Montoya,BHA,$4700,D,765,0.00,0.00,0.47,0.12,1.06,1.65,0.71,1.41,1.18,1.18,47.76
Leander Dendoncker,WLV,$3400,M,771,0.00,0.00,0.47,0.00,1.05,0.35,0.23,0.70,0.58,0.12,33.97
Sam Byram,NOR,$3500,D,205,0.00,0.00,0.44,0.00,3.07,0.88,0.00,1.76,0.88,1.32,44.34
Fabinho,LIV,$4500,M,826,0.00,0.11,0.44,0.11,1.42,0.54,1.42,1.63,1.20,0.76,67.66
Joel Matip,LIV,$3600,D,630,0.14,0.00,0.43,0.14,1.71,0.14,0.14,1.29,0.86,0.71,70.14
Arthur Masuaku,WHU,$3600,D,427,0.00,0.21,0.42,0.00,1.90,1.48,1.05,2.53,1.26,1.05,50.59
Oriol Romeu,SOU,$3900,M,866,0.00,0.00,0.42,0.00,1.45,0.31,0.73,2.60,1.66,0.62,52.59
Jamaal Lascelles,NEW,$2600,D,892,0.10,0.00,0.40,0.10,1.61,0.00,0.10,0.10,0.91,0.40,28.15
Yan Valery,SOU,$3500,D,469,0.00,0.00,0.38,0.19,1.34,1.73,0.38,0.38,0.58,0.96,26.48
Aaron Lennon,BUR,$3800,M,239,0.00,0.00,0.38,0.00,0.75,1.13,0.00,1.13,1.51,1.51,23.35
Angelo Ogbonna,WHU,$3200,D,720,0.00,0.00,0.38,0.25,0.25,0.13,0.13,1.00,0.75,0.38,33.75
Ryan Bertrand,SOU,$5100,D,494,0.00,0.00,0.36,0.00,1.28,4.55,1.46,0.55,0.55,1.09,37.89
Kevin Danso,SOU,$3200,D,261,0.00,0.34,0.34,0.00,0.69,1.38,0.69,0.69,1.38,0.00,43.10
Cedric Soares,SOU,$4100,D,270,0.00,0.00,0.33,0.00,1.33,4.33,1.00,2.33,0.00,0.00,39.33
Ciaran Clark,NEW,$3700,D,270,0.00,0.00,0.33,0.00,1.33,0.00,0.00,1.33,1.67,0.67,23.67
John Stones,MCI,$3100,D,281,0.00,0.00,0.32,0.32,0.64,0.00,0.32,1.28,0.00,0.32,67.26
Neil Taylor,AVL,$3400,D,568,0.00,0.00,0.32,0.00,1.43,1.11,0.16,0.79,0.79,0.63,36.92
Ben Godfrey,NOR,$2500,D,860,0.00,0.00,0.31,0.10,1.26,0.00,0.00,0.52,0.42,0.10,54.63
Sead Kolasinac,ARS,$3600,D,574,0.00,0.16,0.31,0.00,0.63,2.04,1.10,0.94,0.78,0.94,44.37
Chris Basham,SHU,$3800,D,868,0.00,0.00,0.31,0.00,1.76,0.62,0.21,1.66,0.52,1.24,33.08
Bjorn Engels,AVL,$2900,D,885,0.00,0.00,0.31,0.00,1.42,0.10,0.00,0.31,0.31,0.20,43.12
Ibrahim Amadou,NOR,$3000,M,594,0.00,0.00,0.30,0.00,1.82,0.00,0.00,1.36,0.91,0.15,42.27
Lewis Dunk,BHA,$4600,D,900,0.00,0.20,0.30,0.10,2.10,0.00,0.40,0.60,0.70,0.80,65.40
Aymeric Laporte,MCI,$3700,D,307,0.00,0.00,0.29,0.29,2.35,0.00,0.59,0.29,1.17,0.88,94.98
Paul Dummett,NEW,$3600,D,630,0.00,0.00,0.29,0.29,1.57,0.57,0.14,1.57,0.29,0.43,33.57
Shane Duffy,BHA,$2500,D,380,0.00,0.00,0.24,0.00,2.13,0.00,0.00,0.95,0.95,1.18,48.32
Joao Moutinho,WLV,$6000,M,810,0.00,0.11,0.22,0.11,1.78,4.78,1.67,2.22,1.89,0.67,53.11
Jamal Lewis,NOR,$3400,D,875,0.00,0.00,0.21,0.10,0.72,1.75,0.72,0.93,0.62,1.13,42.38
John Egan,SHU,$3500,D,900,0.00,0.00,0.20,0.00,2.10,0.20,0.00,0.90,0.80,0.40,33.80
Sokratis Papastathopoulos,ARS,$2800,D,900,0.10,0.00,0.20,0.10,1.00,0.00,0.20,0.80,0.70,0.70,49.40
Ryan Bennett,WLV,$2600,D,455,0.00,0.00,0.20,0.00,1.58,0.79,0.40,0.40,0.79,0.20,31.85
Marvelous Nakamba,AVL,$3900,M,526,0.00,0.00,0.17,0.17,1.54,0.00,1.03,1.54,0.51,1.37,38.84
Matthew Lowton,BUR,$3700,D,900,0.00,0.10,0.10,0.00,2.20,3.00,1.10,1.20,1.00,0.60,31.40
Tyrone Mings,AVL,$2600,D,900,0.00,0.10,0.10,0.00,1.00,0.30,0.30,0.30,0.60,0.10,45.60
Jan Bednarek,SOU,$2500,D,900,0.00,0.00,0.10,0.00,2.40,0.00,0.10,1.20,0.90,0.40,43.50
Pablo Zabaleta,WHU,$3400,D,127,0.00,0.00,0.00,0.00,2.13,4.96,0.71,2.13,0.71,2.13,55.28
Jack Stephens,SOU,$2900,D,118,0.00,0.00,0.00,0.00,3.05,0.00,0.00,1.53,0.00,0.76,39.66
Shane Long,SOU,$6300,F,104,0.00,0.00,0.00,0.00,0.00,1.73,0.00,0.00,3.46,3.46,25.10
Alexander Tettey,NOR,$3800,M,286,0.00,0.00,0.00,0.00,1.26,0.31,0.00,1.26,0.00,0.31,40.59
Conor Coady,WLV,$2500,D,900,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.80,0.60,0.10,44.90
Jesus Vallejo,WLV,$2500,D,162,0.00,0.00,0.00,0.00,1.11,0.56,0.00,0.56,1.11,0.56,65.56
Willy Boly,WLV,$2900,D,719,0.00,0.13,0.00,0.00,1.88,0.25,0.63,1.50,1.25,0.50,42.68
Jack Wilshere,WHU,$4000,M,175,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.57,32.91
Ryan Fredericks,WHU,$3900,D,800,0.00,0.11,0.00,0.00,1.01,1.91,1.01,1.69,1.01,0.68,37.13
Ahmed Elmohamady,AVL,$4200,D,230,0.00,0.00,0.00,0.00,1.57,6.26,2.74,0.78,1.17,0.78,48.13
DeAndre Yedlin,NEW,$4300,D,286,0.00,0.00,0.00,0.00,0.63,3.15,0.31,1.89,0.63,1.57,28.01
Javier Manquillo,NEW,$4600,D,215,0.00,0.00,0.00,0.00,1.26,2.09,0.42,2.93,2.09,0.00,20.51
Ki Sung-yueng,NEW,$3700,M,136,0.00,0.00,0.00,0.00,1.99,3.31,1.32,0.66,0.66,1.99,43.68
Federico Fernandez,NEW,$3900,D,113,0.00,0.80,0.00,0.00,0.80,2.39,0.80,1.59,0.80,0.00,42.21
Joe Gomez,LIV,$3400,D,96,0.00,0.00,0.00,0.00,0.94,0.00,0.94,0.94,2.81,0.00,52.50
