,,,,,,,,,,,,,,,
Name,Team,Salary,Position,MIN,G,A,S,SOG,INT,CR,CC,TKLW,FC,FS,P
Dominic Solanke,BOU,$3800,F,229,0.00,0.00,2.75,1.57,1.18,0.39,1.18,0.00,0.39,1.97,26.33
Christian Eriksen,TOT,$6500,M,334,0.27,0.00,2.69,1.35,0.81,6.47,2.69,0.81,1.08,0.27,57.40
Trezeguet,AVL,$5300,M,354,0.00,0.00,2.54,1.02,0.76,3.05,1.02,0.76,2.54,1.78,19.58
Andre Gray,WAT,$4800,F,321,0.28,0.00,2.52,0.84,0.00,0.28,1.40,0.28,0.84,0.28,15.14
Nathan Redmond,SOU,$5500,M/F,358,0.25,0.00,2.51,1.01,0.25,0.25,1.76,1.01,1.26,0.75,32.68
Pedro,CHE,$7800,M/F,180,0.00,0.00,2.50,0.50,2.00,2.50,3.50,0.50,1.00,2.00,39.50
Raul Jimenez,WLV,$7800,F,505,0.36,0.00,2.50,1.07,0.71,0.71,1.25,0.18,0.53,0.71,28.16
Che Adams,SOU,$5600,F,449,0.00,0.00,2.41,0.40,0.20,1.20,1.20,0.00,1.20,0.40,17.04
Sebastien Haller,WHU,$5500,F,450,0.60,0.00,2.40,1.20,1.00,0.20,0.60,1.40,1.20,1.40,33.40
Cheikhou Kouyate,CRY,$3400,M,339,0.00,0.00,2.39,0.27,1.59,0.27,0.53,1.06,1.06,1.06,27.61
Roberto Pereyra,WAT,$4500,M,309,0.29,0.00,2.33,0.58,0.58,0.87,1.46,0.58,0.87,2.33,43.98
Anwar El Ghazi,AVL,$6800,M,354,0.25,0.25,2.29,1.27,0.76,5.08,1.27,0.51,0.76,1.02,23.64
Felipe Anderson,WHU,$5000,M,371,0.00,0.49,2.18,0.73,1.21,2.67,2.18,2.43,0.49,1.94,61.62
Diogo Jota,WLV,$7000,M/F,454,0.20,0.00,2.18,0.40,0.40,0.99,0.79,0.40,1.19,2.38,32.11
Jeff Hendrick,BUR,$3300,M,124,0.73,0.00,2.18,1.45,2.18,0.73,0.00,0.00,0.00,0.73,30.48
Jordan Ayew,CRY,$5500,F,366,0.49,0.00,1.97,1.48,0.25,0.00,0.74,1.23,1.48,2.46,21.15
Christian Benteke,CRY,$4900,F,232,0.00,0.00,1.94,1.16,0.39,0.00,1.94,1.94,1.16,1.16,23.66
Ruben Neves,WLV,$3200,M,468,0.19,0.00,1.92,0.38,1.15,2.12,0.58,0.58,0.96,0.38,58.27
Wesley Moraes,AVL,$4900,F,519,0.35,0.00,1.91,1.21,0.17,0.35,0.52,0.69,1.73,0.87,16.30
Wilfried Zaha,CRY,$7500,M/F,475,0.00,0.00,1.89,0.76,0.57,1.14,0.38,0.95,2.08,4.36,28.80
Chris Wood,BUR,$6600,F,487,0.37,0.00,1.85,0.92,0.00,0.37,0.74,0.00,0.55,0.74,16.82
James Ward-Prowse,SOU,$8000,M,540,0.17,0.00,1.83,0.33,0.83,5.83,1.50,0.83,0.83,0.83,36.50
Jay Rodriguez,BUR,$5200,M/F,99,0.00,0.00,1.82,0.91,0.00,0.00,0.00,0.91,0.91,0.91,12.73
Daryl Janmaat,WAT,$4400,D,102,0.00,0.00,1.76,0.00,0.88,4.41,0.00,0.00,1.76,0.00,42.35
Glenn Murray,BHA,$4800,F,257,0.00,0.00,1.75,0.35,0.00,0.70,0.70,0.00,2.80,2.10,19.61
Erik Lamela,TOT,$6700,M/F,464,0.39,0.19,1.75,0.78,0.39,4.85,1.75,1.55,1.94,0.97,37.82
Max Meyer,CRY,$3900,M,155,0.00,0.00,1.74,0.58,0.58,1.74,0.00,1.74,1.16,0.58,22.06
Abdoulaye Doucoure,WAT,$3600,M,521,0.00,0.00,1.73,0.35,1.38,0.00,1.73,0.86,1.21,0.52,58.56
Jeffrey Schlupp,CRY,$4400,M,369,0.00,0.24,1.71,0.73,1.22,0.98,0.98,1.22,1.71,1.95,20.24
Manuel Lanzini,WHU,$6100,M,448,0.00,0.20,1.61,0.40,1.00,4.02,3.01,0.40,0.00,1.21,53.44
Pierre-Emile Hojbjerg,SOU,$4500,M,467,0.00,0.00,1.54,0.39,1.73,1.16,0.77,1.35,1.73,0.77,64.75
Willian,CHE,$9500,M/F,235,0.00,0.00,1.53,0.00,0.77,3.06,0.00,1.53,0.77,3.06,48.64
Adama Traore,WLV,$6600,M/F,295,0.00,0.31,1.53,0.00,0.61,5.49,1.53,0.31,0.92,3.36,26.85
Troy Deeney,WAT,$5300,F,180,0.00,0.00,1.50,1.00,0.00,0.00,1.00,1.00,1.50,1.00,24.00
Philip Billing,BOU,$3200,M,495,0.00,0.18,1.45,0.18,3.64,0.18,0.73,2.00,1.64,0.18,40.36
Emerson Palmieri,CHE,$5500,D,375,0.00,0.00,1.44,0.96,2.40,3.60,1.44,2.16,0.48,1.68,65.04
Pablo Fornals,WHU,$4500,M,254,0.00,0.00,1.42,0.35,0.35,2.83,0.71,1.77,0.35,1.42,37.56
Dwight McNeil,BUR,$7300,M/F,519,0.00,0.35,1.39,0.00,0.69,7.11,1.04,1.04,0.69,1.21,19.77
N'Golo Kante,CHE,$5500,M,197,0.46,0.00,1.37,0.46,1.37,0.46,0.46,0.91,1.37,0.91,46.14
Marco Stiepermann,NOR,$3900,M,464,0.00,0.00,1.36,0.58,0.78,0.39,0.58,0.58,1.55,1.55,32.39
Davy Propper,BHA,$4200,M,540,0.00,0.17,1.33,0.33,1.00,1.17,1.17,1.67,1.33,0.50,55.17
Christian Pulisic,CHE,$9200,M/F,277,0.00,0.32,1.30,0.32,0.65,1.62,1.30,0.97,0.65,1.62,34.77
Ryan Fraser,BOU,$5200,M,420,0.21,0.21,1.29,0.43,0.64,6.21,1.29,0.21,0.21,2.14,29.36
Will Hughes,WAT,$4300,M,424,0.21,0.21,1.27,0.21,1.70,1.06,1.06,1.70,1.70,2.33,30.35
Pascal Gross,BHA,$8000,M/F,356,0.00,0.00,1.26,0.00,0.00,6.32,3.79,0.76,1.01,0.76,52.84
Robert Snodgrass,WHU,$6300,M,144,0.00,0.00,1.25,1.25,0.63,8.75,1.25,1.25,1.88,2.50,35.00
Callum Wilson,BOU,$4700,F,518,0.69,0.00,1.22,1.04,0.35,1.04,1.56,0.35,2.43,1.22,13.03
Todd Cantwell,NOR,$4500,M,527,0.34,0.34,1.20,0.51,0.68,0.17,1.71,0.85,0.68,2.05,38.25
Kurt Zouma,CHE,$3700,D,453,0.00,0.00,1.19,0.20,1.99,0.00,0.00,0.20,0.79,0.99,66.16
Johann Berg Gudmundsson,BUR,$6700,M/F,228,0.39,0.00,1.18,0.39,1.58,5.92,2.76,0.00,0.39,0.39,15.39
Emiliano Buendia,NOR,$6200,M,533,0.00,0.68,1.18,0.51,0.34,5.07,2.36,0.68,0.84,1.01,49.31
Romain Saiss,WLV,$3000,M,231,0.39,0.00,1.17,1.17,1.17,0.78,0.00,0.78,2.34,1.17,47.14
Jannik Vestergaard,SOU,$2700,D,540,0.17,0.00,1.17,0.67,2.00,0.17,0.50,1.00,0.50,0.33,42.67
Nathan Ake,BOU,$3300,D,540,0.17,0.00,1.17,0.33,2.33,0.33,0.33,1.33,0.33,1.00,38.33
Jack Grealish,AVL,$8700,M,540,0.00,0.33,1.17,0.00,0.33,2.33,2.50,1.50,1.00,3.83,41.33
Marcos Alonso,CHE,$5700,D,166,0.00,0.54,1.08,0.00,2.17,6.51,2.17,2.17,1.63,1.08,53.13
Solomon March,BHA,$5300,M,426,0.00,0.21,1.06,0.63,1.48,4.23,1.48,1.06,0.42,0.42,39.30
Moussa Sissoko,TOT,$4300,M,517,0.00,0.17,1.04,0.00,0.35,2.44,0.70,0.17,2.09,1.04,57.79
Joshua King,BOU,$4500,F,528,0.17,0.17,1.02,0.51,0.34,0.51,1.36,0.51,1.19,1.53,22.33
Mark Noble,WHU,$4300,M,354,0.25,0.00,1.02,0.76,0.76,0.51,0.76,1.78,2.54,2.03,50.34
Frederic Guilbert,AVL,$4500,D,355,0.00,0.00,1.01,0.25,3.80,3.04,0.51,1.01,1.77,1.27,29.66
Douglas Luiz,AVL,$3800,M,268,0.34,0.00,1.01,0.34,1.01,0.34,1.01,1.01,1.34,2.69,43.32
Gary Cahill,CRY,$2700,D,360,0.00,0.00,1.00,0.25,0.00,0.00,0.25,0.00,0.75,0.50,38.50
Aaron Cresswell,WHU,$4700,D,180,0.50,0.00,1.00,0.50,0.50,2.50,0.00,1.00,0.50,0.50,36.50
Craig Dawson,WAT,$2500,D,540,0.00,0.00,1.00,0.17,1.00,0.00,0.00,0.67,1.33,0.17,44.00
Serge Aurier,TOT,$5200,D,180,0.00,0.50,1.00,0.00,3.50,5.00,2.00,1.00,2.00,1.50,50.00
Jonny,WLV,$3900,D,450,0.00,0.00,1.00,0.40,2.20,2.40,0.40,2.40,1.00,0.40,32.60
Harry Winks,TOT,$3500,M,457,0.00,0.00,0.98,0.20,0.79,0.79,1.18,0.98,0.98,1.58,85.27
Moritz Leitner,NOR,$3600,M,370,0.00,0.00,0.97,0.00,1.22,0.24,1.22,0.73,0.97,0.73,82.70
Maya Yoshida,SOU,$2900,D,193,0.00,0.00,0.93,0.47,0.47,0.00,0.00,0.93,0.00,0.47,42.90
Olivier Giroud,CHE,$7600,F,100,0.00,0.00,0.90,0.90,0.00,0.00,3.60,0.00,3.60,0.90,26.10
Matt Doherty,WLV,$4000,D,302,0.00,0.00,0.89,0.60,0.89,1.19,0.00,0.89,1.49,0.30,36.06
Leander Dendoncker,WLV,$3400,M,411,0.00,0.00,0.88,0.00,1.31,0.22,0.44,0.66,0.22,0.00,33.28
Dale Stephens,BHA,$4600,M,528,0.00,0.00,0.85,0.17,1.53,0.34,0.51,1.88,1.36,0.51,62.90
Conor Hourihane,AVL,$5700,M,106,0.00,0.00,0.85,0.00,1.70,4.25,2.55,1.70,0.00,0.85,43.30
James Tarkowski,BUR,$3500,D,540,0.00,0.00,0.83,0.17,1.50,0.17,0.17,1.50,1.00,1.17,30.67
Patrick van Aanholt,CRY,$4500,D,540,0.17,0.00,0.83,0.17,1.50,0.83,0.33,0.33,0.17,0.33,39.17
Luka Milivojevic,CRY,$6600,M,540,0.00,0.00,0.83,0.33,1.83,7.50,2.00,0.67,2.83,0.67,51.00
Etienne Capoue,WAT,$4100,M,443,0.00,0.00,0.81,0.20,3.66,0.00,0.41,1.02,1.83,1.63,56.28
Jota,AVL,$4600,M/F,248,0.00,0.36,0.73,0.36,0.73,0.00,1.45,0.00,1.81,0.73,24.31
Jorginho,CHE,$4300,M,504,0.00,0.18,0.71,0.00,2.14,0.36,1.07,1.96,1.25,1.07,71.25
Andros Townsend,CRY,$5700,M/F,261,0.00,0.00,0.69,0.69,1.38,3.45,0.69,3.79,0.34,2.07,24.83
Jack Cork,BUR,$3600,M,528,0.00,0.00,0.68,0.34,1.36,0.00,0.68,1.36,0.85,0.85,29.15
Diego Rico,BOU,$4900,D,269,0.00,0.67,0.67,0.00,3.68,4.01,1.34,1.67,0.33,0.67,40.82
Ashley Westwood,BUR,$4000,M,540,0.00,0.17,0.67,0.00,0.33,3.50,2.00,1.00,1.67,1.00,41.33
Fikayo Tomori,CHE,$3500,D,270,0.33,0.00,0.67,0.33,3.00,0.00,0.67,2.00,0.33,1.00,73.33
Grant Hanley,NOR,$3000,D,270,0.00,0.00,0.67,0.33,1.00,0.00,0.00,0.67,0.67,0.67,47.67
Declan Rice,WHU,$3400,M,540,0.00,0.00,0.67,0.00,1.83,0.00,0.33,2.00,1.00,0.33,42.33
Chris Mepham,BOU,$3200,D,271,0.33,0.00,0.66,0.33,2.32,0.66,0.00,1.33,1.00,1.00,41.18
Tanguy Ndombele,TOT,$5200,M,288,0.31,0.31,0.63,0.31,1.25,0.94,0.94,3.13,1.88,1.25,51.88
Mateo Kovacic,CHE,$4600,M,442,0.00,0.20,0.61,0.00,0.81,0.20,0.81,1.63,0.20,2.04,63.33
Jefferson Lerma,BOU,$3600,M,463,0.00,0.00,0.58,0.00,2.14,0.19,0.00,0.78,1.56,0.97,42.38
Adam Smith,BOU,$3600,D,312,0.00,0.00,0.58,0.29,0.29,1.15,0.00,1.44,0.87,1.73,34.04
Tom Trybull,NOR,$3400,M,328,0.00,0.00,0.55,0.00,1.10,0.00,0.27,2.74,2.74,0.82,58.17
Marvelous Nakamba,AVL,$3900,M,166,0.00,0.00,0.54,0.54,1.08,0.00,0.00,2.17,0.54,1.08,40.12
Arthur Masuaku,WHU,$3600,D,337,0.00,0.27,0.53,0.00,1.60,1.60,1.07,2.94,1.07,1.34,54.21
Oriol Romeu,SOU,$3900,M,514,0.00,0.00,0.53,0.00,1.23,0.35,1.05,3.50,1.75,0.88,51.65
Max Aarons,NOR,$3200,D,360,0.00,0.00,0.50,0.00,0.50,0.75,0.50,1.50,1.00,1.25,36.25
Scott Dann,CRY,$3300,D,180,0.00,0.00,0.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,52.50
Dan Burn,BHA,,,540,0.00,0.00,0.50,0.00,1.83,1.33,0.83,0.83,1.33,0.67,56.33
Erik Pieters,BUR,$3800,D,540,0.00,0.33,0.50,0.00,2.00,1.83,0.83,3.00,0.50,1.33,37.83
Ben Mee,BUR,$3200,D,540,0.00,0.00,0.50,0.17,1.67,0.00,0.33,0.50,0.17,0.83,32.67
Issa Diop,WHU,$2700,D,540,0.00,0.00,0.50,0.33,1.67,0.17,0.17,0.67,1.50,0.83,29.67
Kiko Femenia,WAT,$3800,D,540,0.00,0.00,0.50,0.00,1.00,2.67,1.33,1.33,0.83,0.50,42.17
Christian Kabasele,WAT,$2500,D,180,0.00,0.00,0.50,0.00,2.50,0.00,0.00,1.00,0.50,0.00,26.00
Davinson Sanchez,TOT,$2500,D,360,0.00,0.00,0.50,0.25,0.75,0.00,0.25,1.00,1.50,0.50,62.50
Sam Byram,NOR,$3500,D,181,0.00,0.00,0.50,0.00,2.98,0.99,0.00,1.99,0.99,1.49,40.28
Aaron Lennon,BUR,$3800,M,208,0.00,0.00,0.43,0.00,0.87,0.87,0.00,1.30,1.73,1.30,20.34
Ryan Bertrand,SOU,$5100,D,212,0.00,0.00,0.42,0.00,0.42,3.40,0.85,0.42,0.42,0.85,33.11
James McArthur,CRY,$4600,M,435,0.00,0.00,0.41,0.00,2.28,0.21,1.03,2.28,2.28,0.83,32.07
Jose Holebas,WAT,$5100,D,438,0.00,0.00,0.41,0.21,0.21,6.58,1.23,1.44,1.44,0.21,41.30
Yan Valery,SOU,$3500,D,233,0.00,0.00,0.39,0.00,0.39,2.32,0.77,0.00,0.39,0.77,25.88
Kyle Walker-Peters,TOT,$4300,D,242,0.00,0.00,0.37,0.00,1.12,2.98,0.74,1.86,0.37,1.86,68.80
Toby Alderweireld,TOT,$3000,D,540,0.00,0.17,0.33,0.00,1.00,0.17,0.50,1.00,0.33,0.33,77.67
Cedric Soares,SOU,$4100,D,270,0.00,0.00,0.33,0.00,1.33,4.33,1.00,2.33,0.00,0.00,39.33
Joel Ward,CRY,$4300,D,540,0.00,0.00,0.33,0.00,2.50,0.83,0.33,1.67,1.00,1.33,38.00
Cesar Azpilicueta,CHE,$4300,D,540,0.00,0.33,0.33,0.00,1.17,4.33,1.83,1.50,1.00,0.50,59.17
Ben Godfrey,NOR,$2500,D,540,0.00,0.00,0.33,0.17,1.50,0.00,0.00,0.33,0.17,0.00,52.83
Lewis Dunk,BHA,$4600,D,540,0.00,0.17,0.33,0.00,2.33,0.00,0.17,1.00,0.83,1.17,66.50
Neil Taylor,AVL,$3400,D,540,0.00,0.00,0.33,0.00,1.50,1.17,0.17,0.83,0.83,0.67,36.50
Kenny McLean,NOR,$4200,M,291,0.31,0.00,0.31,0.31,1.24,1.24,0.62,1.55,0.31,1.55,45.77
Shane Duffy,BHA,$2500,D,360,0.00,0.00,0.25,0.00,2.25,0.00,0.00,1.00,1.00,1.25,49.75
Ryan Bennett,WLV,$2600,D,360,0.00,0.00,0.25,0.00,1.25,1.00,0.50,0.50,0.75,0.00,35.00
Andreas Christensen,CHE,$3400,D,402,0.00,0.00,0.22,0.22,1.57,0.00,0.22,0.45,0.67,0.67,49.48
Martin Montoya,BHA,$4700,D,450,0.00,0.00,0.20,0.00,1.00,2.00,0.60,1.20,0.60,1.60,46.80
Angelo Ogbonna,WHU,$3200,D,450,0.00,0.00,0.20,0.20,0.40,0.00,0.00,1.00,1.00,0.60,27.40
Danny Rose,TOT,$4100,D,524,0.00,0.00,0.17,0.00,0.86,4.64,1.37,0.86,1.89,1.72,53.24
Jan Bednarek,SOU,$2500,D,540,0.00,0.00,0.17,0.00,2.17,0.00,0.17,0.83,0.50,0.33,45.33
Tyrone Mings,AVL,$2600,D,540,0.00,0.17,0.17,0.00,1.33,0.50,0.33,0.33,0.67,0.00,45.67
Bjorn Engels,AVL,$2900,D,540,0.00,0.00,0.17,0.00,1.83,0.17,0.00,0.33,0.50,0.17,42.33
Matthew Lowton,BUR,$3700,D,540,0.00,0.00,0.17,0.00,1.33,3.83,1.33,1.17,1.33,0.83,30.33
Steve Cook,BOU,$3000,D,540,0.00,0.00,0.17,0.00,1.83,0.00,0.33,0.33,0.50,1.00,35.17
Charlie Daniels,BOU,$3800,D,127,0.00,0.00,0.00,0.00,0.71,3.54,1.42,0.71,0.00,0.00,26.22
Steven Alzate,BHA,,,90,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,4.00,39.00
Lewis Cook,BOU,$3400,M,90,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,1.00,38.00
Jack Stacey,BOU,$3700,D,180,0.00,0.00,0.00,0.00,0.50,0.50,0.00,1.50,0.00,0.50,31.00
Ahmed Elmohamady,AVL,$4200,D,230,0.00,0.00,0.00,0.00,1.57,6.26,2.74,0.78,1.17,0.78,48.13
Adam Webster,BHA,,,270,0.00,0.00,0.00,0.00,1.67,1.00,0.67,1.00,0.33,0.33,76.33
Mamadou Sakho,CRY,$2500,D,191,0.00,0.00,0.00,0.00,2.36,0.00,0.47,0.00,0.00,0.00,48.53
Martin Kelly,CRY,$3700,D,349,0.00,0.00,0.00,0.00,0.52,0.26,0.00,0.52,0.77,0.00,30.43
Jamal Lewis,NOR,$3400,D,539,0.00,0.00,0.00,0.00,0.67,1.34,0.83,1.00,0.50,1.17,41.41
Ibrahim Amadou,NOR,$3000,M,234,0.00,0.00,0.00,0.00,1.92,0.00,0.00,1.15,1.92,0.00,40.00
Alexander Tettey,NOR,$3800,M,106,0.00,0.00,0.00,0.00,1.70,0.85,0.00,0.00,0.00,0.00,27.17
Jan Vertonghen,TOT,$3900,D,270,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.67,0.33,1.33,60.33
Kevin Danso,SOU,$3200,D,208,0.00,0.43,0.00,0.00,0.87,1.73,0.43,0.87,1.73,0.00,47.60
Adrian Mariappa,WAT,$3100,D,90,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,39.00
Craig Cathcart,WAT,$2700,D,360,0.00,0.00,0.00,0.00,0.50,0.00,0.00,1.50,0.75,0.25,47.75
Jack Wilshere,WHU,$4000,M,121,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.98,31.24
Ryan Fredericks,WHU,$3900,D,530,0.00,0.00,0.00,0.00,1.19,1.87,0.68,1.36,1.19,0.68,33.28
Conor Coady,WLV,$2500,D,540,0.00,0.00,0.00,0.00,0.83,0.00,0.17,1.17,0.67,0.00,41.50
Fabian Balbuena,WHU,$3100,D,91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.98,0.00,39.56
Joao Moutinho,WLV,$6000,M,450,0.00,0.20,0.00,0.00,1.40,6.00,2.40,2.80,2.20,0.80,52.00
Jesus Vallejo,WLV,$2500,D,90,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,1.00,0.00,59.00
Willy Boly,WLV,$2900,D,449,0.00,0.20,0.00,0.00,1.60,0.00,0.80,1.60,1.60,0.40,40.89
Ruben Vinagre,WLV,$3200,D,90,0.00,0.00,0.00,0.00,1.00,3.00,0.00,2.00,2.00,1.00,29.00
