,,,,,,,,,,,,,,,
Name,Team,Salary,Position,MIN,G,A,S,SOG,INT,CR,CC,TKLW,FC,FS,P
Ayoze Perez,LEI,$7700,M/F,418,0.00,0.00,1.08,0.65,0.86,1.94,0.86,1.51,1.08,1.29,35.53
John Lundstram,SHU,$4800,M,600,0.15,0.15,1.05,0.30,2.25,1.80,0.90,0.60,0.90,0.15,42.15
Mark Noble,WHU,$4300,M,429,0.21,0.00,1.05,0.63,0.63,0.63,0.63,1.47,2.31,1.68,49.93
Douglas Luiz,AVL,$3800,M,268,0.34,0.00,1.01,0.34,1.01,0.34,1.01,1.01,1.34,2.69,43.32
Gary Cahill,CRY,$2700,D,450,0.00,0.00,1.00,0.20,0.40,0.00,0.20,0.20,0.60,0.40,38.60
Wilfred Ndidi,LEI,$4100,M,540,0.33,0.00,1.00,0.33,3.83,0.17,0.67,2.50,1.50,0.67,49.83
Dennis Praet,LEI,$4600,M,183,0.00,0.00,0.98,0.00,0.98,0.49,0.49,1.97,1.97,1.48,48.20
Christian Fuchs,LEI,$4500,D,184,0.00,0.00,0.98,0.00,0.00,1.96,0.98,1.47,0.49,0.00,55.27
Moritz Leitner,NOR,$3600,M,460,0.00,0.00,0.98,0.00,1.37,0.39,0.98,0.78,0.98,0.78,82.76
Andros Townsend,CRY,$5700,M/F,281,0.32,0.00,0.96,0.96,1.60,4.16,0.96,3.52,0.32,1.92,26.58
Daryl Janmaat,WAT,$4400,D,192,0.00,0.00,0.94,0.00,0.47,4.22,0.47,0.00,0.94,0.00,56.72
Craig Dawson,WAT,$2500,D,630,0.00,0.00,0.86,0.14,0.86,0.00,0.00,0.57,1.14,0.29,49.00
Jack O'Connell,SHU,$4000,D,630,0.00,0.00,0.86,0.14,1.57,0.57,0.14,0.43,0.29,0.71,39.57
Patrick van Aanholt,CRY,$4500,D,630,0.14,0.00,0.86,0.14,1.43,1.43,0.43,0.29,0.14,0.29,39.86
Luka Milivojevic,CRY,$6600,M,630,0.14,0.00,0.86,0.43,1.71,7.14,1.86,1.14,2.71,0.86,50.14
James Tarkowski,BUR,$3500,D,630,0.00,0.00,0.86,0.14,1.43,0.14,0.14,1.43,1.00,1.29,30.14
Virgil van Dijk,LIV,$4100,D,630,0.14,0.00,0.86,0.29,1.43,0.00,0.14,0.43,0.57,0.14,76.43
Hamza Choudhury,LEI,$3100,M,317,0.00,0.28,0.85,0.28,2.56,0.28,0.85,1.14,0.57,0.85,50.25
Etienne Capoue,WAT,$4100,M,533,0.00,0.00,0.84,0.17,3.38,0.00,0.34,1.01,1.69,1.35,62.48
Bernard,EVE,$4100,M,330,0.27,0.00,0.82,0.27,0.27,1.91,1.36,1.36,1.64,1.09,33.27
Frederic Guilbert,AVL,$4500,D,445,0.00,0.20,0.81,0.20,3.44,4.25,0.61,1.01,2.02,1.01,30.54
Jack Cork,BUR,$3600,M,573,0.00,0.00,0.79,0.31,1.26,0.00,0.63,1.26,1.10,0.79,29.69
Luke Freeman,SHU,$4400,M,242,0.00,0.00,0.74,0.00,2.98,4.46,0.74,1.49,1.49,1.86,33.47
Jota,AVL,$4600,M/F,248,0.00,0.36,0.73,0.36,0.73,0.00,1.45,0.00,1.81,0.73,24.31
Ricardo Pereira,LEI,$5600,D,630,0.29,0.00,0.71,0.29,1.57,2.00,0.71,2.57,1.71,1.71,61.43
Declan Rice,WHU,$3400,M,630,0.00,0.00,0.71,0.14,2.43,0.00,0.29,2.14,1.14,0.29,44.29
James McArthur,CRY,$4600,M,514,0.00,0.00,0.70,0.00,2.10,0.70,1.23,1.93,2.28,1.05,34.67
Jose Holebas,WAT,$5100,D,528,0.00,0.00,0.68,0.34,0.17,6.48,1.19,1.53,1.36,0.34,43.47
Jordan Henderson,LIV,$5100,M,400,0.00,0.00,0.68,0.23,1.13,3.60,0.45,1.35,1.58,0.90,51.98
Grant Hanley,NOR,$3000,D,270,0.00,0.00,0.67,0.33,1.00,0.00,0.00,0.67,0.67,0.67,47.67
Oliver Norwood,SHU,$5600,M,591,0.00,0.00,0.61,0.30,1.83,5.79,2.13,1.07,1.07,1.07,53.76
Max Aarons,NOR,$3200,D,450,0.00,0.00,0.60,0.00,0.40,0.80,0.40,1.40,1.20,1.20,37.60
Seamus Coleman,EVE,$3600,D,611,0.00,0.15,0.59,0.29,1.18,3.24,0.59,0.74,0.74,1.03,46.99
Ben Mee,BUR,$3200,D,630,0.00,0.00,0.57,0.14,1.57,0.00,0.29,0.43,0.14,1.14,33.00
Ashley Westwood,BUR,$4000,M,630,0.00,0.14,0.57,0.00,0.29,3.14,1.86,0.86,2.00,0.86,41.86
Tom Trybull,NOR,$3400,M,328,0.00,0.00,0.55,0.00,1.10,0.00,0.27,2.74,2.74,0.82,58.17
Arthur Masuaku,WHU,$3600,D,337,0.00,0.27,0.53,0.00,1.60,1.60,1.07,2.94,1.07,1.34,54.21
Christian Kabasele,WAT,$2500,D,180,0.00,0.00,0.50,0.00,2.50,0.00,0.00,1.00,0.50,0.00,26.00
Kiko Femenia,WAT,$3800,D,540,0.00,0.00,0.50,0.00,1.00,2.67,1.33,1.33,0.83,0.50,42.17
Joel Matip,LIV,$3600,D,540,0.17,0.00,0.50,0.17,1.67,0.17,0.17,1.50,0.67,0.83,69.00
Scott Dann,CRY,$3300,D,180,0.00,0.00,0.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,52.50
Sam Byram,NOR,$3500,D,181,0.00,0.00,0.50,0.00,2.98,0.99,0.00,1.99,0.99,1.49,40.28
Fabinho,LIV,$4500,M,556,0.00,0.16,0.49,0.16,1.13,0.49,1.46,1.94,1.13,0.65,63.78
Morgan Schneiderlin,EVE,$3200,M,392,0.00,0.00,0.46,0.00,1.84,0.92,0.23,1.38,1.84,0.23,58.32
Chris Basham,SHU,$3800,D,598,0.00,0.00,0.45,0.00,1.51,0.60,0.30,1.51,0.60,1.05,32.36
Aaron Lennon,BUR,$3800,M,208,0.00,0.00,0.43,0.00,0.87,0.87,0.00,1.30,1.73,1.30,20.34
Erik Pieters,BUR,$3800,D,630,0.00,0.43,0.43,0.00,2.14,1.86,1.00,2.86,0.86,1.14,35.71
Enda Stevens,SHU,$5000,D,630,0.00,0.14,0.43,0.00,0.86,2.86,1.14,1.71,1.71,0.29,39.57
George Baldock,SHU,$5400,D,630,0.00,0.14,0.43,0.14,0.71,3.43,0.57,1.14,1.57,1.00,26.57
Issa Diop,WHU,$2700,D,630,0.00,0.00,0.43,0.29,1.71,0.14,0.14,0.71,1.43,0.71,30.71
Ben Chilwell,LEI,$5300,D,450,0.00,0.20,0.40,0.20,1.00,3.00,1.00,0.80,0.80,1.20,75.60
Marvelous Nakamba,AVL,$3900,M,256,0.00,0.00,0.35,0.35,1.41,0.00,1.05,2.11,0.35,0.70,44.65
Neil Taylor,AVL,$3400,D,568,0.00,0.00,0.32,0.00,1.43,1.11,0.16,0.79,0.79,0.63,36.92
Andre Gomes,EVE,$3000,M,315,0.00,0.00,0.29,0.00,0.00,0.57,1.14,1.43,2.29,1.43,58.86
Joel Ward,CRY,$4300,D,630,0.00,0.00,0.29,0.00,2.29,0.86,0.29,1.86,0.86,1.29,38.43
Ben Godfrey,NOR,$2500,D,630,0.00,0.00,0.29,0.14,1.43,0.00,0.00,0.29,0.14,0.00,56.14
Kenny McLean,NOR,$4200,M,381,0.24,0.00,0.24,0.24,1.65,0.94,0.47,1.18,0.24,1.89,50.79
Angelo Ogbonna,WHU,$3200,D,540,0.00,0.00,0.17,0.17,0.33,0.17,0.00,1.00,0.83,0.50,30.00
Caglar Soyuncu,LEI,$3900,D,630,0.00,0.14,0.14,0.00,1.86,0.14,0.14,1.86,0.86,0.43,66.29
Jonny Evans,LEI,$4400,D,630,0.00,0.14,0.14,0.00,0.71,0.14,0.14,1.57,0.14,0.29,61.29
Michael Keane,EVE,$3000,D,630,0.00,0.00,0.14,0.00,1.43,0.00,0.14,0.57,0.71,0.29,54.86
Tyrone Mings,AVL,$2600,D,630,0.00,0.14,0.14,0.00,1.43,0.43,0.29,0.29,0.86,0.00,47.43
Bjorn Engels,AVL,$2900,D,630,0.00,0.00,0.14,0.00,1.57,0.14,0.00,0.29,0.43,0.29,44.29
Matthew Lowton,BUR,$3700,D,630,0.00,0.14,0.14,0.00,1.57,3.71,1.29,1.14,1.14,0.71,29.14
Ahmed Elmohamady,AVL,$4200,D,230,0.00,0.00,0.00,0.00,1.57,6.26,2.74,0.78,1.17,0.78,48.13
Fabian Delph,EVE,$3200,M,360,0.00,0.00,0.00,0.00,1.00,0.50,0.50,1.00,1.25,0.75,60.25
Jean-Philippe Gbamin,EVE,$3000,M,135,0.00,0.00,0.00,0.00,0.67,0.00,0.00,2.00,1.33,1.33,46.67
Mamadou Sakho,CRY,$2500,D,191,0.00,0.00,0.00,0.00,2.36,0.00,0.47,0.00,0.00,0.00,48.53
Martin Kelly,CRY,$3700,D,439,0.00,0.00,0.00,0.00,0.41,0.21,0.00,0.41,0.82,0.00,29.11
Jamal Lewis,NOR,$3400,D,629,0.00,0.00,0.00,0.00,0.86,1.57,1.00,1.00,0.43,1.14,41.92
Ibrahim Amadou,NOR,$3000,M,324,0.00,0.00,0.00,0.00,2.22,0.00,0.00,1.39,1.67,0.28,45.00
Joe Gomez,LIV,$3400,D,91,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.99,1.98,0.00,53.41
Alexander Tettey,NOR,$3800,M,106,0.00,0.00,0.00,0.00,1.70,0.85,0.00,0.00,0.00,0.00,27.17
Jack Wilshere,WHU,$4000,M,136,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.65,31.10
Ryan Fredericks,WHU,$3900,D,620,0.00,0.00,0.00,0.00,1.16,1.89,0.73,1.74,1.02,0.87,35.71
Fabian Balbuena,WHU,$3100,D,91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.98,0.00,39.56
John Egan,SHU,$3500,D,630,0.00,0.00,0.00,0.00,2.14,0.29,0.00,0.86,1.00,0.43,32.29
Adrian Mariappa,WAT,$3100,D,90,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,39.00
Craig Cathcart,WAT,$2700,D,450,0.00,0.00,0.00,0.00,0.60,0.00,0.00,1.40,1.00,0.20,50.80
