,,,,,,,,,,,,,,,
Name,Team,Salary,Position,MIN,G,A,S,SOG,INT,CR,CC,TKLW,FC,FS,P
Richarlison,EVE,$6200,M/F,1728,0.31,0.16,2.60,0.94,0.31,1.88,1.15,1.56,1.04,2.24,24.32
Jamie Vardy,LEI,$9000,F,1710,0.89,0.16,2.58,1.53,0.05,0.95,0.63,0.42,0.74,0.37,12.16
James Maddison,LEI,$9700,M,1606,0.28,0.17,2.58,0.67,0.45,8.01,2.58,1.01,1.40,3.25,49.26
Gerard Deulofeu,WAT,$7200,F,1469,0.18,0.12,2.57,1.10,1.04,4.96,2.14,0.74,1.16,0.92,31.31
Lucas Moura,TOT,$7300,M/F,924,0.39,0.10,2.53,0.88,0.78,1.07,1.27,0.88,0.88,1.85,30.49
Sebastien Haller,WHU,$6100,F,1403,0.32,0.06,2.44,1.09,0.45,0.19,0.83,0.58,1.54,1.48,30.28
Sofiane Boufal,SOU,$4700,M,561,0.00,0.32,2.41,0.96,0.32,3.05,1.76,0.96,3.53,2.41,33.85
Shane Long,SOU,$5400,F,495,0.00,0.18,2.36,0.91,0.00,0.73,1.45,0.18,1.45,1.45,26.73
Josip Drmic,NOR,$4900,F,115,0.78,0.00,2.35,0.78,0.00,0.78,0.00,0.00,0.00,1.57,19.57
Andre Gray,WAT,$3800,F,701,0.26,0.00,2.31,0.77,0.13,0.39,1.28,0.39,0.90,0.13,17.33
David Silva,MCI,$6700,M,1017,0.27,0.53,2.30,0.71,0.53,1.86,2.21,0.71,1.06,0.88,65.75
Bernardo Silva,MCI,$8400,M/F,1180,0.38,0.31,2.29,0.84,1.30,3.36,1.98,0.84,1.30,1.22,60.03
Christian Eriksen,TOT,$7800,M,886,0.20,0.20,2.23,0.81,1.02,5.79,1.83,0.61,0.91,0.51,54.55
Arnaut Danjuma Groeneveld,BOU,$4400,F,407,0.00,0.00,2.21,0.88,1.55,1.33,0.44,0.00,0.00,0.88,34.72
Andriy Yarmolenko,WHU,$5700,F,828,0.33,0.11,2.17,0.98,0.43,1.52,1.63,0.76,1.52,0.87,33.59
Danny Welbeck,WAT,$4800,F,210,0.00,0.00,2.14,0.86,0.00,0.00,0.86,1.29,0.86,0.86,19.29
Jonjo Shelvey,NEW,$6600,M,1032,0.44,0.00,2.09,0.70,1.48,3.58,1.83,0.70,0.70,0.44,38.37
Tom Cleverley,WAT,$4700,M,647,0.14,0.00,2.09,0.56,0.97,2.36,1.81,1.25,0.97,0.42,40.76
Dominic Solanke,BOU,$4000,F,863,0.00,0.00,2.09,0.52,0.42,0.21,1.04,0.31,0.73,1.25,24.92
Ayoze Perez,LEI,$5900,M/F,1037,0.35,0.26,2.00,0.95,0.78,1.56,1.04,1.04,0.95,1.39,32.37
Demarai Gray,LEI,$4800,M,361,0.25,0.25,1.99,1.00,1.00,3.24,1.75,1.50,0.25,1.50,39.39
Andy Carroll,NEW,$5300,F,497,0.00,0.54,1.99,0.36,0.18,0.72,1.63,0.54,1.63,2.35,28.79
Che Adams,SOU,$4600,F,633,0.00,0.00,1.99,0.28,0.28,1.14,1.00,0.00,1.14,0.71,18.48
Troy Deeney,WAT,$6900,F,726,0.37,0.00,1.98,0.87,0.62,0.00,0.87,0.62,1.49,1.61,24.05
Allan Saint-Maximin,NEW,$4700,M,820,0.11,0.00,1.98,0.99,0.33,2.52,1.43,0.22,0.77,1.87,16.35
Gylfi Sigurdsson,EVE,$6500,M/F,1419,0.06,0.06,1.97,0.70,0.95,5.71,2.22,1.21,1.01,0.76,31.78
Nathan Redmond,SOU,$4900,M/F,1522,0.12,0.00,1.95,0.65,0.35,1.24,0.95,0.89,0.95,0.83,31.46
Ilkay Gundogan,MCI,$6400,M,1109,0.16,0.00,1.95,0.32,1.46,1.62,1.87,0.49,0.81,0.57,80.91
Youri Tielemans,LEI,$6000,M,1669,0.16,0.16,1.89,0.38,0.75,2.05,1.51,0.54,0.92,1.29,53.44
Erik Lamela,TOT,$7100,M/F,623,0.29,0.14,1.88,0.72,0.58,5.92,2.02,1.59,1.59,1.44,40.74
Pedro Neto,WLV,$4700,F,288,0.00,0.63,1.88,0.31,0.94,4.06,1.56,0.31,0.63,0.63,35.31
Miguel Almiron,NEW,$5500,M/F,1588,0.06,0.06,1.87,0.45,0.96,0.96,0.68,1.25,0.85,1.81,22.78
Ruben Neves,WLV,$4600,M,1559,0.12,0.06,1.85,0.35,1.39,1.33,0.92,0.64,0.92,0.46,57.67
Dele Alli,TOT,$7400,M,1074,0.50,0.25,1.84,1.09,0.92,0.50,1.34,0.75,0.34,1.42,40.98
Moussa Djenepo,SOU,$5900,M,586,0.31,0.15,1.84,0.77,0.92,1.84,0.92,2.15,2.15,3.23,22.12
Onel Hernandez,NOR,$5000,M,708,0.13,0.13,1.78,0.64,1.14,2.42,1.40,1.02,0.64,1.02,20.47
Joelinton,NEW,$5000,F,1523,0.06,0.12,1.77,0.53,0.53,0.18,1.30,0.41,0.95,1.12,27.48
Jordan Ayew,CRY,$5800,F,1581,0.28,0.06,1.76,0.63,0.28,0.40,0.85,0.85,1.59,2.62,23.40
Marco Stiepermann,NOR,$4000,M,922,0.00,0.00,1.76,0.59,0.49,0.39,0.98,0.59,1.66,1.27,31.82
Abdoulaye Doucoure,WAT,$3300,M,1655,0.05,0.00,1.74,0.33,0.92,0.60,1.09,1.09,1.25,0.38,53.46
James Ward-Prowse,SOU,$7600,M,1800,0.20,0.10,1.70,0.80,1.20,6.65,1.55,0.95,1.35,1.05,40.10
Giovani Lo Celso,TOT,$5500,M,268,0.00,0.00,1.68,0.34,0.67,1.68,1.68,1.68,1.68,3.36,50.71
Alex Iwobi,EVE,$4600,M/F,1045,0.09,0.00,1.64,0.78,0.43,2.41,1.38,1.21,0.43,0.34,31.44
Manuel Lanzini,WHU,$5200,M,833,0.00,0.22,1.62,0.32,0.54,3.46,2.81,0.43,0.22,1.62,54.67
Pierre-Emile Hojbjerg,SOU,$4200,M,1637,0.00,0.05,1.59,0.27,1.48,0.77,1.26,1.76,1.70,1.21,59.98
Todd Cantwell,NOR,$6300,M,1377,0.33,0.13,1.57,0.85,0.78,0.72,1.37,0.85,1.24,2.22,38.69
Wilfried Zaha,CRY,$6100,M/F,1735,0.16,0.05,1.56,0.47,0.57,1.45,0.99,0.73,1.61,3.37,30.50
Callum Wilson,BOU,$5200,F,1539,0.29,0.00,1.52,0.64,0.18,0.88,1.11,0.29,1.75,0.88,14.09
Max Meyer,CRY,$3700,M,358,0.00,0.00,1.51,0.25,1.01,1.26,0.25,1.76,1.01,1.26,23.13
Adama Traore,WLV,$8800,M/F,1492,0.24,0.24,1.51,0.42,0.60,5.97,1.51,1.21,1.21,2.59,26.36
Pablo Fornals,WHU,$5600,M,1017,0.09,0.27,1.50,0.44,0.80,3.10,1.15,1.42,0.80,0.62,34.87
Morgan Gibbs-White,WLV,$3300,M,120,0.00,0.00,1.50,0.00,1.50,1.50,2.25,0.00,1.50,0.75,51.00
Jeffrey Schlupp,CRY,$3800,M,859,0.21,0.10,1.47,0.84,1.05,0.73,0.73,0.94,1.47,1.15,27.14
Roberto Pereyra,WAT,$4500,M,874,0.10,0.00,1.44,0.41,0.72,1.44,1.54,0.41,0.72,2.16,38.31
Dan Gosling,BOU,$4000,M,396,0.45,0.00,1.36,0.45,1.82,0.00,0.68,1.14,2.50,1.59,37.05
Felipe Anderson,WHU,$5600,M,1189,0.00,0.30,1.36,0.53,1.44,2.20,1.67,2.12,0.91,1.44,57.60
Joao Cancelo,MCI,$5100,D,397,0.00,0.00,1.36,0.45,1.13,3.17,1.13,2.27,0.91,0.91,71.64
Oleksandr Zinchenko,MCI,$4600,D,680,0.00,0.00,1.32,0.26,0.79,3.18,1.72,1.85,1.06,0.13,83.78
Sean Longstaff,NEW,$4400,M,831,0.00,0.11,1.30,0.43,1.30,2.49,1.30,1.08,0.97,1.73,39.86
Marc Albrighton,LEI,$5100,M,353,0.00,0.25,1.27,0.51,1.02,6.88,2.55,1.27,1.02,1.53,49.21
Robert Snodgrass,WHU,$7100,M,920,0.29,0.10,1.27,0.59,0.39,9.10,2.25,0.78,1.47,2.15,33.55
Ryan Fraser,BOU,$6900,M,1374,0.07,0.20,1.24,0.46,0.52,7.79,1.57,0.26,0.52,1.57,32.49
Wes Morgan,LEI,$3500,D,146,0.00,0.00,1.23,1.23,0.62,0.00,0.00,0.00,0.62,0.00,44.38
Sam Byram,NOR,$3400,D,817,0.00,0.00,1.21,0.11,2.20,0.44,0.11,1.43,0.99,0.55,42.30
Matt Doherty,WLV,$4900,D,1340,0.20,0.00,1.21,0.60,1.48,1.68,0.54,0.60,0.74,0.40,46.28
Cheikhou Kouyate,CRY,$4300,M,1420,0.06,0.00,1.20,0.13,1.20,0.70,0.38,0.95,0.82,0.95,29.79
Emiliano Buendia,NOR,$8100,M,1504,0.00,0.36,1.20,0.30,0.90,6.58,3.41,1.26,1.02,1.86,52.54
Dwight Gayle,NEW,$4200,F,152,0.00,0.00,1.18,0.00,0.00,0.00,0.00,1.18,0.59,0.00,15.99
Nicolas Otamendi,MCI,$3900,D,995,0.18,0.00,1.18,0.45,1.18,0.00,0.18,0.72,1.27,0.18,75.44
Yerry Mina,EVE,$2700,D,1539,0.00,0.00,1.17,0.41,1.29,0.18,0.29,0.82,0.82,0.35,48.30
Joshua King,BOU,$4800,F,1310,0.21,0.14,1.17,0.62,0.41,0.62,1.24,0.34,1.51,1.37,22.12
Will Hughes,WAT,$3800,M,1162,0.08,0.08,1.16,0.15,1.32,1.70,0.77,1.86,1.94,1.94,31.52
Fabian Schar,NEW,$4200,D,1198,0.15,0.00,1.13,0.30,2.40,0.68,0.23,1.43,1.58,1.13,38.01
Dennis Praet,LEI,$4000,M,561,0.00,0.16,1.12,0.00,1.12,1.93,0.80,1.76,1.44,0.96,42.67
Luka Milivojevic,CRY,$5800,M,1696,0.11,0.05,1.11,0.37,1.70,5.78,1.27,1.17,1.86,0.74,49.46
Kenny McLean,NOR,$4300,M,1479,0.06,0.06,1.10,0.43,1.10,2.37,0.85,1.03,0.91,2.25,50.81
Romain Saiss,WLV,$3900,M,1176,0.15,0.00,1.07,0.54,1.30,0.46,0.54,0.84,1.76,0.84,51.43
Angelino,MCI,$5500,D,422,0.00,0.00,1.07,0.00,1.92,9.17,1.92,0.43,0.43,0.43,72.09
Moritz Leitner,NOR,$3800,M,684,0.00,0.00,1.05,0.00,1.18,0.66,0.92,1.18,1.05,1.32,74.08
Tanguy Ndombele,TOT,$4800,M,776,0.23,0.12,1.04,0.46,1.28,1.04,1.28,1.74,1.28,2.20,54.28
Michael Obafemi,SOU,$5100,F,259,0.35,0.00,1.04,0.35,0.69,0.00,0.69,0.35,1.39,1.04,16.68
Philip Billing,BOU,$3300,M,1505,0.00,0.06,1.02,0.24,2.57,0.54,0.36,1.73,1.55,0.66,45.81
Matt Ritchie,NEW,$6100,M,270,0.00,0.00,1.00,0.33,1.67,7.67,2.33,1.33,1.67,1.33,34.33
Stuart Armstrong,SOU,$3400,M,540,0.00,0.00,1.00,0.50,0.83,1.50,0.17,0.67,1.67,1.50,27.33
Fabian Balbuena,WHU,$3200,D,901,0.10,0.00,1.00,0.40,1.90,0.10,0.10,0.80,0.60,0.10,39.36
Christian Fuchs,LEI,$4300,D,364,0.00,0.00,0.99,0.25,0.99,1.24,0.49,1.73,0.25,0.00,57.86
Tom Davies,EVE,$3100,M,918,0.10,0.00,0.98,0.49,1.96,0.59,0.20,0.59,1.27,2.06,36.76
Tom Trybull,NOR,$3300,M,1029,0.00,0.00,0.96,0.17,1.14,0.00,0.17,2.10,2.19,0.79,50.55
Jefferson Lerma,BOU,$3700,M,1408,0.00,0.06,0.96,0.06,1.92,0.32,0.51,1.02,1.21,1.28,48.96
Lucas Digne,EVE,$5300,D,1620,0.00,0.17,0.94,0.17,1.44,8.89,2.50,1.39,1.17,0.67,41.78
Jetro Willems,NEW,$4400,D,1351,0.13,0.13,0.93,0.40,0.93,2.00,0.87,1.07,0.67,1.00,26.31
Nathaniel Chalobah,WAT,$3700,M,386,0.00,0.23,0.93,0.00,0.93,0.70,0.70,0.23,0.23,0.70,34.51
James McArthur,CRY,$4500,M,1648,0.00,0.11,0.93,0.22,1.69,1.04,0.93,1.47,1.64,1.09,38.50
Nathan Ake,BOU,$3000,D,1385,0.06,0.06,0.91,0.19,1.49,0.19,0.32,0.91,0.32,0.58,49.78
Aaron Cresswell,WHU,$4500,D,1125,0.24,0.00,0.88,0.40,1.20,4.08,0.40,1.36,0.80,0.80,47.04
Patrick van Aanholt,CRY,$4800,D,1444,0.12,0.00,0.87,0.19,1.75,2.56,0.93,0.69,0.12,0.25,42.51
Jonny,WLV,$4200,D,1613,0.06,0.06,0.84,0.22,1.84,1.79,0.89,1.45,1.23,0.67,34.31
Grant Hanley,NOR,$3300,D,540,0.00,0.00,0.83,0.33,1.33,0.00,0.00,0.50,0.50,1.17,44.00
Wilfred Ndidi,LEI,$3800,M,1640,0.11,0.00,0.82,0.16,2.80,0.05,0.60,2.36,1.37,0.66,52.19
Bernard,EVE,$4400,M,656,0.27,0.14,0.82,0.27,0.55,2.47,1.51,1.78,1.37,0.96,33.89
James McCarthy,CRY,$3600,M,440,0.00,0.00,0.82,0.41,1.43,0.82,0.41,2.25,1.43,2.25,39.89
Etienne Capoue,WAT,$4100,M,1330,0.00,0.07,0.81,0.07,2.37,0.61,0.61,1.15,1.76,1.15,52.98
Yoshinori Muto,NEW,$3600,F,111,0.00,0.00,0.81,0.00,0.00,0.00,0.00,0.81,0.81,0.81,17.03
Hamza Choudhury,LEI,$3000,M,446,0.00,0.20,0.81,0.20,2.83,0.40,0.61,1.01,1.01,0.81,53.27
Maya Yoshida,SOU,$3100,D,558,0.00,0.00,0.81,0.48,0.65,0.00,0.00,0.81,0.48,0.81,43.06
Mason Holgate,EVE,$3000,D,1008,0.00,0.18,0.80,0.27,1.16,0.18,0.18,1.34,0.63,1.34,40.09
Alexander Tettey,NOR,$3600,M,1023,0.09,0.09,0.79,0.26,1.76,0.18,0.18,0.70,0.97,0.18,49.88
Chris Mepham,BOU,$3200,D,811,0.11,0.00,0.78,0.22,1.66,0.22,0.11,0.78,1.00,0.55,43.28
Jannik Vestergaard,SOU,$2900,D,934,0.10,0.00,0.77,0.39,1.35,0.10,0.48,0.87,0.48,0.48,40.37
Matthew Longstaff,NEW,$3900,M,359,0.50,0.00,0.75,0.50,0.50,0.25,0.75,0.25,1.00,0.25,37.60
Kyle Walker,MCI,$4400,D,1448,0.06,0.12,0.75,0.12,0.81,1.99,0.62,0.50,1.24,0.56,70.05
Albian Ajeti,WHU,$4100,F,122,0.00,0.00,0.74,0.00,0.00,0.00,1.48,0.00,4.43,0.00,9.59
Craig Dawson,WAT,$2700,D,1099,0.00,0.00,0.74,0.16,1.23,0.00,0.08,0.49,0.98,0.16,39.80
Joao Moutinho,WLV,$7200,M,1710,0.05,0.26,0.74,0.26,1.53,6.84,2.32,1.74,1.42,0.58,53.95
Christian Atsu,NEW,$3500,M,611,0.00,0.44,0.74,0.15,0.44,2.21,1.91,0.88,1.18,1.33,26.51
Simon Francis,BOU,$3600,D,369,0.00,0.00,0.73,0.00,1.22,1.95,0.24,1.22,0.73,0.24,51.46
Moussa Sissoko,TOT,$4000,M,1600,0.11,0.06,0.73,0.17,0.73,1.13,0.62,0.73,1.74,0.45,49.22
Mark Noble,WHU,$3800,M,1255,0.07,0.07,0.72,0.22,0.72,0.43,0.65,1.08,1.36,0.79,52.14
Florian Lejeune,NEW,$3200,D,254,0.00,0.00,0.71,0.35,2.83,1.06,0.35,0.71,1.77,0.71,41.10
Cedric Soares,SOU,$4100,D,1018,0.00,0.00,0.71,0.27,1.50,3.80,0.71,1.59,0.80,0.09,34.48
Declan Rice,WHU,$3600,M,1710,0.00,0.00,0.68,0.26,2.21,0.42,0.37,1.68,1.05,0.16,48.26
Isaac Hayden,NEW,$3300,M,1367,0.00,0.07,0.66,0.13,1.51,1.32,0.53,1.25,0.79,0.72,29.10
Emil Krafth,NEW,$2800,D,420,0.00,0.00,0.64,0.00,0.86,1.93,0.00,1.07,0.64,0.64,24.43
John Stones,MCI,$3300,D,700,0.00,0.00,0.64,0.13,0.77,0.00,0.13,0.90,0.13,0.13,71.74
Lewis Cook,BOU,$3500,M,707,0.00,0.00,0.64,0.13,1.65,0.64,0.76,0.51,1.15,1.15,52.57
Harry Winks,TOT,$3600,M,999,0.00,0.00,0.63,0.18,1.35,1.35,0.81,1.35,1.08,1.35,75.14
Federico Fernandez,NEW,$3600,D,1013,0.18,0.09,0.62,0.36,0.89,1.42,0.18,1.07,0.80,0.27,31.72
Jack Simpson,BOU,$2800,D,145,0.00,0.00,0.62,0.00,1.24,0.00,0.62,0.62,0.00,0.62,41.59
Ibrahim Amadou,NOR,$3000,M,731,0.00,0.00,0.62,0.00,1.97,0.12,0.12,1.35,0.86,0.25,43.58
Morgan Schneiderlin,EVE,$3600,M,742,0.00,0.00,0.61,0.00,1.58,0.85,0.36,1.33,1.94,0.12,49.49
Ruben Vinagre,WLV,$3700,D,298,0.00,0.00,0.60,0.00,0.60,3.93,0.30,2.11,1.51,0.91,31.41
Rodri,MCI,$4400,M,1345,0.13,0.07,0.60,0.40,1.00,0.20,1.41,1.27,1.34,0.87,84.98
Daryl Janmaat,WAT,$4500,D,608,0.00,0.15,0.59,0.00,1.04,3.55,0.89,1.48,0.74,0.15,39.52
Michael Keane,EVE,$3100,D,1369,0.07,0.00,0.59,0.20,1.45,0.00,0.13,0.66,0.79,0.39,45.23
Eric Dier,TOT,$3700,M,611,0.00,0.15,0.59,0.15,1.33,0.29,0.74,0.74,1.47,0.15,55.09
Leighton Baines,EVE,$3700,D,153,0.00,0.00,0.59,0.00,0.59,4.12,0.59,0.59,0.59,0.59,33.53
Ciaran Clark,NEW,$3100,D,765,0.24,0.00,0.59,0.47,0.82,0.00,0.12,0.82,0.71,0.24,23.06
Gary Cahill,CRY,$3300,D,1080,0.00,0.00,0.58,0.08,0.50,0.00,0.17,0.17,0.50,0.50,39.50
Andros Townsend,CRY,$5200,M/F,782,0.12,0.12,0.58,0.46,1.15,3.91,0.92,1.73,0.58,1.38,26.70
Djibril Sidibe,EVE,$4700,D,941,0.00,0.38,0.57,0.10,2.30,3.44,1.15,2.49,1.63,0.86,40.65
Steve Cook,BOU,$3300,D,1440,0.06,0.00,0.56,0.06,1.75,0.06,0.19,0.50,0.69,0.75,47.13
Jonny Evans,LEI,$3600,D,1772,0.05,0.05,0.56,0.15,1.52,0.10,0.10,0.81,0.41,0.56,63.54
Ryan Sessegnon,TOT,$4300,M,162,0.00,0.00,0.56,0.00,0.56,3.33,1.11,0.56,0.00,0.56,40.00
Jose Holebas,WAT,$4700,D,976,0.00,0.00,0.55,0.28,0.28,6.09,1.01,1.29,1.57,0.46,36.98
Caglar Soyuncu,LEI,$3400,D,1710,0.05,0.05,0.53,0.16,1.47,0.11,0.16,1.21,0.89,0.37,67.00
Ryan Bertrand,SOU,$3900,D,1214,0.07,0.07,0.52,0.07,1.26,3.71,0.89,0.82,0.59,1.11,37.14
Seamus Coleman,EVE,$3500,D,891,0.00,0.10,0.51,0.20,1.01,2.73,0.71,1.01,0.71,0.91,45.56
Ben Chilwell,LEI,$4800,D,1430,0.06,0.19,0.50,0.19,1.01,3.90,1.38,0.63,0.82,1.13,64.89
Max Aarons,NOR,$3900,D,1620,0.00,0.00,0.50,0.11,0.50,1.72,0.72,1.00,0.89,1.50,37.11
Serge Aurier,TOT,$5400,D,1269,0.00,0.21,0.50,0.14,2.06,4.82,1.06,2.98,1.21,0.43,40.28
Leander Dendoncker,WLV,$3700,M,1639,0.05,0.00,0.49,0.11,1.43,0.27,0.11,0.82,0.88,0.11,42.45
Arthur Masuaku,WHU,$3900,D,563,0.00,0.16,0.48,0.16,1.76,2.24,1.12,2.72,1.28,0.80,51.79
Ricardo Pereira,LEI,$5000,D,1710,0.11,0.05,0.47,0.16,1.95,2.32,0.84,2.37,1.47,1.42,57.26
Diego Rico,BOU,$5200,D,1389,0.00,0.13,0.45,0.13,3.24,6.74,1.36,1.36,0.58,0.97,43.09
Fernandinho,MCI,$4100,M,1395,0.00,0.00,0.45,0.06,0.97,0.13,0.19,1.42,0.77,0.45,78.06
Issa Diop,WHU,$2900,D,1236,0.00,0.00,0.44,0.22,1.60,0.07,0.07,0.80,1.24,0.66,38.59
Angelo Ogbonna,WHU,$3300,D,1260,0.14,0.00,0.43,0.29,0.79,0.07,0.07,0.86,0.79,0.64,33.64
Ben Godfrey,NOR,$2900,D,1490,0.00,0.00,0.42,0.12,1.09,0.06,0.00,0.66,0.36,0.12,55.21
James Tomkins,CRY,$3800,D,1073,0.08,0.08,0.42,0.17,1.09,0.08,0.17,1.17,0.67,0.59,35.98
Benjamin Mendy,MCI,$4900,D,653,0.00,0.14,0.41,0.00,1.52,3.86,0.96,0.69,0.96,0.00,62.16
Jamal Lewis,NOR,$3500,D,1154,0.00,0.00,0.39,0.16,1.01,1.56,0.55,0.94,0.70,1.09,44.14
Kyle Walker-Peters,TOT,$4300,D,242,0.00,0.00,0.37,0.00,1.12,2.98,0.74,1.86,0.37,1.86,68.80
Adam Masina,WAT,$3500,D,485,0.00,0.00,0.37,0.00,1.11,2.04,0.74,1.11,1.67,1.11,34.14
Toby Alderweireld,TOT,$3400,D,1710,0.00,0.11,0.37,0.05,1.11,0.42,0.47,0.89,0.53,0.21,67.47
Jamaal Lascelles,NEW,$3000,D,1002,0.09,0.00,0.36,0.09,1.44,0.00,0.09,0.09,0.90,0.54,26.77
Adrian Mariappa,WAT,$3200,D,777,0.00,0.00,0.35,0.00,0.93,0.93,0.12,0.69,0.93,0.58,27.45
Jack Stacey,BOU,$3700,D,789,0.00,0.11,0.34,0.11,1.37,1.71,0.34,1.03,0.46,0.68,37.30
Kevin Danso,SOU,$3500,D,276,0.00,0.33,0.33,0.00,0.65,1.30,0.65,0.98,1.30,0.65,42.72
Yan Valery,SOU,$3400,D,558,0.00,0.00,0.32,0.16,1.13,1.45,0.32,0.65,0.48,0.97,26.61
Oriol Romeu,SOU,$3700,M,1127,0.00,0.00,0.32,0.00,1.52,0.32,0.56,2.16,1.60,0.64,50.63
Andre Gomes,EVE,$3500,M,585,0.00,0.00,0.31,0.00,0.31,0.46,0.92,0.92,2.77,1.23,51.23
Aymeric Laporte,MCI,$3700,D,307,0.00,0.00,0.29,0.29,2.35,0.00,0.59,0.29,1.17,0.88,94.98
Kiko Femenia,WAT,$3800,D,1286,0.00,0.00,0.28,0.07,1.33,2.66,0.84,1.68,1.12,0.42,39.26
Scott Dann,CRY,$3400,D,336,0.00,0.27,0.27,0.00,1.07,0.00,0.27,0.00,0.00,0.00,47.14
Christian Kabasele,WAT,$3300,D,1055,0.00,0.09,0.26,0.09,2.05,0.00,0.17,1.19,0.85,0.60,29.35
Ben Davies,TOT,$3500,D,361,0.00,0.00,0.25,0.00,1.25,1.75,0.50,0.25,1.50,0.75,54.35
Joel Ward,CRY,$4000,D,1104,0.00,0.00,0.24,0.08,1.79,1.14,0.16,1.55,0.73,1.47,37.74
Fabian Delph,EVE,$3700,M,749,0.00,0.00,0.24,0.00,1.20,0.60,0.60,0.96,1.44,0.48,57.56
Christoph Zimmermann,NOR,$3200,D,756,0.00,0.12,0.24,0.00,1.19,0.00,0.12,1.31,0.71,0.83,43.10
Danny Rose,TOT,$4600,D,825,0.00,0.00,0.22,0.00,0.87,4.04,1.20,1.20,1.53,1.85,48.87
Adam Smith,BOU,$4100,D,840,0.00,0.11,0.21,0.11,0.64,1.29,0.43,1.39,1.18,2.14,42.11
Jan Bednarek,SOU,$2700,D,1798,0.00,0.00,0.20,0.00,2.00,0.00,0.05,1.15,0.85,0.45,43.00
Davinson Sanchez,TOT,$3200,D,1350,0.00,0.00,0.20,0.13,1.20,0.07,0.07,1.13,1.00,0.40,62.60
Jack Stephens,SOU,$3200,D,1018,0.09,0.09,0.18,0.09,1.06,0.09,0.18,1.15,0.35,0.35,44.73
Ryan Bennett,WLV,$2500,D,552,0.00,0.00,0.16,0.00,1.47,0.65,0.33,0.33,0.65,0.16,31.30
Paul Dummett,NEW,$3400,D,1215,0.00,0.00,0.15,0.15,1.70,1.11,0.30,1.26,0.30,0.44,33.11
Martin Kelly,CRY,$3500,D,1225,0.00,0.07,0.15,0.00,0.81,1.03,0.37,0.96,0.59,0.00,35.71
