,,,,,,,,,,,,,,,
Name,Team,Salary,Position,MIN,G,A,S,SOG,INT,CR,CC,TKLW,FC,FS,P
Jack Grealish,AVL,$8700,M,720,0.13,0.25,1.88,0.50,0.50,2.13,2.50,1.25,0.88,4.00,41.75
Joelinton,NEW,$5700,F,634,0.14,0.00,1.85,0.43,0.43,0.00,1.28,0.71,1.14,0.85,27.11
Callum Wilson,BOU,$4700,F,698,0.64,0.00,1.81,1.42,0.26,0.90,1.55,0.39,1.93,1.16,14.44
Jeff Hendrick,BUR,$3300,M,304,0.59,0.00,1.78,0.89,1.48,0.59,0.30,0.30,0.59,0.30,30.20
Jonjo Shelvey,NEW,$7000,M,307,0.29,0.00,1.76,0.59,0.59,2.93,2.05,0.29,0.00,0.88,38.99
Chris Wood,BUR,$6600,F,667,0.40,0.00,1.75,0.81,0.00,0.40,0.54,0.27,0.40,0.94,16.19
Johann Berg Gudmundsson,BUR,$6700,M/F,312,0.29,0.00,1.73,0.58,1.44,5.77,2.02,0.00,0.29,0.29,16.15
Erik Lamela,TOT,$6700,M/F,580,0.31,0.16,1.71,0.62,0.62,4.19,1.86,1.55,1.71,1.55,39.41
Todd Cantwell,NOR,$4500,M,688,0.26,0.26,1.70,0.78,0.78,0.13,1.70,0.78,0.92,2.22,37.28
Callum Hudson-Odoi,CHE,$8200,F,107,0.00,1.68,1.68,0.84,1.68,0.84,3.36,0.84,0.84,0.00,46.26
Pascal Gross,BHA,$8000,M/F,536,0.00,0.00,1.68,0.17,0.17,6.04,3.36,0.84,0.84,0.67,50.54
Pierre-Emile Hojbjerg,SOU,$4500,M,647,0.00,0.00,1.67,0.42,1.39,0.83,0.83,0.97,2.09,0.83,66.63
Abdoulaye Doucoure,WAT,$3600,M,701,0.00,0.00,1.67,0.39,1.16,0.39,1.28,0.64,1.03,0.39,64.07
Demarai Gray,LEI,$3900,M,108,0.00,0.00,1.67,0.00,2.50,3.33,2.50,1.67,0.83,1.67,40.83
Marc Albrighton,LEI,$5100,M,165,0.00,0.55,1.64,0.00,1.09,6.00,3.82,1.64,2.18,1.64,56.73
Jamie Vardy,LEI,$10800,F,720,0.63,0.13,1.63,0.88,0.13,1.00,0.50,0.25,0.75,0.25,12.38
James Ward-Prowse,SOU,$8000,M,720,0.13,0.00,1.63,0.38,0.63,5.63,1.50,1.00,1.00,0.63,36.25
Ruben Neves,WLV,$3200,M,561,0.16,0.00,1.60,0.32,1.60,1.76,0.48,0.64,1.12,0.48,53.42
Morgan Gibbs-White,WLV,$3000,M,120,0.00,0.00,1.50,0.00,1.50,1.50,2.25,0.00,1.50,0.75,51.00
Troy Deeney,WAT,$5300,F,180,0.00,0.00,1.50,1.00,0.00,0.00,1.00,1.00,1.50,1.00,24.00
Miguel Almiron,NEW,$5900,M/F,663,0.00,0.00,1.49,0.27,0.54,0.95,0.41,0.81,0.68,1.90,21.58
Emerson Palmieri,CHE,$5500,D,375,0.00,0.00,1.44,0.96,2.40,3.60,1.44,2.16,0.48,1.68,65.04
Ryan Fraser,BOU,$5200,M,447,0.20,0.20,1.41,0.40,0.81,6.44,1.41,0.40,0.40,2.01,30.20
Fabian Schar,NEW,$3400,D,705,0.13,0.00,1.40,0.26,2.43,0.00,0.00,1.40,1.53,0.89,37.91
Emiliano Buendia,NOR,$6200,M,713,0.00,0.50,1.39,0.50,0.38,6.06,2.52,0.76,0.88,1.51,51.88
Philip Billing,BOU,$3200,M,674,0.00,0.13,1.34,0.13,2.94,0.40,0.53,1.60,1.34,0.53,43.26
Adama Traore,WLV,$6600,M/F,472,0.38,0.19,1.33,0.38,0.76,4.58,1.33,0.95,0.76,2.67,25.74
Davy Propper,BHA,$4200,M,540,0.00,0.17,1.33,0.33,1.00,1.17,1.17,1.67,1.33,0.50,55.17
Dwight McNeil,BUR,$7300,M/F,699,0.00,0.26,1.29,0.13,0.77,6.31,1.03,1.16,0.64,1.29,21.24
Douglas Luiz,AVL,$3800,M,280,0.64,0.00,1.29,0.64,0.96,0.32,0.96,0.96,1.61,2.57,43.71
Will Hughes,WAT,$4300,M,424,0.21,0.21,1.27,0.21,1.70,1.06,1.06,1.70,1.70,2.33,30.35
N'Golo Kante,CHE,$5500,M,287,0.63,0.00,1.25,0.63,2.82,0.31,0.31,0.63,2.51,0.63,43.59
Christian Pulisic,CHE,$9200,M/F,287,0.00,0.63,1.25,0.31,0.63,1.57,1.57,0.94,0.94,1.57,35.44
Maya Yoshida,SOU,$2900,D,373,0.00,0.00,1.21,0.72,0.48,0.00,0.00,0.97,0.48,0.48,48.98
Kurt Zouma,CHE,$3700,D,543,0.00,0.00,1.16,0.17,1.66,0.00,0.00,0.33,0.83,0.83,64.81
Moritz Leitner,NOR,$3600,M,550,0.00,0.00,1.15,0.00,1.31,0.65,0.82,1.15,1.15,1.31,81.82
Aaron Mooy,BHA,$5200,M,240,0.00,0.00,1.13,0.00,1.50,4.13,0.75,2.25,0.38,0.38,54.38
Nathan Ake,BOU,$3300,D,720,0.13,0.13,1.13,0.25,2.00,0.25,0.50,1.13,0.25,0.75,42.25
Solomon March,BHA,$5300,M,426,0.00,0.21,1.06,0.63,1.48,4.23,1.48,1.06,0.42,0.42,39.30
Dennis Praet,LEI,$4600,M,256,0.00,0.00,1.05,0.00,1.05,1.41,0.35,2.46,1.76,1.05,45.35
Ayoze Perez,LEI,$7700,M/F,435,0.00,0.21,1.03,0.62,0.83,2.07,1.03,1.45,1.24,1.24,34.76
Dale Stephens,BHA,$4600,M,707,0.00,0.00,1.02,0.25,1.91,0.25,0.38,1.78,1.53,0.51,64.67
Jannik Vestergaard,SOU,$2700,D,619,0.15,0.00,1.02,0.58,1.74,0.15,0.73,1.02,0.44,0.44,45.07
Joshua King,BOU,$4500,F,708,0.25,0.25,1.02,0.51,0.38,0.38,1.27,0.38,1.40,1.14,23.26
Matt Ritchie,NEW,$6900,M,270,0.00,0.00,1.00,0.33,1.67,7.67,2.33,1.33,1.67,1.33,34.33
Christian Fuchs,LEI,$4500,D,184,0.00,0.00,0.98,0.00,0.00,1.96,0.98,1.47,0.49,0.00,55.27
Jonny,WLV,$3900,D,556,0.00,0.00,0.97,0.32,1.94,2.10,0.32,1.94,0.81,0.49,32.70
Craig Dawson,WAT,$2500,D,663,0.00,0.00,0.95,0.27,0.95,0.00,0.00,0.54,1.22,0.27,49.14
Jetro Willems,NEW,$4800,D,388,0.23,0.23,0.93,0.23,0.93,2.32,1.16,1.62,0.23,0.70,27.84
Isaac Hayden,NEW,$3500,M,583,0.00,0.15,0.93,0.15,2.01,0.77,0.62,1.70,0.77,0.77,28.87
Harry Winks,TOT,$3500,M,591,0.00,0.00,0.91,0.15,0.91,1.07,0.91,1.22,0.76,1.52,78.88
Olivier Giroud,CHE,$7600,F,100,0.00,0.00,0.90,0.90,0.00,0.00,3.60,0.00,3.60,0.90,26.10
Yoshinori Muto,NEW,$4100,F,101,0.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.89,0.89,15.15
Eric Dier,TOT,$3000,M,102,0.00,0.00,0.88,0.88,0.88,0.88,0.88,1.76,0.00,0.00,48.53
Tanguy Ndombele,TOT,$5200,M,411,0.44,0.22,0.88,0.44,1.09,0.66,0.88,2.63,1.31,2.41,46.86
Matt Doherty,WLV,$4000,D,414,0.22,0.00,0.87,0.65,1.52,1.30,0.22,0.65,1.09,0.43,36.96
Wilfred Ndidi,LEI,$4100,M,630,0.29,0.00,0.86,0.29,3.71,0.14,0.57,2.29,1.57,0.57,50.00
Serge Aurier,TOT,$5200,D,211,0.00,0.43,0.85,0.00,3.41,4.27,1.71,1.71,2.56,1.71,51.61
Ben Davies,TOT,$3400,D,106,0.00,0.00,0.85,0.00,2.55,1.70,0.00,0.85,0.85,1.70,73.02
Etienne Capoue,WAT,$4100,M,533,0.00,0.00,0.84,0.17,3.38,0.00,0.34,1.01,1.69,1.35,62.48
Hamza Choudhury,LEI,$3100,M,321,0.00,0.28,0.84,0.28,2.52,0.28,0.84,1.12,0.84,0.84,50.75
Max Aarons,NOR,$3200,D,540,0.00,0.00,0.83,0.00,0.50,0.83,0.50,1.33,1.33,1.50,38.00
Sean Longstaff,NEW,$4100,M,443,0.00,0.20,0.81,0.61,1.22,1.63,1.83,1.42,1.42,1.02,40.02
Romain Saiss,WLV,$3000,M,334,0.27,0.00,0.81,0.81,1.62,0.54,0.00,0.54,1.89,1.08,44.73
Jorginho,CHE,$4300,M,684,0.13,0.13,0.79,0.13,2.37,0.26,1.18,1.84,1.05,1.45,70.79
Jack Cork,BUR,$3600,M,573,0.00,0.00,0.79,0.31,1.26,0.00,0.63,1.26,1.10,0.79,29.69
Pedro Neto,WLV,$5600,F,115,0.00,0.78,0.78,0.78,0.78,3.91,1.57,0.00,0.78,0.00,39.91
Marcos Alonso,CHE,$5700,D,346,0.00,0.52,0.78,0.00,1.56,4.42,1.82,1.82,1.56,0.52,55.92
Moussa Sissoko,TOT,$4300,M,697,0.00,0.13,0.77,0.00,0.26,2.07,0.52,0.52,2.20,0.90,53.85
James Tarkowski,BUR,$3500,D,720,0.00,0.00,0.75,0.13,1.63,0.13,0.25,1.38,0.88,1.38,30.13
Dan Burn,BHA,,,720,0.00,0.00,0.75,0.00,1.50,1.50,0.88,0.88,1.25,0.63,52.25
Jota,AVL,$4600,M/F,248,0.00,0.36,0.73,0.36,0.73,0.00,1.45,0.00,1.81,0.73,24.31
Jefferson Lerma,BOU,$3600,M,643,0.00,0.00,0.70,0.00,2.24,0.28,0.14,0.70,1.12,1.26,44.79
Frederic Guilbert,AVL,$4500,D,535,0.00,0.17,0.67,0.17,3.03,4.37,0.67,0.84,2.19,1.01,31.12
Grant Hanley,NOR,$3000,D,270,0.00,0.00,0.67,0.33,1.00,0.00,0.00,0.67,0.67,0.67,47.67
Chris Mepham,BOU,$3200,D,271,0.33,0.00,0.66,0.33,2.32,0.66,0.00,1.33,1.00,1.00,41.18
Emil Krafth,NEW,$3100,D,416,0.00,0.00,0.65,0.00,0.87,1.95,0.00,0.87,0.65,0.65,24.01
Daryl Janmaat,WAT,$4400,D,282,0.00,0.00,0.64,0.00,0.32,4.15,0.96,0.96,0.96,0.00,52.34
Christian Atsu,NEW,$4700,M,432,0.00,0.42,0.63,0.21,0.63,2.50,1.88,0.63,0.83,0.63,26.67
Ricardo Pereira,LEI,$5600,D,720,0.25,0.00,0.63,0.25,1.75,1.88,0.63,2.50,1.63,1.50,60.25
Leander Dendoncker,WLV,$3400,M,591,0.00,0.00,0.61,0.00,1.22,0.30,0.30,0.76,0.61,0.15,30.91
Jose Holebas,WAT,$5100,D,618,0.00,0.00,0.58,0.29,0.29,5.53,1.02,1.46,1.17,0.29,41.07
Adam Smith,BOU,$3600,D,312,0.00,0.00,0.58,0.29,0.29,1.15,0.00,1.44,0.87,1.73,34.04
Mateo Kovacic,CHE,$4600,M,474,0.00,0.19,0.57,0.00,0.76,0.19,1.14,1.90,0.19,2.28,63.61
Ruben Vinagre,WLV,$3200,D,164,0.00,0.00,0.55,0.00,0.55,1.65,0.00,2.20,2.20,1.10,23.05
Tom Trybull,NOR,$3400,M,328,0.00,0.00,0.55,0.00,1.10,0.00,0.27,2.74,2.74,0.82,58.17
Erik Pieters,BUR,$3800,D,685,0.00,0.39,0.53,0.00,2.10,1.97,1.05,2.63,0.79,1.18,35.08
Oriol Romeu,SOU,$3900,M,694,0.00,0.00,0.52,0.00,1.30,0.39,0.78,2.85,1.82,0.65,55.50
Davinson Sanchez,TOT,$2500,D,360,0.00,0.00,0.50,0.25,0.75,0.00,0.25,1.00,1.50,0.50,62.50
Kiko Femenia,WAT,$3800,D,540,0.00,0.00,0.50,0.00,1.00,2.67,1.33,1.33,0.83,0.50,42.17
Ashley Westwood,BUR,$4000,M,720,0.00,0.25,0.50,0.00,0.38,3.13,1.88,0.88,2.00,0.88,44.13
Ben Mee,BUR,$3200,D,720,0.00,0.00,0.50,0.13,1.88,0.00,0.38,0.50,0.38,1.00,32.63
Sam Byram,NOR,$3500,D,181,0.00,0.00,0.50,0.00,2.98,0.99,0.00,1.99,0.99,1.49,40.28
Aaron Lennon,BUR,$3800,M,214,0.00,0.00,0.42,0.00,0.84,0.84,0.00,1.26,1.68,1.26,22.29
Diego Rico,BOU,$4900,D,449,0.00,0.40,0.40,0.00,3.21,6.41,2.20,1.40,0.80,0.60,41.69
Fikayo Tomori,CHE,$3500,D,450,0.20,0.00,0.40,0.20,2.80,0.00,0.40,1.40,0.40,1.00,75.60
Kenny McLean,NOR,$4200,M,471,0.19,0.00,0.38,0.19,1.72,0.76,0.57,1.15,0.57,1.91,52.93
Ben Godfrey,NOR,$2500,D,720,0.00,0.00,0.38,0.13,1.25,0.00,0.00,0.25,0.38,0.00,54.88
Kyle Walker-Peters,TOT,$4300,D,242,0.00,0.00,0.37,0.00,1.12,2.98,0.74,1.86,0.37,1.86,68.80
Steven Alzate,BHA,,,268,0.00,0.00,0.34,0.00,0.34,0.00,0.67,2.01,0.67,2.01,37.61
Ben Chilwell,LEI,$5300,D,540,0.00,0.17,0.33,0.17,1.17,3.50,0.83,0.67,0.83,1.17,73.83
Cedric Soares,SOU,$4100,D,270,0.00,0.00,0.33,0.00,1.33,4.33,1.00,2.33,0.00,0.00,39.33
Christian Kabasele,WAT,$2500,D,270,0.00,0.00,0.33,0.00,3.33,0.00,0.00,1.67,0.33,0.67,28.00
Neil Taylor,AVL,$3400,D,568,0.00,0.00,0.32,0.00,1.43,1.11,0.16,0.79,0.79,0.63,36.92
Martin Montoya,BHA,$4700,D,630,0.00,0.00,0.29,0.00,1.14,1.57,0.71,1.43,1.00,1.29,47.00
Paul Dummett,NEW,$3600,D,630,0.00,0.00,0.29,0.29,1.57,0.57,0.14,1.57,0.29,0.43,33.57
Yan Valery,SOU,$3500,D,323,0.00,0.00,0.28,0.00,1.11,2.23,0.56,0.28,0.28,0.84,29.26
Marvelous Nakamba,AVL,$3900,M,346,0.00,0.00,0.26,0.26,1.56,0.00,1.04,2.08,0.52,0.78,41.62
Jack Stacey,BOU,$3700,D,348,0.00,0.00,0.26,0.26,1.29,1.55,0.26,1.55,0.26,0.78,35.69
Bjorn Engels,AVL,$2900,D,705,0.00,0.00,0.26,0.00,1.66,0.13,0.00,0.26,0.38,0.26,42.51
Jamaal Lascelles,NEW,$2600,D,712,0.00,0.00,0.25,0.00,1.77,0.00,0.13,0.13,0.76,0.38,28.44
Cesar Azpilicueta,CHE,$4300,D,720,0.00,0.25,0.25,0.00,1.13,3.25,1.50,1.38,1.13,0.38,57.25
Lewis Dunk,BHA,$4600,D,720,0.00,0.25,0.25,0.00,2.13,0.00,0.25,0.75,0.88,0.88,65.50
Shane Duffy,BHA,$2500,D,360,0.00,0.00,0.25,0.00,2.25,0.00,0.00,1.00,1.00,1.25,49.75
Steve Cook,BOU,$3000,D,720,0.00,0.00,0.25,0.00,2.00,0.00,0.25,0.25,0.63,0.88,40.00
Toby Alderweireld,TOT,$3000,D,720,0.00,0.13,0.25,0.00,0.88,0.25,0.38,0.88,0.25,0.25,73.00
Ryan Bertrand,SOU,$5100,D,392,0.00,0.00,0.23,0.00,1.15,4.82,1.38,0.69,0.23,1.15,37.65
Ibrahim Amadou,NOR,$3000,M,414,0.00,0.00,0.22,0.00,1.96,0.00,0.00,1.74,1.30,0.22,42.61
Ryan Bennett,WLV,$2600,D,437,0.00,0.00,0.21,0.00,1.65,0.82,0.41,0.41,0.82,0.21,30.48
Adam Webster,BHA,,,450,0.00,0.00,0.20,0.00,2.20,0.60,0.80,0.60,0.60,0.20,71.40
Andreas Christensen,CHE,$3400,D,492,0.00,0.00,0.18,0.18,1.28,0.00,0.18,0.55,0.73,0.55,51.59
Danny Rose,TOT,$4100,D,614,0.00,0.00,0.15,0.00,0.88,4.25,1.32,1.03,1.61,1.47,51.30
Jamal Lewis,NOR,$3400,D,719,0.00,0.00,0.13,0.13,0.88,2.00,0.88,1.00,0.50,1.13,42.68
Jan Bednarek,SOU,$2500,D,720,0.00,0.00,0.13,0.00,2.25,0.00,0.13,1.13,0.75,0.50,46.38
Jonny Evans,LEI,$4400,D,720,0.00,0.13,0.13,0.00,1.13,0.13,0.13,1.50,0.38,0.25,60.25
Caglar Soyuncu,LEI,$3900,D,720,0.00,0.13,0.13,0.00,2.13,0.13,0.13,1.63,0.88,0.38,63.63
Matthew Lowton,BUR,$3700,D,720,0.00,0.13,0.13,0.00,1.63,3.50,1.13,1.00,1.00,0.75,29.38
Tyrone Mings,AVL,$2600,D,720,0.00,0.13,0.13,0.00,1.25,0.38,0.25,0.25,0.75,0.00,44.25
Ahmed Elmohamady,AVL,$4200,D,230,0.00,0.00,0.00,0.00,1.57,6.26,2.74,0.78,1.17,0.78,48.13
Matt Targett,AVL,$4100,D,152,0.00,0.59,0.00,0.00,1.18,3.55,2.37,0.59,0.00,1.18,45.00
Charlie Daniels,BOU,$3800,D,127,0.00,0.00,0.00,0.00,0.71,3.54,1.42,0.71,0.00,0.00,26.22
Lewis Cook,BOU,$3400,M,91,0.00,0.00,0.00,0.00,1.98,0.00,0.00,0.00,0.99,0.99,40.55
Ciaran Clark,NEW,$3700,D,90,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,1.00,0.00,22.00
Javier Manquillo,NEW,$4600,D,215,0.00,0.00,0.00,0.00,1.26,2.09,0.42,2.93,2.09,0.00,20.51
DeAndre Yedlin,NEW,$4300,D,106,0.00,0.00,0.00,0.00,1.70,1.70,0.00,1.70,1.70,0.85,22.08
Ki Sung-yueng,NEW,$3700,M,136,0.00,0.00,0.00,0.00,1.99,3.31,1.32,0.66,0.66,1.99,43.68
Kevin Danso,SOU,$3200,D,208,0.00,0.43,0.00,0.00,0.87,1.73,0.43,0.87,1.73,0.00,47.60
Jan Vertonghen,TOT,$3900,D,450,0.00,0.00,0.00,0.00,1.80,0.00,0.00,0.80,0.40,0.80,56.80
Adrian Mariappa,WAT,$3100,D,90,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,39.00
Craig Cathcart,WAT,$2700,D,540,0.00,0.00,0.00,0.00,0.67,0.00,0.00,1.17,0.83,0.17,49.17
Alexander Tettey,NOR,$3800,M,106,0.00,0.00,0.00,0.00,1.70,0.85,0.00,0.00,0.00,0.00,27.17
Shane Long,SOU,$6300,F,104,0.00,0.00,0.00,0.00,0.00,1.73,0.00,0.00,3.46,3.46,25.10
Conor Coady,WLV,$2500,D,720,0.00,0.00,0.00,0.00,0.75,0.00,0.13,1.00,0.50,0.13,39.25
Joao Moutinho,WLV,$6000,M,630,0.00,0.14,0.00,0.00,1.86,4.57,1.86,2.71,2.00,0.57,49.86
Jesus Vallejo,WLV,$2500,D,90,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,1.00,0.00,59.00
Willy Boly,WLV,$2900,D,629,0.00,0.14,0.00,0.00,1.72,0.14,0.72,1.72,1.29,0.57,38.92
