Youri Tielemans,0.7715727,0.2284273
Erik Lamela,0.82700175,0.1729983
Pedro Neto,0.9541243,0.045875695
Miguel Almiron,0.9173782,0.08262181
Ruben Neves,0.9252533,0.07474678
Dele Alli,0.45102137,0.5489786
Moussa Djenepo,0.91042495,0.0895751
Onel Hernandez,0.9477392,0.05226087
Joelinton,0.94793355,0.05206642
Jordan Ayew,0.48057306,0.51942694
Marco Stiepermann,0.9854065,0.014593449
Abdoulaye Doucoure,0.986193,0.013806968
James Ward-Prowse,0.7430057,0.2569943
Giovani Lo Celso,0.8951239,0.10487613
Alex Iwobi,0.9715556,0.028444411
Manuel Lanzini,0.94700015,0.052999865
Pierre-Emile Hojbjerg,0.9916602,0.008339815
Todd Cantwell,0.69226885,0.30773118
Wilfried Zaha,0.9070693,0.09293067
Callum Wilson,0.92285377,0.07714623
Max Meyer,0.98192906,0.018070947
Adama Traore,0.61985517,0.38014477
Pablo Fornals,0.74870455,0.25129545
Morgan Gibbs-White,0.99108547,0.00891453
Jeffrey Schlupp,0.98567086,0.014329189
Roberto Pereyra,0.93274784,0.06725218
Dan Gosling,0.93092436,0.06907562
Felipe Anderson,0.77867454,0.2213254
Joao Cancelo,0.95565784,0.044342116
Oleksandr Zinchenko,0.9179828,0.08201715
Sean Longstaff,0.9868241,0.013175931
Marc Albrighton,0.9348337,0.06516626
Robert Snodgrass,0.83106005,0.1689399
Ryan Fraser,0.9174117,0.08258834
Wes Morgan,0.99000907,0.009990906
Sam Byram,0.98192996,0.018070098
Matt Doherty,0.9591909,0.040809058
Cheikhou Kouyate,0.974386,0.025613984
Emiliano Buendia,0.11667963,0.88332033
Dwight Gayle,0.98826236,0.011737651
Nicolas Otamendi,0.9096953,0.09030474
Yerry Mina,0.9887578,0.011242197
Joshua King,0.95185167,0.048148356
Will Hughes,0.99584454,0.0041554086
Fabian Schar,0.959133,0.04086698
Dennis Praet,0.983213,0.016786968
Luka Milivojevic,0.87199324,0.12800682
Kenny McLean,0.9623062,0.037693743
Romain Saiss,0.97652483,0.023475192
Angelino,0.9551109,0.0448891
Moritz Leitner,0.98721606,0.012783866
Tanguy Ndombele,0.9374525,0.06254751
Michael Obafemi,0.9644496,0.035550397
Philip Billing,0.9948401,0.0051599266
Matt Ritchie,0.9757589,0.024241103
Stuart Armstrong,0.9858063,0.014193769
Fabian Balbuena,0.99119395,0.008806071
Christian Fuchs,0.9887427,0.0112572545
Tom Davies,0.9182657,0.08173426
Tom Trybull,0.99505496,0.0049450123
Jefferson Lerma,0.9930327,0.006967275
Lucas Digne,0.92939955,0.07060041
Jetro Willems,0.9724662,0.02753382
Nathaniel Chalobah,0.9881263,0.011873679
James McArthur,0.98738736,0.012612669
Nathan Ake,0.9835676,0.016432416
Aaron Cresswell,0.97337747,0.026622463
Patrick van Aanholt,0.89016634,0.10983368
Jonny,0.9885415,0.011458519
Grant Hanley,0.9841702,0.015829872
Wilfred Ndidi,0.9932673,0.006732772
Bernard,0.9582126,0.041787356
James McCarthy,0.9909004,0.009099623
Etienne Capoue,0.9963865,0.003613432
Yoshinori Muto,0.9826486,0.017351396
Hamza Choudhury,0.99198496,0.008014984
Maya Yoshida,0.9784671,0.021532897
Mason Holgate,0.98747814,0.012521881
Alexander Tettey,0.9434761,0.056523893
Chris Mepham,0.98371744,0.016282547
Jannik Vestergaard,0.9924832,0.0075168326
Matthew Longstaff,0.9813887,0.018611386
Kyle Walker,0.8782586,0.121741414
Albian Ajeti,0.99072146,0.009278589
Craig Dawson,0.99411666,0.0058833724
Joao Moutinho,0.1664909,0.8335091
Christian Atsu,0.9813778,0.018622192
Simon Francis,0.98578656,0.014213396
Moussa Sissoko,0.95317626,0.04682369
Mark Noble,0.9798386,0.020161383
Florian Lejeune,0.978785,0.02121502
Cedric Soares,0.9889776,0.011022409
Declan Rice,0.9827381,0.017261937
Isaac Hayden,0.9861902,0.013809734
Emil Krafth,0.9822949,0.01770504
John Stones,0.9765093,0.023490729
Lewis Cook,0.9869442,0.013055822
Harry Winks,0.9844982,0.015501739
Federico Fernandez,0.9889737,0.011026376
Jack Simpson,0.99330705,0.006693023
Ibrahim Amadou,0.98590535,0.014094643
Morgan Schneiderlin,0.98477954,0.015220479
Ruben Vinagre,0.9838688,0.016131183
Rodri,0.985045,0.01495503
Daryl Janmaat,0.9827361,0.01726393
Michael Keane,0.97154003,0.02845998
Eric Dier,0.9489721,0.051027857
Leighton Baines,0.99086165,0.009138383
Ciaran Clark,0.99345124,0.006548801
Gary Cahill,0.97539335,0.024606703
Andros Townsend,0.91718864,0.08281137
Djibril Sidibe,0.81702006,0.18297999
Steve Cook,0.94114333,0.058856666
Jonny Evans,0.99313205,0.006868008
Ryan Sessegnon,0.7676815,0.23231855
Jose Holebas,0.9719688,0.028031208
Caglar Soyuncu,0.98212355,0.017876463
Ryan Bertrand,0.96511346,0.034886472
Seamus Coleman,0.9735584,0.026441507
Ben Chilwell,0.89168406,0.10831596
Max Aarons,0.9321099,0.067890055
Serge Aurier,0.85908854,0.14091143
Leander Dendoncker,0.9721851,0.027814878
Arthur Masuaku,0.9907755,0.009224427
Ricardo Pereira,0.9318396,0.06816042
Diego Rico,0.7015128,0.2984872
Fernandinho,0.9742683,0.025731662
Issa Diop,0.9892663,0.010733694
Angelo Ogbonna,0.99043125,0.009568795
Ben Godfrey,0.9886757,0.011324255
James Tomkins,0.9288315,0.07116852
Benjamin Mendy,0.8937344,0.10626566
Jamal Lewis,0.9715826,0.02841741
Kyle Walker-Peters,0.9824024,0.017597686
Adam Masina,0.9923012,0.0076987795
Toby Alderweireld,0.9724888,0.027511114
Jamaal Lascelles,0.99023473,0.009765313
Adrian Mariappa,0.98527724,0.01472279
Jack Stacey,0.901434,0.098565936
Kevin Danso,0.9797492,0.020250743
Yan Valery,0.9875459,0.0124540385
Oriol Romeu,0.9929224,0.007077578
Andre Gomes,0.97884196,0.021157991
Aymeric Laporte,0.97108555,0.028914435
Kiko Femenia,0.9915001,0.008499922
Scott Dann,0.9897426,0.010257409
Christian Kabasele,0.9961855,0.0038145084
Ben Davies,0.9889342,0.01106575
Joel Ward,0.98366565,0.016334388
Fabian Delph,0.97301763,0.026982348
Christoph Zimmermann,0.9901731,0.009826862
Danny Rose,0.9639012,0.036098775
Adam Smith,0.9689484,0.031051546
Jan Bednarek,0.99371696,0.0062830453
Davinson Sanchez,0.9811988,0.018801171
Jack Stephens,0.9740582,0.025941774
Ryan Bennett,0.9958677,0.0041322503
Paul Dummett,0.9814379,0.018562054
Martin Kelly,0.9930004,0.0069996747
DeAndre Yedlin,0.9151238,0.084876195
Javier Manquillo,0.9293057,0.070694305
Jan Vertonghen,0.977385,0.022614967
Craig Cathcart,0.9978376,0.0021624444
Conor Coady,0.9898398,0.0101602785
Pablo Zabaleta,0.9746593,0.025340732
Jack Wilshere,0.9845867,0.015413244
Carlos Sanchez,0.9910959,0.008904135
Ryan Fredericks,0.9812867,0.018713268
Max Kilman,0.9959266,0.004073369
Jesus Vallejo,0.98299867,0.017001353
Willy Boly,0.98291343,0.01708656
Ki Sung-yueng,0.9843014,0.015698625
Eric Garcia,0.9571817,0.042818286
James Justin,0.8718064,0.12819369
Mamadou Sakho,0.9757296,0.024270428
Charlie Daniels,0.9905049,0.009495072
Jairo Riedewald,0.99548775,0.00451224
Jean-Philippe Gbamin,0.99265987,0.007340133
